Result of replaying M5.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
11,"instance_32",1,Yes,"230,792.00","23.00","5,834.00","59.00","57,561.00","0.85","0.74","87.00","0.75","59.00","72,774.00",[L/M]A|[L/M]C|[L]Z|[L]AA|[L/M]E|[L/M]X|[L/M]AE|[M-REAL]P|[L/M]R|[L/M]L|[L/M]S|[L/M]Z|[L]AD|[L/M]AB|[L/M]Q|[L/M]AF|[L/M]N|[L/M]O|[L/M]T|[M-REAL]G|[L/M]J|[L/M]M|[L/M]H|[M-REAL]AA|[L/M]AD|[L/M]W|[L]G|[L/M]F|[L]AB|[L]AC|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L]AD|[L]Y|[L]Z|[L/M]U|[M-REAL]AA|[L]B|[L/M]AD|[L/M]Z|[L]AA|[L]AA|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L]P|[L/M]Z|[L/M]AB|[L]AD|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[M-REAL]B|[L]AA
12,"instance_226",1,Yes,"173,264.00","25.00","4,325.00","55.00","41,548.00","0.79","0.70","83.00","0.75","55.00","56,236.00",[L/M]A|[L/M]C|[L/M]E|[L]U|[L/M]G|[M-REAL]X|[L/M]AE|[L]AA|[L/M]AF|[M-REAL]P|[L/M]S|[L/M]R|[L]AA|[L/M]Z|[M-REAL]L|[L/M]N|[L/M]Q|[L/M]O|[M-REAL]T|[L]AD|[L/M]V|[M-REAL]U|[L/M]AC|[M-REAL]AA|[L/M]M|[L]Z|[L/M]AD|[L]F|[L]X|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]I|[L/M]H|[M-REAL]F|[M-REAL]AB|[L/M]AA|[L/M]AD|[L]T|[L/M]Z|[L]P|[L/M]AC|[M-REAL]AA|[L]L|[L/M]AD|[L/M]Z|[L]AB|[L]K|[L]AA|[L]AB|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
13,"instance_5",1,Yes,"260,329.00","27.00","6,129.00","59.00","62,280.00","0.86","0.69","87.00","0.64","59.00","76,666.00",[M-REAL]A|[L]Z|[L/M]C|[L]AB|[L/M]E|[L/M]X|[L/M]AE|[L/M]G|[L/M]Z|[M-REAL]P|[L]Z|[L]AA|[L/M]S|[L/M]K|[L/M]L|[L/M]R|[L/M]O|[L/M]AF|[L/M]N|[L/M]AC|[L]Z|[L/M]M|[L/M]Q|[L/M]AA|[L]AA|[L/M]H|[L]Z|[L/M]F|[M-REAL]T|[L]A|[L/M]V|[L]AD|[L]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]D|[L/M]AA|[L]AD|[L]AD|[L]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L]P|[L]AD|[L]AB|[L/M]U|[L]T|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L]AB|[L]AC|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[M-REAL]D|[L]AB|[L/M]B
14,"instance_248",1,Yes,"103,366.00","23.00","2,738.00","55.00","21,509.00","0.83","0.72","83.00","0.73","55.00","35,191.00",[M-REAL]A|[L]Z|[L/M]C|[L]AB|[L]B|[L/M]X|[L]AA|[L/M]P|[L/M]E|[L/M]AE|[L/M]Z|[L/M]S|[L]F|[L/M]G|[M-REAL]R|[L/M]Q|[M-REAL]L|[L/M]O|[L/M]AB|[L/M]N|[L/M]K|[L/M]AA|[L/M]M|[L/M]H|[M-REAL]F|[L/M]T|[L]AD|[L/M]AD|[L/M]Z|[M-REAL]V|[L/M]U|[L]AD|[L]Z|[L]Z|[L]AB|[L]AA|[L]R|[L]V|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L]L|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]A|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]AF|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
15,"instance_460",1,Yes,"169,531.00","31.00","4,767.00","51.00","44,349.00","0.73","0.61","79.00","0.63","51.00","58,130.00",[M-REAL]A|[L]AD|[L]B|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]I|[L/M]H|[L/M]X|[L]Q|[L/M]AE|[L/M]L|[M-REAL]P|[L/M]S|[L]AD|[L]J|[L/M]AF|[L/M]N|[L/M]O|[L]AB|[L/M]R|[M-REAL]Q|[L/M]T|[L/M]M|[L]E|[L/M]W|[L]AD|[L/M]F|[L/M]Z|[L/M]U|[L]AA|[L]AD|[L]Y|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]AA|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L]Z|[L/M]AA|[M-REAL]AD|[L]Z|[L/M]Z|[L]P|[L/M]AB|[L/M]AA|[M-REAL]AD|[L]AC|[L]A|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L]Z|[L/M]D|[M-REAL]B|[L]G
16,"instance_75",1,Yes,"194,334.00","23.00","4,728.00","51.00","45,500.00","0.79","0.71","79.00","0.75","51.00","60,141.00",[L/M]A|[L/M]C|[L/M]E|[L]B|[L/M]G|[L/M]P|[L/M]X|[M-REAL]L|[L/M]O|[L/M]S|[L/M]Z|[L]Z|[L/M]R|[L/M]Q|[M-REAL]AE|[L/M]AF|[L/M]N|[M-REAL]I|[L]Z|[L/M]H|[L]AA|[L/M]AC|[M-REAL]M|[L/M]F|[L]M|[L/M]AA|[L/M]AD|[M-REAL]T|[L/M]W|[L/M]Z|[L]L|[L]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]AE|[L/M]AC|[L/M]AA|[L]T|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L]AC|[L/M]U|[L]I|[L/M]Z|[L]AD|[L]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
17,"instance_229",1,Yes,"109,831.00","19.00","2,579.00","51.00","26,243.00","0.81","0.76","79.00","0.82","51.00","36,866.00",[L/M]A|[L/M]C|[L/M]P|[L/M]E|[M-REAL]X|[L/M]Z|[L/M]AE|[M-REAL]G|[L/M]I|[L/M]L|[L]AD|[L]X|[L/M]R|[M-REAL]AB|[L/M]AA|[L/M]H|[L/M]O|[L/M]AF|[L/M]AD|[M-REAL]N|[L/M]M|[M-REAL]S|[L/M]Q|[L/M]Z|[L]Z|[L]W|[L/M]AC|[L/M]F|[L/M]T|[M-REAL]V|[M-REAL]AA|[L]G|[L/M]AD|[L/M]U|[L/M]Z|[L]AA|[L]S|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L]AC|[L]N|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
18,"instance_298",1,Yes,"104,085.00","21.00","2,578.00","51.00","21,293.00","0.81","0.73","79.00","0.76","51.00","34,571.00",[L/M]A|[L]AA|[L]P|[L/M]C|[M-REAL]P|[L/M]E|[L/M]L|[L]Z|[L]Q|[L/M]X|[L]AD|[L/M]S|[L/M]AE|[L]B|[L/M]O|[L/M]R|[M-REAL]Q|[L/M]Z|[M-REAL]N|[L/M]M|[L/M]G|[L/M]AC|[L/M]AF|[M-REAL]I|[L/M]H|[L/M]AA|[L/M]T|[L/M]F|[L]Z|[L/M]AD|[L/M]W|[L/M]U|[L/M]Z|[L]Y|[L/M]AC|[L/M]AA|[L]AB|[L]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]J|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[L/M]D|[M-REAL]B|[L]N
19,"instance_241",1,Yes,"285,669.00","31.00","7,193.00","47.00","79,257.00","0.70","0.59","75.00","0.60","47.00","91,362.00",[L/M]A|[M-REAL]C|[M-REAL]X|[L/M]Z|[L]F|[L/M]E|[L/M]AE|[L/M]P|[L/M]AF|[L]N|[L/M]L|[M-REAL]N|[L/M]R|[M-REAL]G|[L]Z|[L/M]K|[L/M]S|[L]AD|[L/M]O|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]M|[L]D|[L/M]AC|[L]Z|[L]W|[L]C|[L/M]H|[L]X|[L/M]Q|[M-REAL]F|[M-REAL]T|[M-REAL]V|[L/M]U|[L]AB|[L]AA|[L]AC|[L]AB|[L/M]AA|[L/M]AD|[L]T|[L/M]Z|[M-REAL]AB|[L/M]AA|[L/M]AD|[L]Y|[L/M]Z|[L/M]AC|[L]G|[L]AA|[L]AD|[L]AD|[L/M]AA|[M-REAL]t26t24|[M-REAL]Y|[M-REAL]D|[L/M]B
20,"instance_225",1,Yes,"132,247.00","19.00","3,316.00","51.00","28,161.00","0.83","0.76","79.00","0.78","51.00","42,401.00",[L/M]A|[L/M]C|[L/M]E|[L/M]P|[L]W|[L/M]L|[L/M]X|[L/M]O|[L/M]Z|[L/M]S|[L]AD|[L/M]AE|[L/M]R|[L]H|[L]AA|[L/M]G|[L]M|[L/M]N|[M-REAL]M|[L]AA|[L/M]AB|[M-REAL]Q|[L/M]T|[M-REAL]V|[L/M]AA|[L]Q|[L]F|[L/M]U|[L]Z|[L]AC|[L/M]I|[M-REAL]H|[M-REAL]F|[L]AB|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AF|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
21,"instance_73",1,Yes,"153,105.00","17.00","3,821.00","51.00","33,653.00","0.85","0.78","79.00","0.80","51.00","47,130.00",[L/M]A|[L/M]C|[L/M]P|[L/M]E|[L/M]R|[L/M]G|[L/M]X|[L/M]S|[L/M]AE|[L/M]L|[L/M]Q|[L/M]Z|[L/M]AF|[L/M]AB|[L/M]N|[L]AC|[L]D|[L/M]AA|[M-REAL]O|[L]AB|[L/M]M|[M-REAL]T|[L/M]V|[L/M]AD|[L]F|[L/M]Z|[L/M]U|[L/M]AC|[L/M]AA|[L/M]AD|[L]AA|[L/M]Z|[M-REAL]AB|[L]O|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L]T|[L]AD|[L/M]K|[L/M]AB|[L]Z|[L]AB|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]H|[M-REAL]F|[M-REAL]D|[L/M]B
22,"instance_78",1,Yes,"85,046.00","21.00","2,233.00","51.00","18,388.00","0.84","0.73","79.00","0.73","51.00","29,745.00",[L]AF|[L/M]A|[L/M]C|[L/M]E|[L]AA|[L]AD|[L/M]L|[M-REAL]X|[L/M]Z|[L/M]G|[L/M]N|[M-REAL]P|[L/M]S|[L/M]AE|[M-REAL]AF|[M-REAL]O|[L/M]M|[L/M]J|[L/M]R|[M-REAL]AB|[L/M]AA|[L/M]H|[L/M]AD|[L]O|[L/M]Q|[L]AB|[L]X|[L/M]F|[L/M]T|[L]AD|[L/M]W|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]U|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L]Z|[L]AA|[L]P|[L]AA|[L/M]AD|[L/M]Z|[L/M]AB|[M-REAL]AA|[L/M]AD|[L]Z|[L]AC|[L]AC|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
23,"instance_150",1,Yes,"66,029.00","21.00","1,666.00","51.00","13,749.00","0.84","0.73","79.00","0.73","51.00","23,322.00",[L]AD|[L/M]A|[L/M]C|[M-REAL]X|[L/M]Z|[L/M]E|[L]V|[L/M]L|[L/M]G|[L]Z|[L/M]AB|[M-REAL]P|[L/M]S|[M-REAL]AE|[L/M]AF|[L]AD|[L/M]O|[L/M]R|[L/M]Q|[L]Z|[L/M]N|[L/M]AA|[L/M]M|[M-REAL]I|[L/M]H|[L/M]AD|[L]AE|[L]U|[L/M]Z|[L]AB|[L/M]AC|[L]P|[L/M]AA|[L/M]AD|[L]J|[L/M]Z|[L/M]AC|[L/M]T|[L]AA|[L/M]AA|[M-REAL]V|[M-REAL]U|[L/M]AD|[L/M]Z|[L]AA|[L]X|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]F|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]t26t24|[L]AC|[L/M]Y|[L/M]D|[L/M]B
24,"instance_396",1,Yes,"219,321.00","25.00","5,521.00","51.00","53,869.00","0.82","0.68","79.00","0.65","51.00","70,408.00",[L/M]A|[M-REAL]C|[M-REAL]P|[L/M]R|[L]AA|[L]P|[L/M]X|[L/M]AE|[L/M]E|[L/M]AF|[L/M]G|[L]AA|[L]C|[L/M]S|[L/M]Z|[L/M]Q|[L/M]AC|[L]O|[L]AB|[L/M]K|[L/M]L|[M-REAL]N|[M-REAL]O|[L/M]M|[L/M]H|[L/M]T|[L/M]W|[L]AD|[L/M]F|[L]Z|[L]AD|[L]N|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L]AC|[L]AB|[L]AC|[L]AA|[L/M]AD|[L]Z|[L]AA|[L/M]U|[L]Z|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-REAL]t26t24|[L/M]Y|[L/M]D|[L/M]B
