Result of replaying prAm6.tpn on Process 1

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
11,"instance_63|instance_1091|instance_787|instance_1025",4,Yes,"279.00","18.00","13.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LZ+complete|[L]LY+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
12,"instance_268|instance_1187|instance_83|instance_494",4,Yes,"107.00","0.00","3.00","30.00","31.00","1.00","1.00","49.00","1.00","30.00","106.00",[L/M]A+complete|[L/M]C+complete|[L/M]EC+complete|[L/M]EE+complete|[L/M]EI+complete|[L/M]EM+complete|[L/M]EJ+complete|[L/M]EF+complete|[L/M]EN+complete|[L/M]EP+complete|[L/M]ER+complete|[L/M]EQ+complete|[L/M]ES+complete|[L/M]EO+complete|[L/M]ET+complete|[L/M]EX+complete|[L/M]EV+complete|[L/M]EY+complete|[L/M]EW+complete|[L/M]EU+complete|[L/M]EZ+complete|[L/M]FG+complete|[L/M]FI+complete|[L/M]FJ+complete|[L/M]FK+complete|[L/M]FH+complete|[L/M]FA+complete|[L/M]ED+complete|[L/M]D+complete|[L/M]B+complete
13,"instance_209|instance_34|instance_196|instance_599",4,Yes,"102.00","0.00","61.00","29.00","30.00","1.00","1.00","48.00","1.00","29.00","103.00",[L/M]A+complete|[L/M]C+complete|[L/M]EC+complete|[L/M]EE+complete|[L/M]EG+complete|[L/M]EH+complete|[L/M]EF+complete|[L/M]EN+complete|[L/M]EP+complete|[L/M]ER+complete|[L/M]EQ+complete|[L/M]ES+complete|[L/M]EO+complete|[L/M]ET+complete|[L/M]EX+complete|[L/M]EV+complete|[L/M]EY+complete|[L/M]EW+complete|[L/M]EU+complete|[L/M]EZ+complete|[L/M]FB+complete|[L/M]FE+complete|[L/M]FD+complete|[L/M]FF+complete|[L/M]FC+complete|[L/M]FA+complete|[L/M]ED+complete|[L/M]D+complete|[L/M]B+complete
14,"instance_107|instance_874|instance_217|instance_852",4,Yes,"86.00","0.00","14.00","23.00","24.00","1.00","1.00","42.00","1.00","23.00","86.00",[L/M]A+complete|[L/M]C+complete|[L/M]EC+complete|[L/M]HL+complete|[L/M]HN+complete|[L/M]HR+complete|[L/M]HT+complete|[L/M]HP+complete|[L/M]HS+complete|[L/M]HU+complete|[L/M]HQ+complete|[L/M]HO+complete|[L/M]HM+complete|[L/M]IU+complete|[L/M]IW+complete|[L/M]IX+complete|[L/M]IY+complete|[L/M]JA+complete|[L/M]IZ+complete|[L/M]IV+complete|[L/M]ED+complete|[L/M]D+complete|[L/M]B+complete
15,"instance_916|instance_1151|instance_332",3,Yes,"282.00","18.00","29.00","34.00","150.00","0.74","0.66","53.00","0.74","34.00","236.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MM+complete|[L/M]MO+complete|[L/M]MN+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MX+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
16,"instance_1053|instance_550|instance_97",3,Yes,"282.00","18.00","31.00","34.00","150.00","0.74","0.66","53.00","0.74","34.00","236.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MM+complete|[L/M]MP+complete|[L/M]MN+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
17,"instance_734|instance_1137|instance_355",3,Yes,"279.00","18.00","275.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L]LV+complete|[L/M]LT+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LZ+complete|[L]LY+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
18,"instance_353|instance_796|instance_699",3,Yes,"277.00","18.00","16.00","33.00","149.00","0.73","0.65","52.00","0.73","33.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
19,"instance_179|instance_1073|instance_28",3,Yes,"279.00","18.00","112.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LQ+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LZ+complete|[L]LY+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MU+complete|[L/M]MT+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
20,"instance_800|instance_651|instance_377",3,Yes,"277.00","18.00","12.00","33.00","149.00","0.73","0.65","52.00","0.73","33.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LZ+complete|[L]LY+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MC+complete|[L/M]MD+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
21,"instance_343|instance_517|instance_390",3,Yes,"277.00","18.00","11.00","33.00","149.00","0.73","0.65","52.00","0.73","33.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LQ+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
22,"instance_1000|instance_625|instance_193",3,Yes,"279.00","18.00","12.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MC+complete|[L/M]MD+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
23,"instance_567|instance_764|instance_365",3,Yes,"279.00","18.00","12.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MU+complete|[L/M]MT+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
24,"instance_25|instance_848|instance_927",3,Yes,"277.00","18.00","13.00","33.00","149.00","0.73","0.65","52.00","0.73","33.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LZ+complete|[L]LY+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MU+complete|[L/M]MT+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
25,"instance_327|instance_541|instance_101",3,Yes,"277.00","18.00","11.00","33.00","149.00","0.73","0.65","52.00","0.73","33.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LP+complete|[L]LO+complete|[L/M]LR+complete|[L/M]LT+complete|[L]LU+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MX+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
26,"instance_712|instance_170|instance_1090",3,Yes,"279.00","18.00","12.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LQ+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MD+complete|[L/M]MC+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
27,"instance_1169|instance_91|instance_822",3,Yes,"279.00","18.00","12.00","33.00","150.00","0.73","0.65","52.00","0.73","33.00","235.00",[L/M]A+complete|[L/M]C+complete|[L/M]JM+complete|[M-REAL]LZ+complete|[M-REAL]LW+complete|[M-REAL]LY+complete|[M-REAL]LV+complete|[L]LN+complete|[L]LQ+complete|[L]LO+complete|[L/M]LR+complete|[L]LU+complete|[L/M]LT+complete|[L]LV+complete|[L/M]LS+complete|[M-REAL]LU+complete|[M-REAL]LQ+complete|[M-REAL]LN+complete|[M-REAL]LO+complete|[M-REAL]LP+complete|[L]LW+complete|[L]LY+complete|[L]LZ+complete|[L]LX+complete|[L/M]MA+complete|[L/M]MC+complete|[L/M]MD+complete|[L/M]MB+complete|[L/M]ME+complete|[L/M]MG+complete|[L/M]MH+complete|[L/M]MF+complete|[L/M]MR+complete|[L/M]MT+complete|[L/M]MU+complete|[L/M]MS+complete|[L/M]MV+complete|[L/M]MY+complete|[L/M]MW+complete|[L/M]JN+complete|[L/M]D+complete|[L/M]B+complete
