Result of replaying prBm6.tpn on Process 6

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
13,"instance_959|instance_1066",2,Yes,"62.00","0.00","60.00","17.00","18.00","1.00","1.00","31.00","1.00","17.00","63.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IA+complete|[L/M]IC+complete|[L/M]II+complete|[L/M]IL+complete|[L/M]IM+complete|[L/M]IK+complete|[L/M]IJ+complete|[L/M]ID+complete|[L/M]IB+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
14,"instance_1054|instance_883",2,Yes,"63.00","0.00","8.00","17.00","18.00","1.00","1.00","31.00","1.00","17.00","64.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IX+complete|[L/M]JQ+complete|[L/M]JU+complete|[L/M]JY+complete|[L/M]JW+complete|[L/M]JX+complete|[L/M]JV+complete|[L/M]JR+complete|[L/M]IY+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
15,"instance_566|instance_1028",2,Yes,"62.00","0.00","6.00","17.00","18.00","1.00","1.00","31.00","1.00","17.00","63.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IA+complete|[L/M]IC+complete|[L/M]II+complete|[L/M]IM+complete|[L/M]IK+complete|[L/M]IL+complete|[L/M]IJ+complete|[L/M]ID+complete|[L/M]IB+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
16,"instance_283|instance_505",2,Yes,"54.00","0.00","50.00","15.00","16.00","1.00","1.00","29.00","1.00","15.00","54.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IA+complete|[L/M]IC+complete|[L/M]IN+complete|[L/M]IP+complete|[L/M]IO+complete|[L/M]ID+complete|[L/M]IB+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
17,"instance_741|instance_400",2,Yes,"54.00","0.00","41.00","15.00","16.00","1.00","1.00","29.00","1.00","15.00","54.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IA+complete|[L/M]IC+complete|[L/M]IN+complete|[L/M]IQ+complete|[L/M]IO+complete|[L/M]ID+complete|[L/M]IB+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
18,"instance_598|instance_1118",2,Yes,"51.00","0.00","43.00","14.00","15.00","1.00","1.00","28.00","1.00","14.00","52.00",[L/M]A+complete|[L/M]C+complete|[L/M]FR+complete|[L/M]HY+complete|[L/M]IX+complete|[L/M]JQ+complete|[L/M]JS+complete|[L/M]JT+complete|[L/M]JR+complete|[L/M]IY+complete|[L/M]HZ+complete|[L/M]FS+complete|[L/M]D+complete|[L/M]B+complete
19,"instance_144",1,Yes,"266.00","0.00","142.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","241.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AR+complete|[L/M]AO+complete|[L/M]AK+complete|[L/M]AI+complete|[L/M]AJ+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AZ+complete|[L/M]AU+complete|[L/M]BD+complete|[L/M]BC+complete|[L/M]BF+complete|[L/M]BA+complete|[L/M]AX+complete|[L/M]BE+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BM+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BV+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
20,"instance_702",1,Yes,"261.00","0.00","151.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","237.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AL+complete|[L/M]AG+complete|[L/M]AQ+complete|[L/M]AR+complete|[L/M]AP+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AI+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]AU+complete|[L/M]AZ+complete|[L/M]BF+complete|[L/M]AX+complete|[L/M]BC+complete|[L/M]BE+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BJ+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BM+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BY+complete|[L/M]BW+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
21,"instance_103",1,Yes,"254.00","0.00","145.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","234.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AQ+complete|[L/M]AL+complete|[L/M]AG+complete|[L/M]AR+complete|[L/M]AN+complete|[L/M]AJ+complete|[L/M]AK+complete|[L/M]AI+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AZ+complete|[L/M]BD+complete|[L/M]BB+complete|[L/M]AU+complete|[L/M]BG+complete|[L/M]AY+complete|[L/M]BA+complete|[L/M]BE+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BJ+complete|[L/M]BP+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BM+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BY+complete|[L/M]BW+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CC+complete|[L/M]CG+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CM+complete|[L/M]CL+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
22,"instance_716",1,Yes,"257.00","0.00","100.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","237.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AQ+complete|[L/M]AL+complete|[L/M]AG+complete|[L/M]AR+complete|[L/M]AP+complete|[L/M]AI+complete|[L/M]AK+complete|[L/M]AM+complete|[L/M]AJ+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]AZ+complete|[L/M]AU+complete|[L/M]BF+complete|[L/M]AX+complete|[L/M]BC+complete|[L/M]BE+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BM+complete|[L/M]BO+complete|[L/M]BQ+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BV+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CM+complete|[L/M]CL+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
23,"instance_21",1,Yes,"268.00","0.00","120.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","237.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AI+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AR+complete|[L/M]AN+complete|[L/M]AH+complete|[L/M]AM+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AZ+complete|[L/M]AU+complete|[L/M]BD+complete|[L/M]BC+complete|[L/M]AX+complete|[L/M]BA+complete|[L/M]BF+complete|[L/M]BE+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BM+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BW+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CC+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
24,"instance_178",1,Yes,"256.00","0.00","16.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","233.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AQ+complete|[L/M]AL+complete|[L/M]AR+complete|[L/M]AG+complete|[L/M]AP+complete|[L/M]AK+complete|[L/M]AI+complete|[L/M]AM+complete|[L/M]AJ+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]AU+complete|[L/M]AZ+complete|[L/M]BF+complete|[L/M]AX+complete|[L/M]BC+complete|[L/M]BE+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BM+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BY+complete|[L/M]BV+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CD+complete|[L/M]CB+complete|[L/M]CF+complete|[L/M]CC+complete|[L/M]CG+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CM+complete|[L/M]CL+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
25,"instance_450",1,Yes,"267.00","0.00","138.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","240.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AJ+complete|[L/M]AI+complete|[L/M]AK+complete|[L/M]AP+complete|[L/M]AR+complete|[L/M]AH+complete|[L/M]AM+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AU+complete|[L/M]BD+complete|[L/M]AZ+complete|[L/M]AX+complete|[L/M]BG+complete|[L/M]BC+complete|[L/M]AV+complete|[L/M]BE+complete|[L/M]BA+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BJ+complete|[L/M]BP+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BL+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BV+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
26,"instance_953",1,Yes,"263.00","0.00","116.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","242.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AR+complete|[L/M]AO+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AI+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]AZ+complete|[L/M]BG+complete|[L/M]AU+complete|[L/M]BB+complete|[L/M]BE+complete|[L/M]AY+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BP+complete|[L/M]BM+complete|[L/M]BQ+complete|[L/M]BO+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BV+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CD+complete|[L/M]CB+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
27,"instance_836",1,Yes,"261.00","0.00","138.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","239.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AR+complete|[L/M]AJ+complete|[L/M]AI+complete|[L/M]AK+complete|[L/M]AP+complete|[L/M]AH+complete|[L/M]AM+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]BG+complete|[L/M]AU+complete|[L/M]AZ+complete|[L/M]AX+complete|[L/M]BB+complete|[L/M]BE+complete|[L/M]AV+complete|[L/M]BA+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BJ+complete|[L/M]BP+complete|[L/M]BO+complete|[L/M]BL+complete|[L/M]BQ+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BW+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
28,"instance_508",1,Yes,"266.00","0.00","62.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","240.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AL+complete|[L/M]AQ+complete|[L/M]AI+complete|[L/M]AR+complete|[L/M]AN+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AZ+complete|[L/M]BD+complete|[L/M]AU+complete|[L/M]BC+complete|[L/M]BF+complete|[L/M]BA+complete|[L/M]AX+complete|[L/M]BE+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BJ+complete|[L/M]BP+complete|[L/M]BO+complete|[L/M]BM+complete|[L/M]BQ+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BT+complete|[L/M]BX+complete|[L/M]BV+complete|[L/M]BY+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CD+complete|[L/M]CB+complete|[L/M]CF+complete|[L/M]CG+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CM+complete|[L/M]CL+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
29,"instance_364",1,Yes,"262.00","0.00","95.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","240.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AG+complete|[L/M]AQ+complete|[L/M]AL+complete|[L/M]AR+complete|[L/M]AI+complete|[L/M]AO+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]AU+complete|[L/M]AZ+complete|[L/M]BD+complete|[L/M]AX+complete|[L/M]BF+complete|[L/M]BC+complete|[L/M]BE+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BN+complete|[L/M]BJ+complete|[L/M]BP+complete|[L/M]BO+complete|[L/M]BM+complete|[L/M]BQ+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BY+complete|[L/M]BW+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CD+complete|[L/M]CB+complete|[L/M]CG+complete|[L/M]CF+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
30,"instance_191",1,Yes,"256.00","0.00","146.00","59.00","60.00","1.00","1.00","73.00","1.00","59.00","236.00",[L/M]A+complete|[L/M]C+complete|[L/M]E+complete|[L/M]AE+complete|[L/M]AQ+complete|[L/M]AL+complete|[L/M]AG+complete|[L/M]AR+complete|[L/M]AP+complete|[L/M]AI+complete|[L/M]AK+complete|[L/M]AJ+complete|[L/M]AM+complete|[L/M]AH+complete|[L/M]AF+complete|[L/M]AS+complete|[L/M]BD+complete|[L/M]AZ+complete|[L/M]BF+complete|[L/M]AU+complete|[L/M]BC+complete|[L/M]BE+complete|[L/M]AY+complete|[L/M]BA+complete|[L/M]AV+complete|[L/M]AT+complete|[L/M]F+complete|[L/M]BH+complete|[L/M]BJ+complete|[L/M]BN+complete|[L/M]BL+complete|[L/M]BP+complete|[L/M]BO+complete|[L/M]BQ+complete|[L/M]BK+complete|[L/M]BI+complete|[L/M]BR+complete|[L/M]BX+complete|[L/M]BT+complete|[L/M]BY+complete|[L/M]BV+complete|[L/M]BU+complete|[L/M]BS+complete|[L/M]BZ+complete|[L/M]CB+complete|[L/M]CD+complete|[L/M]CG+complete|[L/M]CF+complete|[L/M]CC+complete|[L/M]CE+complete|[L/M]CA+complete|[L/M]CH+complete|[L/M]CI+complete|[L/M]CJ+complete|[L/M]CL+complete|[L/M]CM+complete|[L/M]CK+complete|[L/M]D+complete|[L/M]B+complete
