Case_id,Replayed,Model_Fitness_Initial,Model_Fitness _Final,Time,|Alignment| Initial,|Alignment| Final,|Trace|,|Parikh_Trace|,|Model's Move|,Alignment
171|,1,0.523809523809524,0.6875,1.27099990844727,107,97,87,48,32,[L/M]A|[L/M]C|[L/M]X|[L/M]Z|[L/M]AT|[L]BB|[L]BF|[L/M]AB|[L/M]AL|[L]AX|[L/M]AD|[L/M]AM|[L]AP|[L]AQ|[L]AR|[L]AY|[M]AV|[L/M]AE|[L]BC|[M]AG|[L/M]AU|[L]AY|[L]AC|[L/M]AI|[L]AO|[L]BB|[L/M]AK|[L]AZ|[L]AH|[L]AZ|[L]BA|[L]AT|[L]AA|[L/M]AJ|[L/M]AF|[L]BB|[L]AW|[L]AU|[L]AY|[L]AZ|[L]BA|[L]BC|[L]BB|[L]BF|[L]BA|[L]BE|[L]BB|[L]AG|[L]BA|[L]BE|[L]BB|[L]BF|[L]BA|[L]BE|[L]AT|[L]AT|[L]AW|[L]AT|[L]AU|[L]AZ|[L]BA|[L]BE|[L/M]AN|[L]AV|[M]AP|[L]AU|[M]AR|[L/M]AY|[L/M]AZ|[L]BA|[L]BE|[L]BB|[L]BF|[L]BA|[L]BD|[L]BB|[L]AX|[L]AU|[L]AY|[L]BA|[M]AH|[L/M]AS|[L]BD|[L]BB|[L]AT|[M]AQ|[L]AV|[M]AC|[L]AU|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
71|,1,0.545454545454546,0.75,0.939000129699707,103,91,83,44,32,[L/M]A|[L]AU|[L/M]C|[L]BB|[L/M]X|[L/M]Z|[L]BB|[L/M]AN|[L/M]AT|[L/M]AL|[L/M]AR|[L/M]AP|[L]AW|[L]BC|[L]BA|[M]AV|[L/M]AG|[L]AE|[L/M]AJ|[L/M]AM|[L]AD|[L/M]AQ|[L/M]AI|[L/M]AS|[L]AU|[L]AY|[L]AF|[L]AT|[L/M]AO|[L]AH|[L]AZ|[L]AA|[L]BA|[L]BE|[L]BB|[L/M]AK|[L]AW|[L/M]AU|[L]AY|[L]AZ|[L]BA|[L]BA|[L/M]AB|[L]BB|[L]BF|[L]BA|[L]BD|[L]AV|[L]AU|[L]AY|[L]AC|[L]AZ|[L]BD|[L]BB|[L]BF|[L]BC|[L]BC|[L]AY|[L]BF|[L]BA|[L]BC|[L]AZ|[L]BB|[L]AT|[L]AX|[L]AU|[L/M]AY|[L]BA|[L]BA|[L]BB|[L]AT|[M]AD|[L]AV|[M]AE|[L]AT|[M]AF|[L]AY|[M]AH|[L/M]AZ|[L]BD|[L]BB|[L]AT|[L]AV|[M]AC|[L]AU|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
170|,1,0.478260869565218,0.71875,0.547999858856201,63,48,39,32,32,[L]AZ|[L/M]A|[L/M]C|[L/M]X|[L/M]Z|[L]AS|[L/M]AL|[L]AR|[L/M]AT|[L]AI|[L/M]AG|[L]AV|[L/M]AX|[L]AP|[L]AE|[L/M]AB|[L/M]AK|[L/M]AD|[L/M]AJ|[L]AQ|[M]AI|[L/M]AF|[L/M]AN|[M]AP|[L/M]AM|[M]AR|[L/M]AU|[L/M]AH|[L]AO|[M]AE|[L/M]AC|[L/M]AY|[L/M]AA|[L]BA|[L]BD|[L]BB|[M]AS|[L]AT|[M]AQ|[L]AU|[M]AO|[L]D|[L/M]AZ|[M]t51t24|[L/M]Y|[L]AY|[M]D|[L/M]B|
72|,1,0.488372093023256,0.6875,0.654000043869019,53,41,31,32,32,[L/M]A|[L/M]C|[L/M]X|[L/M]Z|[L/M]AT|[L]AO|[L/M]AX|[L]AR|[M]AG|[L]AM|[M]AN|[L/M]AB|[L/M]AP|[L]AS|[M]AJ|[L/M]AL|[L/M]AU|[M]AR|[L/M]AK|[L/M]AD|[L/M]AQ|[L/M]AF|[L]AN|[L/M]AY|[L]AG|[L/M]AI|[M]AH|[L]B|[M]AS|[L/M]AE|[L]AJ|[M]AM|[L/M]AC|[M]AO|[L/M]AZ|[L/M]AA|[L]AH|[M]t51t24|[L/M]Y|[L/M]D|[M]B|
64|,1,0.625,0.714285714285714,0.384999990463257,29,26,20,21,21,[L]D|[M]A|[L/M]C|[L/M]E|[L]I|[L/M]G|[L/M]M|[L/M]H|[L/M]O|[L]W|[L/M]Q|[L/M]T|[L]L|[M]I|[L/M]V|[M]W|[L/M]P|[M]L|[L/M]J|[M]t15t13|[L/M]U|[L/M]N|[L/M]F|[L]A|[M]D|[L/M]B|
75|,1,0.35,0.46875,0.931999921798706,57,48,31,32,32,[L/M]A|[L]Y|[L/M]C|[L/M]X|[M]AT|[L/M]AN|[M]AV|[L/M]Z|[L/M]AP|[M]AG|[L/M]AR|[L/M]AQ|[L]AD|[M]AU|[L]AT|[M]AI|[L/M]AB|[L]D|[M]AJ|[L]AO|[M]AK|[L]AG|[M]AL|[L/M]AH|[L/M]AM|[L]AC|[L/M]AS|[L/M]AF|[L]AV|[M]AY|[L]AI|[M]AD|[L]AU|[M]AZ|[L]AL|[L/M]AE|[M]AC|[L]AY|[M]AO|[L]AK|[M]t51t24|[L]AJ|[M]AA|[L]AZ|[M]Y|[L]AA|[M]D|[L/M]B|
73|,1,0.571428571428571,0.78125,0.653000116348267,49,38,31,32,32,[L/M]A|[L]AU|[L/M]C|[L]AQ|[L/M]X|[L/M]AT|[L/M]Z|[L]AR|[L/M]AN|[L/M]AB|[L/M]AG|[L/M]AP|[L/M]AX|[L]AS|[L]AM|[M]AU|[L/M]AL|[L/M]AI|[L/M]AK|[M]AR|[L/M]AY|[L/M]AE|[M]AF|[L/M]AJ|[L/M]AD|[M]AS|[L/M]AC|[L]AF|[M]AQ|[L/M]AH|[L/M]AZ|[M]AM|[L/M]AO|[M]t51t24|[L/M]AA|[L/M]Y|[L/M]D|[L/M]B|
67|,1,0.434782608695652,0.6875,0.930999994277954,57,41,31,32,32,[L/M]A|[L/M]C|[L]AU|[L/M]X|[L/M]Z|[L]AP|[M]AG|[L/M]AT|[L/M]AK|[M]AN|[L/M]AX|[L/M]AR|[L]AG|[M]AU|[L/M]AB|[L]AQ|[L/M]AL|[L/M]AS|[L/M]AD|[L]B|[M]AP|[L]AN|[M]AY|[L/M]AI|[L]AO|[L/M]AE|[L/M]AM|[L/M]AF|[M]AQ|[L/M]AZ|[L/M]AJ|[L]D|[M]AO|[L/M]AC|[L/M]AH|[M]t51t24|[L/M]AA|[L/M]Y|[M]D|[L]AY|[M]B|
63|,1,0.416666666666667,0.424242424242424,0.855000019073486,53,51,32,33,33,[L/M]A|[L]P|[M]C|[L/M]E|[M]M|[M]G|[L]P|[M]O|[L]S|[M]Q|[L/M]T|[L/M]H|[L]O|[L/M]I|[L/M]V|[L]J|[M]P|[L]R|[L/M]W|[M]S|[L/M]L|[L]G|[M]O|[L/M]U|[L]M|[M]Q|[L]O|[M]P|[L]Q|[M]S|[L]P|[M]O|[L]S|[M]R|[L/M]P|[L]N|[M]S|[L/M]O|[L]Q|[M]R|[L]O|[M]P|[L]R|[M]t15t13|[L]C|[M]J|[L]S|[M]N|[L/M]F|[L/M]D|[L/M]B|
78|,1,0.527777777777778,0.655172413793103,0.516999959945679,45,38,28,29,29,[L/M]A|[L/M]C|[L]F|[L]G|[M]E|[L/M]M|[L]H|[M]G|[L]I|[M]O|[L/M]T|[L/M]Q|[L]O|[M]H|[L/M]W|[M]I|[L/M]V|[L/M]P|[L]Q|[L/M]S|[L]J|[L/M]U|[L/M]O|[M]Q|[L/M]P|[L/M]S|[L/M]O|[L/M]R|[L/M]P|[M]L|[M]t15t13|[L/M]N|[L]E|[M]J|[L]L|[M]F|[L/M]D|[L/M]B|
74|,1,0.291666666666667,0.380952380952381,0.382000207901001,37,33,20,21,21,[L/M]A|[L]U|[M]C|[L]I|[M]E|[L/M]G|[L]B|[M]M|[L]F|[M]O|[L]D|[M]R|[L/M]H|[L]E|[L]O|[M]I|[L/M]T|[L/M]L|[M]P|[L/M]V|[L/M]W|[M]t15t13|[L]R|[M]U|[L/M]J|[L]C|[M]N|[L]P|[M]F|[L]N|[M]D|[L]M|[M]B|
77|,1,0.545454545454546,0.75,0.998000144958496,103,91,83,60,32,[L/M]A|[L]BA|[L/M]C|[L/M]X|[L/M]Z|[L/M]AN|[L]AV|[L]BB|[L]BF|[L/M]AB|[L]AQ|[L/M]AD|[L]AM|[L/M]AT|[L]AU|[L]BA|[M]AW|[L/M]AG|[L/M]AE|[L/M]AI|[L/M]AR|[L]AY|[L]AO|[M]AU|[L/M]AK|[L]AZ|[L/M]AF|[L/M]AJ|[L/M]AL|[L]BA|[L]BC|[L]AA|[L]BB|[L]BF|[L]AT|[L]BA|[L]BC|[L]BB|[L]BA|[L]BD|[L]BB|[L]BF|[L/M]AY|[L]BC|[L]BB|[L]BF|[L]BC|[L]AW|[L]BB|[L]BF|[L/M]AC|[L]BC|[L]BB|[L]AT|[L]AW|[L]AU|[L]BA|[L]BF|[L]BA|[L]BC|[L]BB|[L]BF|[L]BA|[L]BA|[L]AU|[L]BB|[L]BA|[L]AZ|[L]BC|[L/M]AH|[L/M]AP|[L]AT|[L]AU|[L]AY|[M]AQ|[L/M]AZ|[L]BD|[L]BD|[L]BB|[L]AW|[M]AM|[L]B|[L/M]AS|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[M]B|
173|,1,0.46875,0.6,0.631999969482422,41,34,24,25,25,[L/M]A|[L]O|[M]C|[L]Q|[M]E|[L/M]M|[L/M]G|[M]O|[L/M]H|[L/M]T|[L/M]Q|[L]C|[L]F|[L/M]P|[L/M]S|[L/M]V|[M]O|[L/M]W|[M]Q|[L/M]I|[L]E|[M]P|[L/M]L|[M]t15t13|[L/M]U|[L/M]J|[L]O|[L]B|[M]N|[L]P|[M]F|[L]N|[L/M]D|[M]B|
66|,1,0.307692307692308,0.375,0.985999822616577,74,67,47,40,32,[L]Z|[M]A|[L/M]C|[L/M]X|[L]A|[L/M]AN|[L]D|[L]AG|[L]AB|[L]AL|[L]AV|[L/M]AP|[L/M]AT|[L]AD|[L]AE|[M]AX|[L]AM|[M]Z|[L]AI|[M]AG|[L/M]AQ|[L/M]AU|[L]B|[L]AS|[L]BE|[M]AB|[L]AZ|[M]AI|[L/M]AF|[L]AO|[L]BF|[M]AK|[L]BB|[M]AL|[L/M]AY|[L]AC|[L]BA|[L/M]AJ|[L]AA|[L]BA|[L/M]AR|[L]BB|[L]BF|[M]AD|[L]BA|[M]AE|[L]BB|[M]AS|[L]BC|[L/M]AH|[M]AZ|[L]BE|[M]AC|[L]AK|[M]AM|[L]AT|[M]AO|[L]AX|[M]t51t24|[L]AU|[M]AA|[L]AY|[M]Y|[L]AZ|[M]D|[L]Y|[M]B|
184|,1,0.476190476190476,0.625,0.885999917984009,61,51,39,32,32,[L/M]A|[L/M]C|[L/M]X|[L]AA|[L/M]AT|[M]AX|[L/M]Z|[L]AV|[M]AG|[L/M]AJ|[L]AD|[M]AN|[L/M]AB|[L]AG|[L/M]AR|[L/M]AS|[L/M]AK|[L]AM|[L]AN|[L]AQ|[L/M]AF|[L/M]AU|[L/M]AI|[M]AP|[L/M]AL|[L/M]AY|[L]AO|[M]AD|[L]Y|[M]AE|[L/M]AZ|[L/M]AH|[L/M]AC|[L]BA|[L]BE|[L]BB|[L]AT|[L]AX|[M]AQ|[L]AU|[M]AM|[L]AP|[M]AO|[L]AE|[M]t51t24|[L]AY|[M]AA|[L]AZ|[M]Y|[L/M]D|[L/M]B|
174|,1,0.434782608695652,0.71875,0.648000001907349,57,40,31,32,32,[L/M]A|[L]AP|[M]C|[L/M]X|[L/M]AN|[L/M]AT|[L/M]Z|[L]AD|[L]C|[L]AE|[L]B|[M]AG|[L/M]AR|[L/M]AB|[L/M]AV|[L]AA|[M]AL|[L/M]AS|[M]AP|[L/M]AM|[L/M]AU|[L/M]AJ|[M]AD|[L/M]AQ|[M]AE|[L/M]AO|[L/M]AF|[L/M]AY|[L/M]AK|[L/M]AI|[L/M]AC|[L/M]AZ|[L]AG|[M]t51t24|[L/M]AH|[M]AA|[L/M]Y|[L/M]D|[L]AL|[M]B|
65|,1,0.538461538461538,0.606060606060606,0.616999864578247,50,45,32,33,33,[L/M]A|[L/M]C|[L/M]E|[L/M]M|[M]G|[L/M]O|[L]V|[M]Q|[L]O|[L/M]T|[M]H|[L/M]I|[L/M]P|[L]G|[M]V|[L]R|[L/M]L|[M]S|[L/M]J|[M]O|[L/M]W|[M]Q|[L/M]P|[L/M]U|[L/M]S|[L/M]O|[L/M]R|[L]S|[M]P|[L]F|[M]S|[L]Q|[M]O|[L]P|[M]R|[L/M]P|[L]O|[L]Q|[L]S|[M]t15t13|[L/M]N|[L]H|[M]F|[L/M]D|[L/M]B|
76|,1,0.577777777777778,0.658536585365854,1.2020001411438,59,54,40,41,41,[L/M]A|[L/M]C|[L/M]E|[L]S|[L/M]M|[L/M]G|[L/M]H|[M]O|[L/M]Q|[L/M]T|[L]S|[L/M]I|[M]V|[L/M]W|[L/M]P|[L]R|[M]S|[L/M]L|[M]O|[L/M]U|[M]Q|[L/M]P|[L/M]S|[L/M]O|[L]R|[L]N|[M]Q|[L]V|[M]P|[L/M]S|[L/M]J|[L]R|[L]P|[L/M]O|[L]Q|[M]R|[L]O|[M]P|[L]O|[M]S|[L/M]O|[L]Q|[M]R|[L/M]P|[L/M]S|[L/M]O|[M]R|[L/M]P|[M]t15t13|[L]P|[M]N|[L/M]F|[L/M]D|[L/M]B|
175|,1,0.545454545454546,0.8125,0.949000120162964,103,89,83,36,32,[L/M]A|[L]AU|[L/M]C|[L/M]X|[L]BB|[L/M]AN|[L/M]Z|[L/M]AT|[L/M]AP|[L/M]AB|[L/M]AL|[L/M]AW|[L/M]AQ|[L]AA|[L/M]AE|[L/M]AM|[L]AJ|[L/M]AD|[L/M]AR|[L]AU|[L]AY|[M]AG|[L/M]AU|[L/M]AF|[L]AH|[L/M]AC|[L]AZ|[L]BE|[L]BA|[L]AU|[L]BE|[L]BB|[L]AT|[L]BD|[L]BA|[L]AU|[L]AY|[L]AW|[L]AO|[L]AZ|[L]BA|[L]BD|[L]BB|[L]BA|[L]AU|[L]AY|[L/M]AS|[L]AZ|[L]AY|[L]BA|[L]BD|[L]AT|[L]AW|[L]BA|[L]AY|[L]AZ|[L]AT|[L]BE|[L]AV|[L]BB|[L]BF|[L]AU|[L]BC|[L]BB|[L]AT|[L]AV|[L]AZ|[L/M]AI|[L]BB|[L]AT|[L]AW|[M]AJ|[L/M]AK|[L/M]AY|[L/M]AZ|[L]BA|[L]AG|[L]BB|[L]AT|[M]AH|[L]AX|[M]AO|[L]AY|[M]t51t24|[L]AZ|[M]AA|[L/M]Y|[L/M]D|[L/M]B|
186|,1,0.431818181818182,0.59375,0.802000045776367,72,60,47,40,32,[L]B|[L]AU|[M]A|[L]AU|[M]C|[L/M]X|[L/M]Z|[L/M]AN|[L/M]AT|[L]BF|[L]A|[L/M]AP|[L/M]AB|[L/M]AG|[L]AY|[L/M]AR|[L/M]AV|[L/M]AD|[L/M]AQ|[L]BD|[L]AM|[L/M]AF|[M]AU|[L/M]AE|[L/M]AC|[M]AI|[L/M]AJ|[L/M]AK|[L]AO|[L]AZ|[L]Y|[L]BA|[M]AL|[L/M]AH|[L]BC|[L]AA|[L]BB|[L]BA|[M]AY|[L/M]AS|[L]BB|[L]BF|[L]BA|[L]BC|[L]BB|[M]AZ|[L]AT|[M]AM|[L]AV|[M]AO|[L]C|[M]t51t24|[L]AY|[M]AA|[L]AZ|[M]Y|[L/M]D|[L]AI|[L]AL|[M]B|
185|,1,0.543478260869565,0.8125,0.585999965667725,60,45,39,32,32,[L/M]A|[L/M]C|[L/M]X|[L/M]Z|[L/M]AT|[L]AJ|[M]AV|[L/M]AB|[L/M]AG|[M]AN|[L/M]AR|[L/M]AK|[L/M]AD|[L/M]AL|[L]BD|[L]AN|[M]AJ|[L/M]AP|[L/M]AI|[L/M]AE|[L/M]AS|[L]BB|[L/M]AF|[L/M]AQ|[L/M]AU|[L/M]AO|[L/M]AY|[L/M]AH|[L/M]AC|[L]AV|[L/M]AZ|[L]AT|[L]AA|[L]BA|[L/M]AM|[L]AW|[M]t51t24|[L]AU|[M]AA|[L]AY|[M]Y|[L/M]D|[L]AZ|[L]Y|[L/M]B|
187|,1,0.45,0.59375,0.732999801635742,53,44,31,32,32,[L]AV|[M]A|[L/M]C|[M]X|[L]AM|[M]AT|[L/M]Z|[L]AY|[M]AV|[L]AO|[M]AG|[L]AT|[M]AN|[L/M]AJ|[L/M]AB|[L]AG|[M]AI|[L/M]AD|[L]A|[M]AK|[L/M]AL|[L/M]AH|[L/M]AP|[L/M]AU|[M]AR|[L]AN|[M]AY|[L/M]AQ|[L/M]AE|[L]AK|[L]AI|[L/M]AS|[L]X|[M]AM|[L]AR|[L/M]AF|[M]AO|[L/M]AZ|[L/M]AC|[M]t51t24|[L/M]AA|[L/M]Y|[L/M]D|[L/M]B|
176|,1,0.522727272727273,0.75,0.733999967575073,52,39,31,32,32,[L/M]A|[L]Y|[L/M]C|[L/M]X|[M]AT|[L/M]AN|[M]AX|[L/M]Z|[L]AT|[L/M]AL|[M]AU|[L/M]AB|[L/M]AG|[L/M]AF|[L/M]AR|[L/M]AS|[L/M]AP|[L/M]AD|[L/M]AK|[L]AX|[M]AY|[L/M]AM|[M]AE|[L/M]AC|[L/M]AI|[L]AE|[L/M]AQ|[L/M]AJ|[L/M]AH|[L]AU|[M]AZ|[L/M]AO|[L]AY|[M]t51t24|[L/M]AA|[L]AZ|[M]Y|[L/M]D|[L/M]B|
179|,1,0.418604651162791,0.5625,0.950000047683716,56,45,31,32,32,[L/M]A|[L]AL|[L/M]C|[L]AC|[M]X|[L/M]AT|[M]AW|[L]AZ|[M]Z|[L/M]AN|[M]AG|[L/M]AR|[L]AE|[M]AU|[L/M]AB|[L/M]AD|[L]B|[M]AJ|[L]AG|[L/M]AI|[M]AL|[L]Z|[M]AP|[L/M]AQ|[L/M]AK|[L/M]AF|[L/M]AM|[L]AA|[M]AE|[L/M]AY|[L/M]AS|[L/M]AO|[L]X|[M]AZ|[L]AW|[M]AC|[L/M]AH|[L]AU|[M]t51t24|[L]AP|[M]AA|[L/M]Y|[L/M]D|[L]AJ|[M]B|
68|,1,0.511627906976744,0.8125,0.601000070571899,52,37,31,32,32,[L/M]A|[L]Z|[L/M]C|[L/M]X|[M]AT|[L/M]AN|[L]AT|[M]Z|[L/M]AR|[L]AO|[M]AG|[L/M]AL|[L/M]AB|[L/M]AM|[L/M]AP|[L/M]AK|[L/M]AF|[L/M]AJ|[L/M]AV|[L/M]AS|[L/M]AQ|[L/M]AD|[L/M]AE|[L]AG|[L]D|[L/M]AI|[L/M]AU|[L/M]AC|[L/M]AY|[L/M]AH|[M]AO|[L/M]AZ|[M]t51t24|[L/M]AA|[L/M]Y|[M]D|[L/M]B|
189|,1,0.511111111111111,0.875,0.671000003814697,53,35,31,32,32,[L/M]A|[L]AQ|[L/M]C|[L/M]X|[L/M]AN|[L/M]Z|[L/M]AT|[L/M]AB|[L/M]AD|[L/M]AP|[L]Y|[L/M]AL|[L/M]AV|[L/M]AG|[L/M]AR|[L/M]AK|[L/M]AI|[L/M]AM|[L/M]AE|[L/M]AF|[L/M]AJ|[L/M]AS|[L]AO|[L/M]AU|[M]AQ|[L/M]AH|[L/M]AC|[L/M]AY|[M]AO|[L/M]AZ|[M]t51t24|[L/M]AA|[M]Y|[L/M]D|[L/M]B|
79|,1,0.431818181818182,0.71875,0.763999938964844,56,40,31,32,32,[L]AA|[M]A|[L/M]C|[L/M]X|[L]Y|[L]AJ|[M]AT|[L/M]Z|[L/M]AN|[L/M]AR|[L]AQ|[L/M]AW|[L/M]AG|[M]AJ|[L/M]AS|[L/M]AB|[L/M]AL|[L/M]AM|[L/M]AU|[L/M]AP|[L]AT|[L]AO|[M]AF|[L/M]AD|[L/M]AY|[L/M]AK|[M]AQ|[L/M]AE|[L/M]AC|[L/M]AI|[L/M]AZ|[M]AO|[L/M]AH|[M]t51t24|[L]AF|[M]AA|[L]A|[M]Y|[L/M]D|[L/M]B|
