Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
539|;1;0,974358974358974;0,904761904761905;1;1;0,802309989929199;52;39;39;39;39;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DR|[L/M]DS|[L/M]DT|[L/M]DW|[L/M]DV|[L/M]DU|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]ER|[L/M]EV|[L/M]ET|[L/M]EU|[L/M]ES|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FL|[L/M]FA|[L/M]FJ|[L/M]FK|[L/M]FI|[L/M]EZ|[L/M]FM|[L/M]FC|[L/M]FQ|[L/M]FF|[L/M]FN|[L/M]FD|[L/M]EX|[L/M]D|[L/M]B|
274|;1;0,916666666666667;0,733333333333333;1;1;0,724758863449097;45;36;36;36;36;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DR|[L/M]DS|[L/M]DT|[L/M]DW|[L/M]DV|[L/M]DU|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EP|[L/M]EQ|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FA|[L/M]FJ|[L/M]FL|[L/M]FK|[L/M]EZ|[L/M]FI|[L/M]FC|[L/M]FM|[L/M]FQ|[L/M]FF|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
1089,553,961,732,858,207,653,1072,171,366,68,578,345,222|;1;1;1;1;1;0,471166849136352;16;16;16;16;16;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]IA|[L/M]IR|[L/M]IT|[L/M]IU|[L/M]IS|[L/M]IV|[L/M]IW|[L/M]IB|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
283,505|;1;1;1;1;1;0,452286005020142;15;15;15;15;15;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]IA|[L/M]IC|[L/M]IN|[L/M]IP|[L/M]IO|[L/M]ID|[L/M]IB|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
59|;1;0,976190476190476;0,911111111111111;1;1;0,830460071563721;53;42;42;42;42;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CV|[L/M]CW|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]DZ|[L/M]EC|[L/M]EA|[L/M]ED|[L/M]EG|[L/M]EE|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FA|[L/M]FK|[L/M]FL|[L/M]FJ|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FM|[L/M]FF|[L/M]FQ|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
574|;1;0,972222222222222;0,897435897435897;1;1;0,700289964675903;46;36;36;36;36;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DR|[L/M]DS|[L/M]DT|[L/M]DW|[L/M]DV|[L/M]DU|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EP|[L/M]EQ|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]EY|[L/M]FH|[L/M]FB|[L/M]FK|[L/M]FJ|[L/M]EZ|[L/M]FL|[L/M]FC|[L/M]FI|[L/M]FM|[L/M]FG|[L/M]FQ|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
534|;1;0,883720930232558;0,655172413793103;1;1;0,900586128234863;62;43;43;43;43;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DJ|[L/M]DN|[L/M]DM|[L/M]DL|[L/M]DQ|[L/M]DP|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]ER|[L/M]ET|[L/M]EV|[L/M]EU|[L/M]ES|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]EY|[L/M]FH|[L/M]FA|[L/M]FL|[L/M]FJ|[L/M]FK|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FE|[L/M]FM|[L/M]FD|[L/M]FQ|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
202|;1;0,875;0,636363636363636;1;1;0,818835020065308;58;40;40;40;40;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DM|[L/M]DL|[L/M]DP|[L/M]DQ|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EP|[L/M]EQ|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]EY|[L/M]FH|[L/M]FB|[L/M]FK|[L/M]EZ|[L/M]FL|[L/M]FJ|[L/M]FC|[L/M]FI|[L/M]FE|[L/M]FM|[L/M]FQ|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
1051|;1;0,9;0,692307692307692;1;1;0,80745005607605;55;40;40;40;40;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DL|[L/M]DQ|[L/M]DP|[L/M]DM|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EP|[L/M]EQ|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FL|[L/M]FB|[L/M]FK|[L/M]FJ|[L/M]EZ|[L/M]FI|[L/M]FC|[L/M]FM|[L/M]FG|[L/M]FP|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
734|;1;0,925;0,755102040816326;1;1;0,790647029876709;52;40;40;40;40;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CV|[L/M]CW|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EP|[L/M]EQ|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FB|[L/M]FL|[L/M]FJ|[L/M]FK|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FE|[L/M]FM|[L/M]FO|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
344|;1;1;1;1;1;0,79918384552002;56;50;50;50;50;[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]J|[L/M]K|[L/M]I|[L/M]H|[L/M]L|[L/M]N|[L/M]M|[L/M]P|[L/M]W|[L/M]Y|[L/M]Z|[L/M]X|[L/M]Q|[L/M]F|[L/M]BH|[L/M]BP|[L/M]BN|[L/M]BJ|[L/M]BO|[L/M]BQ|[L/M]BM|[L/M]BK|[L/M]BI|[L/M]BR|[L/M]BX|[L/M]BT|[L/M]BY|[L/M]BW|[L/M]BU|[L/M]BS|[L/M]BZ|[L/M]CB|[L/M]CD|[L/M]CF|[L/M]CG|[L/M]CC|[L/M]CE|[L/M]CA|[L/M]CH|[L/M]CI|[L/M]CJ|[L/M]CM|[L/M]CL|[L/M]CK|[L/M]D|[L/M]B|
397|;1;0,91304347826087;0,724137931034483;1;1;0,58878493309021;31;23;23;23;23;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]IX|[L/M]IZ|[L/M]JG|[L/M]JB|[L/M]JL|[L/M]JI|[L/M]JO|[L/M]JF|[L/M]JH|[L/M]JD|[L/M]JE|[L/M]JM|[L/M]JC|[L/M]JA|[L/M]IY|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
655,348,357,642,406,224,1040,864,1101|;1;1;1;1;1;0,453954935073852;19;17;17;17;17;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]KN|[L/M]KX|[L/M]KZ|[L/M]KY|[L/M]LB|[L/M]LD|[L/M]LE|[L/M]LC|[L/M]KO|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
1109|;1;0,952380952380952;0,833333333333333;1;1;0,790799140930176;56;42;42;42;42;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CV|[L/M]CW|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]DZ|[L/M]EB|[L/M]EA|[L/M]ED|[L/M]EH|[L/M]EE|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FJ|[L/M]FA|[L/M]FL|[L/M]FK|[L/M]EZ|[L/M]FI|[L/M]FC|[L/M]FM|[L/M]FE|[L/M]FO|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
741,400|;1;1;1;1;1;0,426939010620117;15;15;15;15;15;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]IA|[L/M]IC|[L/M]IN|[L/M]IQ|[L/M]IO|[L/M]ID|[L/M]IB|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
144|;1;0,949152542372881;0,823529411764706;1;1;1,15814590454102;87;59;59;59;59;[L/M]A|[L/M]C|[L/M]E|[L/M]AE|[L/M]AG|[L/M]AL|[L/M]AQ|[L/M]AR|[L/M]AO|[L/M]AK|[L/M]AI|[L/M]AJ|[L/M]AM|[L/M]AH|[L/M]AF|[L/M]AS|[L/M]AZ|[L/M]AU|[L/M]BD|[L/M]BC|[L/M]BF|[L/M]BA|[L/M]AX|[L/M]BE|[L/M]AV|[L/M]AT|[L/M]F|[L/M]BH|[L/M]BJ|[L/M]BN|[L/M]BP|[L/M]BM|[L/M]BQ|[L/M]BO|[L/M]BK|[L/M]BI|[L/M]BR|[L/M]BT|[L/M]BX|[L/M]BV|[L/M]BY|[L/M]BU|[L/M]BS|[L/M]BZ|[L/M]CB|[L/M]CD|[L/M]CF|[L/M]CG|[L/M]CC|[L/M]CE|[L/M]CA|[L/M]CH|[L/M]CI|[L/M]CJ|[L/M]CL|[L/M]CM|[L/M]CK|[L/M]D|[L/M]B|
1098|;1;0,904761904761905;0,703703703703704;1;1;0,819030046463013;58;42;42;42;42;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DP|[L/M]DM|[L/M]DQ|[L/M]DL|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]DZ|[L/M]EB|[L/M]EA|[L/M]ED|[L/M]EF|[L/M]EE|[L/M]DY|[L/M]EW|[L/M]EY|[L/M]FH|[L/M]FA|[L/M]FJ|[L/M]FL|[L/M]EZ|[L/M]FK|[L/M]FC|[L/M]FI|[L/M]FE|[L/M]FM|[L/M]FO|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
225|;1;0,904761904761905;0,703703703703704;1;1;0,830806970596314;58;42;42;42;42;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DQ|[L/M]DM|[L/M]DP|[L/M]DL|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]DZ|[L/M]EB|[L/M]EA|[L/M]ED|[L/M]EG|[L/M]EE|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FA|[L/M]FL|[L/M]FJ|[L/M]FK|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FM|[L/M]FG|[L/M]FQ|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
234|;1;0,930232558139535;0,769230769230769;1;1;0,822666168212891;54;43;43;43;43;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CV|[L/M]CW|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EK|[L/M]EO|[L/M]EN|[L/M]EM|[L/M]EL|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]EY|[L/M]FH|[L/M]FA|[L/M]FL|[L/M]FK|[L/M]FJ|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FE|[L/M]FM|[L/M]FP|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
702|;1;0,966101694915254;0,876923076923077;1;1;1,06806707382202;79;59;59;59;59;[L/M]A|[L/M]C|[L/M]E|[L/M]AE|[L/M]AL|[L/M]AG|[L/M]AQ|[L/M]AR|[L/M]AP|[L/M]AK|[L/M]AJ|[L/M]AI|[L/M]AM|[L/M]AH|[L/M]AF|[L/M]AS|[L/M]BD|[L/M]AU|[L/M]AZ|[L/M]BF|[L/M]AX|[L/M]BC|[L/M]BE|[L/M]BA|[L/M]AV|[L/M]AT|[L/M]F|[L/M]BH|[L/M]BN|[L/M]BP|[L/M]BJ|[L/M]BQ|[L/M]BO|[L/M]BM|[L/M]BK|[L/M]BI|[L/M]BR|[L/M]BX|[L/M]BT|[L/M]BY|[L/M]BW|[L/M]BU|[L/M]BS|[L/M]BZ|[L/M]CB|[L/M]CD|[L/M]CF|[L/M]CG|[L/M]CC|[L/M]CE|[L/M]CA|[L/M]CH|[L/M]CI|[L/M]CJ|[L/M]CL|[L/M]CM|[L/M]CK|[L/M]D|[L/M]B|
214|;1;0,98;0,924528301886792;1;1;0,859297037124634;60;50;50;50;50;[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]K|[L/M]I|[L/M]J|[L/M]H|[L/M]L|[L/M]N|[L/M]M|[L/M]P|[L/M]W|[L/M]Y|[L/M]Z|[L/M]X|[L/M]Q|[L/M]F|[L/M]BH|[L/M]BN|[L/M]BP|[L/M]BJ|[L/M]BQ|[L/M]BO|[L/M]BM|[L/M]BK|[L/M]BI|[L/M]BR|[L/M]BX|[L/M]BT|[L/M]BW|[L/M]BY|[L/M]BU|[L/M]BS|[L/M]BZ|[L/M]CD|[L/M]CB|[L/M]CF|[L/M]CG|[L/M]CE|[L/M]CC|[L/M]CA|[L/M]CH|[L/M]CI|[L/M]CJ|[L/M]CM|[L/M]CL|[L/M]CK|[L/M]D|[L/M]B|
921,502,699,313|;1;1;1;1;1;0,428640842437744;15;15;15;15;15;[L/M]A|[L/M]C|[L/M]FR|[L/M]HY|[L/M]IX|[L/M]JQ|[L/M]JZ|[L/M]KC|[L/M]KA|[L/M]JR|[L/M]IY|[L/M]HZ|[L/M]FS|[L/M]D|[L/M]B|
371|;1;0,911764705882353;0,72093023255814;1;1;0,701017141342163;44;34;34;34;34;[L/M]A|[L/M]C|[L/M]FR|[L/M]FT|[L/M]FV|[L/M]FZ|[L/M]FX|[L/M]FY|[L/M]FW|[L/M]GA|[L/M]GC|[L/M]GD|[L/M]GB|[L/M]FU|[L/M]HD|[L/M]HF|[L/M]HN|[L/M]HJ|[L/M]HP|[L/M]HH|[L/M]HS|[L/M]HL|[L/M]HT|[L/M]HM|[L/M]HR|[L/M]HI|[L/M]HK|[L/M]HQ|[L/M]HG|[L/M]HO|[L/M]HE|[L/M]FS|[L/M]D|[L/M]B|
632|;1;0,96969696969697;0,888888888888889;1;1;0,700517177581787;43;33;33;33;33;[L/M]A|[L/M]C|[L/M]FR|[L/M]FT|[L/M]GT|[L/M]GV|[L/M]GX|[L/M]HB|[L/M]GW|[L/M]GZ|[L/M]HC|[L/M]HA|[L/M]GY|[L/M]GU|[L/M]FU|[L/M]HD|[L/M]HF|[L/M]HN|[L/M]HU|[L/M]HH|[L/M]HJ|[L/M]HX|[L/M]HI|[L/M]HL|[L/M]HM|[L/M]HV|[L/M]HK|[L/M]HO|[L/M]HG|[L/M]HE|[L/M]FS|[L/M]D|[L/M]B|
490|;1;0,977272727272727;0,914893617021277;1;1;0,847278118133545;58;44;44;44;44;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CR|[L/M]CT|[L/M]CS|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EK|[L/M]EO|[L/M]EM|[L/M]EN|[L/M]EL|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FJ|[L/M]FA|[L/M]FL|[L/M]FK|[L/M]FI|[L/M]EZ|[L/M]FM|[L/M]FC|[L/M]FQ|[L/M]FE|[L/M]FN|[L/M]FD|[L/M]EX|[L/M]D|[L/M]B|
454|;1;0,98;0,924528301886792;1;1;0,86020302772522;60;50;50;50;50;[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]J|[L/M]K|[L/M]I|[L/M]H|[L/M]L|[L/M]O|[L/M]M|[L/M]P|[L/M]W|[L/M]Y|[L/M]Z|[L/M]X|[L/M]Q|[L/M]F|[L/M]BH|[L/M]BN|[L/M]BJ|[L/M]BP|[L/M]BO|[L/M]BL|[L/M]BQ|[L/M]BK|[L/M]BI|[L/M]BR|[L/M]BX|[L/M]BT|[L/M]BY|[L/M]BV|[L/M]BU|[L/M]BS|[L/M]BZ|[L/M]CD|[L/M]CB|[L/M]CG|[L/M]CF|[L/M]CC|[L/M]CE|[L/M]CA|[L/M]CH|[L/M]CI|[L/M]CJ|[L/M]CM|[L/M]CL|[L/M]CK|[L/M]D|[L/M]B|
445|;1;0,953488372093023;0,836734693877551;1;1;0,869923830032349;56;43;43;43;43;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CV|[L/M]CW|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DB|[L/M]DC|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]ER|[L/M]ET|[L/M]EU|[L/M]EV|[L/M]ES|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FJ|[L/M]FL|[L/M]FA|[L/M]FK|[L/M]FI|[L/M]EZ|[L/M]FM|[L/M]FC|[L/M]FP|[L/M]FE|[L/M]FN|[L/M]FD|[L/M]EX|[L/M]D|[L/M]B|
1031|;1;0,880952380952381;0,649122807017544;1;1;0,907498121261597;62;42;42;42;42;[L/M]A|[L/M]C|[L/M]CN|[L/M]DF|[L/M]DH|[L/M]DJ|[L/M]DN|[L/M]DL|[L/M]DM|[L/M]DQ|[L/M]DP|[L/M]DK|[L/M]DO|[L/M]DI|[L/M]DG|[L/M]CO|[L/M]DX|[L/M]DZ|[L/M]EC|[L/M]EA|[L/M]ED|[L/M]EG|[L/M]EE|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FJ|[L/M]FB|[L/M]FL|[L/M]FK|[L/M]EZ|[L/M]FC|[L/M]FI|[L/M]FM|[L/M]FE|[L/M]FO|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
1062|;1;0,931818181818182;0,773584905660377;1;1;0,923251152038574;63;44;44;44;44;[L/M]A|[L/M]C|[L/M]CN|[L/M]CP|[L/M]CR|[L/M]CU|[L/M]CS|[L/M]CQ|[L/M]CX|[L/M]CZ|[L/M]DD|[L/M]DE|[L/M]DC|[L/M]DB|[L/M]DA|[L/M]CY|[L/M]CO|[L/M]DX|[L/M]EI|[L/M]EK|[L/M]EO|[L/M]EM|[L/M]EN|[L/M]EL|[L/M]EJ|[L/M]DY|[L/M]EW|[L/M]FH|[L/M]EY|[L/M]FJ|[L/M]FA|[L/M]FL|[L/M]EZ|[L/M]FK|[L/M]FC|[L/M]FI|[L/M]FM|[L/M]FE|[L/M]FP|[L/M]FD|[L/M]FN|[L/M]EX|[L/M]D|[L/M]B|
