Case_id,Replayed,Model_Fitness_Initial,Model_Fitness _Final,Time,|Alignment| Initial,|Alignment| Final,|Trace|,|Parikh_Trace|,|Model's Move|,Alignment
171|,1,0.7575757576,0.8333333333,0.7249999046,38,35,30,30,30,[L]AC|[L]AO|[M]A|[L/M]C|[L/M]E|[L/M]G|[L]I|[L/M]H|[M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[L/M]F|[L/M]AA|[L]A|[L/M]AG|[L]AB|[M]AC|[L/M]AI|[L/M]AJ|[L/M]AE|[L/M]AF|[L/M]AH|[L/M]AD|[M]AB|[L/M]AK|[L/M]AM|[M]AO|[L/M]AQ|[L/M]AR|[L/M]AN|[L/M]AL|[L/M]D|[L/M]B|
71|,1,0.75,0.8928571429,0.6660001278,36,31,28,28,28,[L/M]A|[L/M]C|[L/M]E|[L]Q|[L/M]T|[M]Q|[L/M]O|[L/M]R|[L/M]S|[L/M]F|[L/M]AA|[L/M]AC|[L/M]AG|[L/M]AF|[L]AD|[L/M]AI|[L]AP|[L/M]AJ|[L/M]AE|[L/M]AH|[M]AD|[L/M]AB|[L/M]AK|[L/M]AQ|[L/M]AM|[M]AP|[L/M]AR|[L/M]AN|[L/M]AL|[L/M]D|[L/M]B|
170|,1,0.5806451613,0.6626506024,5.6059999466,240,229,201,115,83,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CI|[L]EZ|[L]ET|[M]CG|[L/M]CH|[L]EX|[L/M]CF|[L/M]CJ|[L]FJ|[M]CL|[L]EX|[M]CK|[L/M]CO|[L]DJ|[L/M]CR|[L/M]CQ|[L/M]CP|[L]FG|[M]CS|[L/M]CZ|[L]FK|[M]DB|[L/M]DC|[L]FB|[L/M]DA|[L/M]CT|[L/M]DH|[L]FC|[L]CS|[L]DL|[L]DO|[M]DJ|[L/M]DM|[L]EI|[M]DN|[L/M]DK|[M]DO|[L/M]DI|[L/M]DP|[L]ED|[L/M]DR|[L/M]DV|[L]CZ|[L]EB|[L]EC|[L/M]DY|[L/M]DT|[L]EE|[M]EA|[L/M]DX|[L/M]DZ|[L/M]DS|[M]EB|[L/M]DW|[L]FD|[M]DQ|[L/M]CS|[L]DD|[M]CZ|[L]FG|[M]DB|[L]DQ|[M]DC|[L]DE|[M]DA|[L/M]CT|[L/M]DH|[L]DJ|[L]DN|[L]DL|[L]EU|[L]DO|[L]FJ|[L]DK|[L]DI|[L]EC|[L]FE|[L]ES|[L]DF|[L]CC|[L]EU|[L]CM|[L]EW|[L]EK|[L]EX|[L]EV|[L]EZ|[L]DJ|[L]EF|[L]FC|[L]ET|[L]CK|[L]FC|[L]FD|[L]DN|[L]ES|[L]EY|[L]FB|[L]FL|[L]ET|[L]EA|[L]EI|[L]CD|[L]CE|[L]DJ|[L]CI|[L]CH|[L]CG|[L]CF|[L]CJ|[L]CL|[L]CK|[L]CO|[L]CQ|[L]CR|[L]CP|[L/M]DJ|[L]DC|[L]DB|[L]DA|[L]CT|[L]ES|[L/M]DN|[L]EV|[L/M]DO|[L/M]DM|[L/M]DK|[L/M]DI|[L]FE|[L]ES|[L]EE|[L/M]DP|[L]CS|[L]FM|[M]DR|[L]EU|[M]DV|[L]FF|[M]DY|[L/M]DZ|[L]EK|[L]EW|[L]EX|[L]FL|[L]CE|[L]EV|[L]ET|[L]FK|[L]DN|[L]FD|[L]ES|[L]EW|[L]CK|[L]FM|[L]FD|[L]ES|[M]EA|[L]EY|[M]DT|[L]DB|[M]DX|[L]CG|[M]DS|[L]ET|[M]EB|[L]FC|[M]DW|[L/M]DQ|[L]DH|[L]EU|[L]EW|[L]CO|[L]ET|[L]ED|[L]CC|[L]CD|[L]EF|[L]CH|[L]CG|[L]CI|[L]CF|[L]CJ|[L]CL|[L]EV|[L]CQ|[L]CR|[L]CP|[L/M]CS|[L/M]CZ|[L/M]DC|[L/M]DB|[L/M]DA|[L/M]CT|[L/M]DH|[L/M]DN|[M]DJ|[L/M]DO|[L]EA|[M]DM|[L/M]DK|[L]DI|[L/M]DI|[L]DV|[L]FF|[L]DR|[L]EB|[M]t112t3|[L/M]D|[L]DY|[L]DT|[L]DW|[L]DS|[L]CS|[L]CU|[L]CW|[L]CV|[L]CT|[L]DH|[L]DO|[L]DM|[L]DK|[L]DX|[L/M]B|
72|,1,0.6111111111,0.6875,0.7780001163,44,40,30,32,32,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CI|[L]CS|[L/M]CG|[L/M]CH|[L/M]CF|[L]DN|[L/M]CJ|[L]DF|[M]CL|[L/M]CK|[L/M]CO|[L]DO|[L/M]CR|[L/M]CQ|[L/M]CP|[M]CS|[L]DE|[M]DD|[L]CL|[M]DF|[L]CT|[M]DE|[L]DD|[M]CT|[L/M]DH|[L/M]DJ|[L/M]DL|[M]DN|[L/M]DK|[M]DO|[L/M]DI|[M]t112t3|[L/M]D|[L/M]B|
64|,1,0.6176470588,0.65625,0.7039999962,43,41,30,32,32,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L]DI|[L/M]CH|[L/M]CI|[L]B|[L/M]CF|[L/M]CJ|[L]CO|[M]CN|[L/M]CK|[L]CN|[M]CO|[L/M]CR|[L/M]CQ|[L/M]CP|[L/M]CS|[L/M]DD|[L/M]DF|[L/M]DE|[L/M]CT|[M]DH|[M]DJ|[L]D|[M]DL|[L/M]DN|[L]DJ|[M]DK|[L/M]DO|[M]DI|[L]DL|[M]t112t3|[L]DK|[M]D|[L]DH|[M]B|
75|,1,0.6315789474,0.6666666667,0.484000206,25,24,18,18,18,[L/M]A|[L]CB|[M]C|[L]B|[M]AS|[L/M]BP|[L]BY|[L/M]BQ|[L/M]BR|[L/M]BT|[L/M]BS|[L/M]BV|[L]D|[L/M]BW|[L/M]BX|[L/M]BZ|[L]C|[M]CB|[L/M]CA|[M]BY|[L/M]AT|[M]D|[L]AS|[M]B|
73|,1,0.6944444444,0.78125,0.7839999199,41,37,30,32,32,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L/M]CI|[L/M]CH|[L/M]CF|[L/M]CJ|[L/M]CN|[L/M]CK|[L/M]CO|[L]DO|[L/M]CQ|[M]CR|[L/M]CP|[L/M]CS|[L/M]DD|[L]DJ|[L/M]DG|[L]D|[M]DE|[L/M]CT|[L/M]DH|[L/M]DN|[M]DJ|[L/M]DM|[L]CR|[L/M]DK|[M]DO|[L/M]DI|[M]t112t3|[L]DE|[M]D|[L/M]B|
67|,1,0.6363636364,0.7666666667,0.7409999371,42,37,30,30,30,[L/M]A|[L]K|[L/M]C|[L]AF|[L/M]E|[L]AO|[L]J|[L]AC|[M]G|[L/M]H|[L/M]I|[L/M]M|[M]K|[L/M]L|[L]G|[M]J|[L/M]F|[L]AH|[L/M]AA|[L/M]AG|[L/M]AJ|[M]AC|[L/M]AI|[L/M]AE|[M]AF|[M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AQ|[L/M]AM|[M]AO|[L/M]AR|[L/M]AN|[L/M]AL|[L/M]D|[L/M]B|
63|,1,0.4166666667,0.5454545455,1.5150001049,97,91,76,33,33,[L/M]A|[L/M]C|[L]CC|[M]t2t80|[L]CO|[M]CC|[L/M]CD|[L]CG|[M]CE|[L]CW|[M]CG|[L]CE|[L/M]CH|[M]CI|[L/M]CF|[L/M]CJ|[L]DO|[L/M]CM|[M]CK|[L]CI|[M]CO|[L/M]CR|[L]CG|[M]CQ|[L/M]CP|[L/M]CS|[L]CS|[M]CZ|[L]CU|[M]DB|[L]CE|[M]DC|[L]CV|[M]DA|[L/M]CT|[M]DH|[L/M]DJ|[L/M]DN|[L]D|[L/M]DO|[L/M]DM|[L/M]DK|[L/M]DI|[L]EC|[L]EE|[L]ES|[L]FE|[L]EU|[L]EV|[L]CT|[L]EI|[L]FH|[L]EW|[L]FF|[L]EX|[L]EK|[L]FJ|[L]EF|[L]ET|[L]CQ|[L]FM|[L]FK|[L]DJ|[L]ED|[L]CQ|[L]CD|[L]CI|[L]FL|[L]CH|[L]CK|[L]CF|[L]CJ|[L]CL|[L]CK|[L]CO|[L]CR|[L]CC|[L]CP|[L]CZ|[L]DC|[L]DB|[L]DA|[L]DH|[L]DN|[L]DM|[L]DK|[L]DI|[M]t112t3|[L]DH|[M]D|[L/M]B|
78|,1,0.380952381,0.4444444444,0.5590000153,31,28,18,18,18,[L]BT|[M]A|[L/M]C|[L]AT|[M]AS|[L]BW|[M]BP|[L]BR|[L/M]BQ|[M]BR|[L]BX|[M]BT|[L]BP|[M]BS|[L/M]BV|[L]CB|[M]BW|[L]A|[M]BX|[L/M]CA|[L]BS|[L/M]BZ|[M]CB|[L/M]BY|[L]AS|[M]AT|[L/M]D|[L/M]B|
74|,1,0.7222222222,0.7222222222,0.4689998627,23,23,18,18,18,[L/M]A|[M]C|[L/M]AS|[L/M]BP|[M]BQ|[L/M]BR|[L/M]BU|[L/M]BS|[L]B|[M]BV|[L/M]BW|[L/M]BX|[L/M]BZ|[L/M]CA|[L/M]CB|[L]C|[L]BQ|[M]BY|[L/M]AT|[L/M]D|[L]BV|[L]BY|[M]B|
77|,1,0.6363636364,0.7,0.7650001049,42,39,30,30,30,[L/M]A|[L/M]C|[L]AO|[M]E|[L/M]T|[L/M]P|[L/M]W|[L]AG|[L/M]V|[L/M]U|[L/M]Y|[L/M]Z|[L]AC|[L]AM|[M]F|[L/M]AA|[L]AH|[M]AG|[L]F|[M]AC|[L/M]AI|[L]B|[L/M]AJ|[L/M]AE|[L]D|[L/M]AF|[M]AH|[L/M]AD|[L/M]AB|[L/M]AK|[M]AM|[M]AO|[L/M]AQ|[L/M]AR|[L]E|[L/M]AN|[L/M]AL|[M]D|[M]B|
173|,1,0.6216216216,0.7666666667,0.6830000877,44,37,30,30,30,[L]AR|[M]A|[L/M]C|[L]AD|[M]E|[L/M]T|[L/M]V|[L/M]P|[L/M]W|[L/M]U|[L/M]Y|[L/M]Z|[L]AN|[M]F|[L/M]AA|[L]AF|[L/M]AG|[L/M]AC|[L/M]AI|[L/M]AJ|[L/M]AH|[M]AF|[L/M]AE|[L]E|[M]AD|[L/M]AB|[L/M]AK|[L/M]AQ|[L/M]AM|[L]A|[L/M]AO|[M]AR|[L]F|[M]AN|[L/M]AL|[L/M]D|[L/M]B|
66|,1,0.6129032258,0.6785714286,0.6760001183,40,37,28,28,28,[L/M]A|[L/M]C|[L]AQ|[L/M]E|[L/M]T|[L]AA|[M]P|[L]AD|[M]O|[L/M]R|[L/M]S|[L/M]F|[L]AK|[M]AA|[L/M]AG|[L]D|[L/M]AC|[L/M]AJ|[L/M]AI|[L/M]AE|[L/M]AF|[L/M]AH|[L]O|[M]AD|[L/M]AB|[L]P|[M]AK|[L/M]AM|[L]AR|[L/M]AO|[M]AQ|[L]B|[M]AR|[L/M]AN|[L/M]AL|[M]D|[M]B|
184|,1,0.7647058824,0.8125,0.6459999084,38,36,30,32,32,[L/M]A|[L/M]C|[M]t2t80|[L/M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L]CQ|[L/M]CH|[L]CT|[M]CI|[L/M]CF|[L/M]CJ|[L/M]CM|[L/M]CK|[L/M]CO|[L]DJ|[M]CQ|[L/M]CR|[L/M]CP|[L/M]CS|[L/M]DD|[L/M]DG|[L/M]DE|[L]CI|[M]CT|[L/M]DH|[L/M]DN|[M]DJ|[L/M]DM|[L/M]DO|[L/M]DK|[L/M]DI|[M]t112t3|[L/M]D|[L/M]B|
174|,1,0.696969697,0.7666666667,0.8120000362,40,37,30,30,30,[L/M]A|[L]AA|[M]C|[L/M]E|[L/M]T|[L/M]W|[L/M]P|[L/M]V|[L]AD|[L/M]U|[L/M]Y|[L]AB|[L/M]Z|[L/M]F|[L]C|[L]AC|[M]AA|[L/M]AG|[L]AF|[M]AC|[L/M]AI|[L/M]AJ|[L/M]AE|[M]AF|[L/M]AH|[M]AD|[M]AB|[L/M]AK|[L/M]AM|[L/M]AQ|[L/M]AR|[L/M]AO|[L/M]AN|[L]D|[L/M]AL|[M]D|[L/M]B|
65|,1,0.4411764706,0.46875,0.9149999619,49,47,30,32,32,[L/M]A|[L]CO|[L/M]C|[L]CR|[L]DL|[M]t2t80|[L/M]CC|[L]CI|[L/M]CD|[L]DO|[M]CE|[L/M]CH|[L/M]CG|[M]CI|[L]DH|[M]CF|[L/M]CJ|[L/M]CN|[L]DN|[M]CK|[L]CT|[M]CO|[L/M]CQ|[L]CP|[M]CR|[L]DK|[M]CP|[L/M]CS|[L/M]DD|[L/M]DG|[L/M]DE|[M]CT|[M]DH|[M]DJ|[M]DL|[L]DI|[M]DN|[L]CF|[M]DK|[L]CE|[M]DO|[L]DJ|[M]DI|[L]CK|[M]t112t3|[L/M]D|[L/M]B|
76|,1,0.7714285714,0.9,0.7350001335,38,33,30,30,30,[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]AF|[L/M]H|[L/M]I|[L]AH|[L/M]L|[L/M]K|[L/M]M|[L/M]J|[L/M]F|[L/M]AA|[L/M]AG|[L/M]AC|[L/M]AI|[L/M]AJ|[L/M]AE|[M]AF|[M]AH|[L/M]AD|[L/M]AB|[L]D|[L/M]AK|[L/M]AQ|[L/M]AM|[L/M]AR|[L/M]AO|[L/M]AN|[L/M]AL|[M]D|[L/M]B|
175|,1,0.6153846154,0.6153846154,0.379999876,18,18,13,13,13,[L]AX|[M]A|[L/M]C|[L]BB|[M]AS|[L/M]BP|[L]AS|[L/M]BH|[L/M]BA|[L/M]BD|[M]BB|[L]AV|[M]AX|[L]A|[M]AV|[L/M]AT|[L/M]D|[L/M]B|
186|,1,0.5555555556,0.6666666667,0.753000021,46,40,30,30,30,[L/M]A|[L]G|[L]AH|[M]C|[L/M]E|[L]AR|[M]G|[L/M]H|[L/M]I|[L]AI|[L]B|[L/M]L|[L/M]K|[M]M|[L/M]J|[L/M]F|[L/M]AA|[M]AG|[L/M]AC|[L/M]AE|[L/M]AF|[L]M|[M]AI|[L/M]AJ|[L]AK|[M]AH|[L]C|[M]AD|[L/M]AB|[L]AD|[M]AK|[L/M]AM|[L/M]AQ|[L]AG|[L/M]AO|[M]AR|[L/M]AN|[L/M]AL|[L/M]D|[M]B|
185|,1,0.7272727273,0.75,0.8150000572,39,38,30,32,32,[L/M]A|[L]CF|[M]C|[L]CC|[M]t2t80|[L]DH|[M]CC|[L/M]CD|[L/M]CE|[M]CG|[L/M]CH|[L/M]CI|[L]DN|[L]C|[M]CF|[L/M]CJ|[L/M]CM|[L/M]CK|[L/M]CO|[L/M]CQ|[L/M]CR|[L/M]CP|[L/M]CS|[L/M]DD|[L/M]DG|[L/M]DE|[L/M]CT|[M]DH|[L/M]DJ|[L]CG|[L/M]DL|[M]DN|[L/M]DK|[L/M]DO|[L/M]DI|[M]t112t3|[L/M]D|[L/M]B|
187|,1,0.6785714286,0.6785714286,0.6749999523,37,37,28,28,28,[L/M]A|[L]AO|[L/M]C|[L/M]E|[L]AM|[M]T|[L/M]P|[L]T|[M]O|[L/M]R|[L/M]S|[L/M]F|[L]AJ|[L/M]AA|[L/M]AG|[L/M]AC|[L/M]AI|[M]AJ|[L/M]AE|[L/M]AF|[L]AR|[M]AH|[L/M]AD|[M]AB|[L/M]AK|[M]AM|[L]O|[M]AO|[L/M]AQ|[L]AB|[M]AR|[L]AH|[M]AN|[L/M]AL|[L]AN|[L/M]D|[L/M]B|
176|,1,0.6060606061,0.7142857143,0.7239999771,41,36,28,28,28,[L/M]A|[L/M]C|[L/M]E|[L/M]T|[L]O|[L]AE|[M]Q|[L]AK|[M]O|[L]D|[M]R|[L]AC|[M]S|[L/M]F|[L/M]AA|[L]Q|[L]S|[L/M]AG|[M]AC|[L/M]AI|[L]R|[L/M]AJ|[M]AE|[L/M]AF|[L/M]AD|[L/M]AH|[L/M]AB|[M]AK|[L/M]AM|[L/M]AQ|[L/M]AR|[L/M]AO|[L/M]AN|[L/M]AL|[M]D|[L/M]B|
179|,1,0.6029411765,0.7321428571,1.4839999676,81,69,54,56,56,[L]CG|[M]A|[L/M]C|[L]CC|[M]t2t80|[L]DJ|[M]CC|[L/M]CD|[L/M]CE|[L/M]CH|[L]DR|[M]CG|[L/M]CI|[L/M]CF|[L/M]CJ|[M]CM|[L/M]CK|[L/M]CO|[L/M]CR|[L/M]CQ|[L/M]CP|[L/M]CS|[L/M]DD|[L]DL|[L/M]DF|[L/M]DE|[L/M]CT|[L/M]DH|[L]DH|[M]DJ|[L/M]DN|[L]DX|[M]DL|[L]DM|[L/M]DK|[M]DO|[L/M]DI|[L/M]DP|[L/M]DV|[L]A|[L]DJ|[M]DR|[L/M]DZ|[L/M]DU|[M]EA|[L/M]EB|[L]DO|[M]DX|[L/M]DY|[L/M]DS|[L/M]DW|[L/M]DQ|[L/M]CS|[L/M]DD|[L/M]DF|[L/M]DE|[L/M]CT|[M]DH|[L]CM|[M]DJ|[L/M]DN|[L]EA|[M]DM|[L/M]DO|[L/M]DK|[L/M]DI|[M]t112t3|[L/M]D|[L/M]B|
68|,1,0.6216216216,0.71875,0.7620000839,44,39,30,32,32,[L]DL|[M]A|[L/M]C|[L]CC|[M]t2t80|[L]CQ|[M]CC|[L/M]CD|[L/M]CE|[L/M]CG|[L/M]CI|[L/M]CH|[L/M]CF|[L/M]CJ|[L/M]CM|[L/M]CK|[L/M]CO|[L/M]CR|[L]DD|[M]CQ|[L/M]CP|[L/M]CS|[M]DD|[L/M]DG|[L/M]DE|[L]B|[M]CT|[L/M]DH|[L/M]DN|[L/M]DJ|[L/M]DO|[L]A|[M]DL|[L/M]DK|[L/M]DI|[M]t112t3|[L/M]D|[L]CT|[M]B|
189|,1,0.6315789474,0.6666666667,0.4530000687,25,24,18,18,18,[L/M]A|[L/M]C|[L/M]AS|[L/M]BP|[L]CA|[L/M]BQ|[L/M]BR|[M]BT|[L/M]BS|[L/M]BV|[L/M]BW|[L/M]BX|[L]BY|[M]CA|[L]D|[L/M]BZ|[M]CB|[L]AT|[M]BY|[L]CB|[M]AT|[L]BT|[M]D|[L/M]B|
79|,1,0.5,0.5384615385,0.4409999847,20,19,13,13,13,[L/M]A|[L]BA|[L/M]C|[M]AS|[L]BB|[M]BP|[L]AS|[M]BH|[L]BE|[M]BA|[L]BH|[M]BE|[L]BP|[M]BB|[L/M]AX|[L/M]AV|[L/M]AT|[L/M]D|[L/M]B|
293|,1,0.6774193548,0.7,0.6119999886,40,39,30,30,30,[L/M]A|[L/M]C|[L/M]E|[L]AP|[L/M]G|[L/M]H|[L]D|[M]I|[L/M]M|[L/M]L|[L]AJ|[M]K|[L/M]J|[L/M]F|[L/M]AA|[M]AG|[L/M]AC|[L/M]AI|[L]K|[M]AJ|[L]AG|[M]AE|[L/M]AF|[L/M]AH|[L]AN|[L/M]AD|[L/M]AB|[L/M]AK|[L/M]AM|[M]AP|[L/M]AQ|[L/M]AR|[L]AL|[M]AN|[L]I|[M]AL|[L]AE|[M]D|[L/M]B|
