Result of replaying ML3.tpn on Process 28 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
54,"instance_240",1,Yes,"268,00","44,00","268,00","0,54","268,00","308,00","540,00","0,54","81,00","0,53","572,00","0,53",[L/M]A|[L]V|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[M-REAL]R|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L]AF|[L]O|[L/M]AC|[M-REAL]AE|[M-REAL]AG|[L/M]AF|[L/M]AI|[L]P|[L/M]AJ|[L]C|[L]AJ|[L/M]AE|[L/M]AM|[L/M]AK|[M-INVI]t36t29|[L]T|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[L/M]AD|[L/M]C|[M-INVI]t2t14|[L]AG|[L/M]O|[L/M]S|[L/M]V|[L/M]U|[L/M]W|[L]AD|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L]AE|[L]S|[L]U|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[L/M]AE|[L/M]AM|[M-REAL]AG|[L/M]AF|[L/M]AK|[L/M]AO|[L/M]AJ|[L/M]AM|[L]D|[L]AG|[L/M]AK|[L/M]AI|[L]AC|[L]B|[L/M]AE|[M-REAL]AG|[L]W|[L/M]AF|[M-INVI]t31t29|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]P|[L/M]S|[L]AH|[L]D|[L/M]R|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B
55,"instance_321",1,Yes,"352,00","32,00","352,00","0,40","352,00","284,00","560,00","0,40","81,00","0,41","592,00","0,41",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[L]Y|[L/M]O|[M-REAL]S|[L]AA|[L]Y|[L/M]R|[M-REAL]P|[L]U|[L/M]X|[M-REAL]Z|[L/M]AA|[L/M]AB|[M-REAL]Y|[L]T|[L]P|[L]U|[L]W|[L/M]O|[L]X|[L/M]S|[M-REAL]U|[L]V|[L/M]V|[L/M]W|[M-REAL]T|[L]Y|[L]D|[L/M]P|[L/M]X|[L/M]AB|[L/M]Z|[L/M]AA|[M-REAL]Y|[L]Z|[L]S|[L/M]O|[L/M]S|[M-REAL]U|[L]S|[L]Y|[L/M]V|[L/M]W|[L]C|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[M-REAL]AB|[L]B|[L/M]Z|[M-REAL]Y|[L/M]O|[L/M]S|[M-REAL]R|[L]AB|[L/M]P|[M-REAL]X|[M-REAL]Z|[L]T|[L]T|[L/M]AA|[L]U|[L]P|[L/M]AB|[M-REAL]Y|[L/M]O|[M-REAL]S|[L/M]U|[L]P|[L]Z|[L/M]V|[L/M]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]X
56,"instance_39",1,Yes,"398,00","29,00","398,00","0,37","398,00","310,00","560,00","0,37","79,00","0,33","592,00","0,33",[M-REAL]A|[L]V|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[M-REAL]W|[L/M]V|[L/M]U|[M-REAL]T|[L]Y|[L/M]P|[M-REAL]X|[M-REAL]Z|[L]AE|[L]U|[L/M]AA|[L/M]AB|[M-REAL]Y|[L]C|[L]O|[L]T|[L/M]O|[L/M]S|[L]AI|[L]X|[L]AC|[L]T|[L]P|[L]AH|[L]D|[L]P|[L]AB|[L/M]U|[L]W|[L]O|[L]X|[L]O|[L/M]W|[L/M]V|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L]AA|[L/M]D|[M-REAL]AC|[M-REAL]AE|[M-REAL]AG|[L]A|[L/M]AF|[M-INVI]t31t29|[L]S|[L/M]AJ|[L]T|[L]AE|[L/M]AM|[L]S|[L/M]AK|[M-INVI]t36t29|[L/M]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L/M]W|[L]AG|[L]B|[L]Z|[L]Y|[L/M]U|[L]AF|[L/M]V|[M-REAL]T|[L]W|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]Z
57,"instance_273",1,Yes,"324,00","33,00","324,00","0,42","324,00","398,00","510,00","0,42","78,00","0,40","542,00","0,40",[L/M]A|[L]AH|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L/M]S|[L/M]V|[L/M]U|[L]AJ|[L/M]W|[M-REAL]T|[L]C|[L/M]P|[L/M]X|[M-REAL]AA|[L]AE|[L/M]Z|[L/M]AB|[L/M]Y|[L/M]O|[M-REAL]S|[L/M]U|[M-REAL]W|[L]F|[L]O|[L]N|[L/M]V|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L]H|[L]AD|[L]AK|[L]AK|[L/M]D|[L/M]AC|[M-REAL]AE|[M-REAL]AG|[L/M]AJ|[M-REAL]AL|[M-REAL]AK|[L]P|[L]D|[L/M]AO|[L/M]AJ|[L]I|[L/M]AM|[M-REAL]AK|[L/M]AO|[M-REAL]AJ|[L]E|[L]T|[L/M]AN|[L/M]AK|[L]L|[L]G|[L]AA|[L]AL|[L]M|[L]J|[L]W|[L/M]AF|[M-INVI]t31t29|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]K|[L/M]S|[M-REAL]U|[M-REAL]V|[M-REAL]W|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L/M]B
58,"instance_446",1,Yes,"294,00","36,00","294,00","0,46","294,00","434,00","490,00","0,46","78,00","0,44","522,00","0,44",[M-REAL]A|[L]AJ|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L]AM|[L/M]S|[L/M]R|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L]AM|[L]AG|[L]K|[L/M]AC|[M-REAL]AJ|[L]V|[L]D|[L/M]AE|[M-REAL]AG|[L/M]AL|[L/M]AK|[L]P|[L/M]AO|[L]W|[L/M]AJ|[L/M]AF|[M-INVI]t31t29|[M-REAL]AL|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[L]A|[L]D|[L]I|[L/M]E|[M-REAL]K|[L]AD|[L]D|[L/M]G|[L/M]M|[M-REAL]I|[L]S|[L/M]J|[L/M]N|[L/M]L|[L/M]H|[L/M]F|[M-REAL]D|[L/M]AC|[L]C|[L/M]AE|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AJ|[M-REAL]AL|[M-REAL]AK|[M-INVI]t36t29|[L]P|[L/M]AD|[L/M]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[M-REAL]V|[M-REAL]W|[L]O|[L]AK|[L/M]U|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[L]AF|[L]AJ|[L/M]B
59,"instance_126",1,Yes,"402,00","24,00","402,00","0,31","402,00","434,00","510,00","0,31","78,00","0,26","542,00","0,26",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]O|[L]AB|[L]T|[L/M]O|[L/M]S|[M-REAL]W|[L]AN|[L/M]U|[L]AJ|[L]C|[L]AK|[L/M]V|[M-REAL]T|[M-REAL]P|[L]E|[L/M]X|[M-REAL]AB|[L/M]AA|[M-REAL]Z|[L]AL|[L]G|[L]AF|[L]AD|[L/M]Y|[M-REAL]O|[L]A|[L/M]S|[L]AJ|[L]AI|[L]M|[L]D|[L]AC|[L]D|[L/M]U|[L]AG|[L]I|[L]P|[L]J|[L]AO|[L/M]V|[L/M]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[M-REAL]AJ|[M-REAL]AL|[L/M]AK|[M-INVI]t36t29|[L]W|[L/M]AE|[L/M]AG|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]I|[M-REAL]J|[L]Z|[L/M]H|[M-REAL]K|[M-REAL]M|[L]B|[L/M]N|[L/M]L|[L]P|[L]T|[L/M]F|[M-REAL]D|[M-REAL]B|[L]K|[L]AE
60,"instance_327",1,Yes,"334,00","31,00","334,00","0,40","334,00","422,00","540,00","0,40","77,00","0,42","572,00","0,42",[M-REAL]A|[L]D|[L]AF|[L/M]C|[L/M]E|[M-REAL]K|[M-REAL]N|[L]AJ|[L/M]G|[M-REAL]J|[L]AK|[L/M]M|[L/M]I|[L]AH|[L/M]L|[L/M]H|[L/M]F|[M-REAL]D|[L/M]AC|[M-REAL]AJ|[L/M]AE|[L]AI|[L/M]AM|[M-REAL]AK|[L/M]AG|[L]AE|[L]L|[L/M]AF|[L]G|[L]N|[L/M]AI|[M-REAL]AE|[L]AI|[L]J|[L]AF|[L]K|[L/M]AH|[L/M]AF|[M-REAL]AI|[M-REAL]AE|[L]B|[L/M]AG|[L/M]AF|[M-REAL]AI|[L]H|[L]A|[L]D|[L/M]AE|[M-REAL]AG|[L/M]AF|[M-REAL]AI|[L]AE|[L/M]AE|[L]E|[L/M]AH|[M-INVI]t36t29|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AD|[L/M]C|[M-REAL]E|[M-REAL]G|[L/M]K|[L]AI|[L/M]N|[L/M]J|[L]AI|[L/M]M|[L/M]I|[M-REAL]H|[M-REAL]L|[L]AG|[L/M]F|[M-REAL]D|[M-REAL]B|[L]AD|[L]AE
61,"instance_320",1,Yes,"358,00","30,00","358,00","0,39","358,00","417,00","550,00","0,39","76,00","0,38","582,00","0,38",[M-REAL]A|[M-REAL]C|[L/M]E|[L]AE|[L/M]K|[L/M]G|[M-REAL]I|[L]D|[L]AB|[L/M]J|[L]F|[L]L|[L]V|[L/M]H|[L/M]M|[L/M]N|[M-REAL]L|[M-REAL]F|[M-REAL]D|[M-REAL]AC|[M-REAL]AE|[L]Z|[L]I|[L/M]AJ|[L/M]AL|[M-REAL]AK|[M-INVI]t36t29|[M-REAL]AG|[L]X|[L]T|[L/M]AF|[M-INVI]t31t29|[L/M]AD|[L/M]C|[M-INVI]t2t14|[L/M]O|[L/M]S|[M-REAL]V|[L/M]U|[L]X|[L]S|[L]P|[L/M]W|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]Z|[M-REAL]AA|[L]W|[L]A|[L/M]AB|[L/M]Y|[L/M]O|[L/M]S|[L]B|[L]C|[L/M]U|[L]AK|[L/M]W|[L]AG|[L]Z|[L]P|[L]O|[L]Y|[L]AA|[L/M]V|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[L]U|[L]AA|[L]T|[L]V|[L/M]D|[M-REAL]B|[L]AC
62,"instance_378",1,Yes,"452,00","19,00","452,00","0,25","452,00","440,00","550,00","0,25","75,00","0,22","582,00","0,22",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L/M]O|[M-REAL]S|[M-REAL]W|[M-REAL]V|[L]M|[L]N|[L/M]U|[L]O|[L]AA|[L]AJ|[L/M]T|[M-REAL]P|[L]U|[L/M]X|[M-REAL]AB|[M-REAL]Z|[L]T|[L]D|[L/M]AA|[L]L|[L]AG|[L]J|[L]AM|[L/M]Y|[M-REAL]O|[L/M]S|[L/M]U|[M-REAL]W|[L]P|[L/M]V|[L]Y|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[M-REAL]AB|[L/M]Z|[M-REAL]Y|[M-REAL]O|[L]G|[L]W|[L]C|[L/M]S|[M-REAL]U|[L]W|[L/M]W|[L]O|[L]K|[L]A|[L/M]V|[M-REAL]T|[L]I|[L]X|[L]AB|[L/M]P|[M-INVI]t15t3|[L]H|[L/M]D|[L/M]B|[L]AD|[L]Z|[L]C|[L]V|[L]S|[L]AC|[L]P|[L]AK|[L]AE|[L]AF|[L]F|[L]E|[L]AB
63,"instance_359",1,Yes,"354,00","28,00","354,00","0,38","354,00","505,00","530,00","0,38","73,00","0,37","562,00","0,37",[L/M]A|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L]C|[L/M]S|[L/M]R|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[M-REAL]AJ|[L]AD|[L]B|[L]G|[L/M]AE|[L/M]AM|[L]T|[L]AE|[L/M]AK|[L/M]AG|[M-REAL]AO|[L/M]AF|[L]K|[L/M]AJ|[M-REAL]AL|[M-REAL]AI|[L/M]AE|[L]E|[L/M]AH|[L/M]AF|[L]AO|[L]D|[L]O|[L]P|[L/M]AK|[L]AJ|[L/M]AI|[M-REAL]AE|[M-INVI]t36t29|[M-REAL]AG|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]K|[L]AC|[L/M]J|[L/M]M|[L]U|[L/M]N|[L/M]L|[L]F|[L]C|[L]AC|[L]AD|[L]AN|[L/M]I|[L]AK|[L]AJ|[L]W|[L]D|[L]S|[L]O|[L]AL|[L]V|[L/M]H|[M-REAL]F|[L/M]D|[M-REAL]B|[L]AG
64,"instance_10",1,Yes,"312,00","31,00","312,00","0,42","312,00","248,00","450,00","0,42","73,00","0,35","482,00","0,35",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]AJ|[L]AC|[L/M]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L]AM|[L]AD|[L]AF|[L]U|[L]O|[L/M]D|[L/M]AC|[M-REAL]AJ|[M-REAL]AL|[L/M]AK|[L]D|[L]C|[L]U|[L/M]AE|[L]AK|[L]T|[L]W|[L]T|[L]V|[L]AD|[L]W|[L/M]AG|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[L]V|[L/M]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[L]O|[L/M]AJ|[L/M]AN|[M-REAL]AE|[L/M]AG|[M-REAL]AK|[M-INVI]t36t29|[M-REAL]AF|[M-INVI]t31t29|[M-REAL]AD|[L]AE|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L]B|[L/M]W|[L]S|[L]O|[L/M]V|[L/M]U|[L]C|[L/M]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B
65,"instance_22",1,Yes,"358,00","27,00","358,00","0,37","358,00","409,00","540,00","0,37","73,00","0,37","572,00","0,37",[M-REAL]A|[M-REAL]C|[L]B|[L/M]E|[M-REAL]G|[L/M]J|[L]AK|[L]L|[L/M]K|[M-REAL]N|[L]AF|[L/M]M|[L]F|[L]AC|[L/M]I|[M-REAL]H|[L/M]L|[L]AO|[L]AK|[L/M]F|[L/M]D|[M-REAL]AC|[L]AJ|[L/M]AJ|[L/M]AE|[M-REAL]AG|[M-REAL]AF|[L/M]AI|[M-REAL]AL|[L/M]AE|[M-REAL]AK|[L/M]AG|[L/M]AF|[L]J|[L/M]AO|[L]G|[L/M]AJ|[L]AJ|[L]AM|[L]I|[L]A|[L]AG|[L]H|[L]C|[L]H|[L/M]AN|[M-INVI]t31t29|[L]D|[L/M]AK|[M-INVI]t36t29|[L]AO|[L]N|[L/M]AD|[L/M]C|[L/M]E|[L/M]G|[M-REAL]J|[M-REAL]I|[M-REAL]H|[L/M]K|[L]AO|[L/M]M|[L/M]N|[M-REAL]L|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]AK|[L]AM|[L]AJ|[L]AN|[L]AM|[L]AK
66,"instance_68",1,Yes,"316,00","32,00","316,00","0,44","316,00","286,00","520,00","0,44","72,00","0,43","552,00","0,43",[M-REAL]A|[L/M]C|[M-INVI]t2t14|[L]A|[L/M]O|[M-REAL]S|[M-REAL]V|[L]AL|[L]Z|[L/M]W|[L]T|[L/M]U|[L]P|[L]AA|[L/M]T|[L/M]P|[L/M]X|[M-REAL]AA|[M-REAL]Z|[L]U|[L]S|[L/M]AB|[M-REAL]Y|[M-REAL]O|[L/M]S|[L]V|[L]S|[L]AC|[L/M]V|[L]T|[L/M]U|[L/M]W|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[L]O|[L/M]AJ|[M-REAL]AL|[L]Y|[L/M]AK|[M-REAL]AE|[M-REAL]AG|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[L/M]AD|[L/M]C|[M-INVI]t2t14|[L/M]O|[L]Y|[L/M]S|[L]O|[L]AE|[L/M]U|[L]AB|[L/M]W|[L]P|[L/M]V|[L]Z|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L]V|[L]D|[L]AA|[L]AH|[L]X|[L]W|[L/M]D|[L/M]B
67,"instance_1",1,Yes,"410,00","22,00","410,00","0,31","410,00","413,00","550,00","0,31","72,00","0,30","582,00","0,30",[L]Z|[L/M]A|[M-REAL]C|[M-INVI]t2t14|[L]E|[L/M]O|[L]K|[L/M]S|[L/M]V|[L]M|[L/M]U|[L]N|[L]AD|[L]J|[L]D|[L]S|[L]P|[L]AC|[L]F|[L/M]W|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]Z|[M-REAL]AB|[L]AK|[L/M]AA|[L]I|[L]L|[L]C|[L]C|[L]T|[L]AF|[L]T|[L]X|[L]AG|[L]AN|[L/M]Y|[M-REAL]O|[M-REAL]S|[M-REAL]V|[L]G|[L]U|[L]Z|[L/M]U|[L]AE|[L/M]W|[M-REAL]T|[L/M]P|[L/M]X|[L/M]AB|[M-REAL]Z|[M-REAL]AA|[M-REAL]Y|[L/M]O|[L]AB|[L]AA|[L/M]S|[M-REAL]U|[L]V|[L/M]V|[L]D|[L/M]W|[M-REAL]T|[L]O|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[L]AJ|[L]Y|[L]H|[L/M]B
68,"instance_389",1,Yes,"250,00","35,00","250,00","0,49","250,00","239,00","420,00","0,49","72,00","0,45","452,00","0,45",[M-REAL]A|[L]AJ|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L]AJ|[L/M]V|[L/M]W|[L/M]U|[M-REAL]T|[L]C|[L]AD|[L/M]P|[M-INVI]t15t3|[L]S|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[L]S|[L/M]AE|[L/M]AH|[L/M]AM|[L]AE|[L/M]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[L]A|[L/M]C|[M-INVI]t2t14|[L]AD|[L]B|[L]AC|[L/M]O|[M-REAL]S|[L]O|[L/M]W|[L/M]V|[M-REAL]U|[L]S|[L/M]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[L]D|[L/M]AC|[M-REAL]AJ|[M-REAL]AE|[M-REAL]AG|[L/M]AF|[L]AG|[L/M]AM|[M-INVI]t31t29|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]V|[M-REAL]W|[L/M]U|[L/M]T|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B|[L]O|[L]R
69,"instance_101",1,Yes,"296,00","30,00","296,00","0,42","296,00","299,00","460,00","0,42","71,00","0,40","492,00","0,40",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]V|[L/M]O|[L]C|[L]AN|[L]U|[L]P|[L]AJ|[L]X|[L/M]S|[M-REAL]R|[L/M]P|[M-INVI]t15t3|[L]W|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[M-REAL]AL|[L/M]AK|[M-REAL]AE|[M-INVI]t36t29|[L/M]AG|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[L]AA|[L/M]C|[M-INVI]t2t14|[L/M]O|[L]AC|[L/M]S|[L/M]V|[L/M]W|[L/M]U|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[M-REAL]AB|[L]A|[L]S|[L/M]Z|[L]S|[L]AD|[L/M]Y|[L/M]O|[M-REAL]S|[M-REAL]R|[M-REAL]P|[M-REAL]X|[M-REAL]AA|[L/M]AB|[L]AE|[L]P|[L]T|[L/M]Z|[L]X|[L/M]Y|[L]B|[L]R|[L]AA|[L/M]O|[M-REAL]S|[L/M]R|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]B|[L]AB
70,"instance_300",1,Yes,"314,00","30,00","314,00","0,42","314,00","251,00","490,00","0,42","71,00","0,40","522,00","0,40",[M-REAL]A|[M-REAL]C|[M-INVI]t2t14|[L]AM|[L]Z|[L/M]O|[L]AJ|[L]R|[L]X|[L/M]S|[M-REAL]U|[M-REAL]V|[L]AC|[L]X|[L/M]W|[L]O|[L]O|[L/M]T|[M-REAL]P|[M-REAL]X|[M-REAL]Z|[L/M]AB|[L]U|[L]O|[L]AG|[L]V|[L/M]AA|[L/M]Y|[M-REAL]O|[L]Y|[L]AB|[L]P|[L]C|[L]AA|[L/M]S|[M-REAL]U|[L]S|[L/M]V|[L]P|[L/M]W|[M-REAL]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[M-REAL]AL|[L]Z|[L]U|[L]T|[L]S|[L/M]AE|[L/M]AK|[M-REAL]AG|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[L/M]AD|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[L/M]U|[L]A|[L/M]V|[L/M]W|[L/M]T|[L/M]P|[M-INVI]t15t3|[L/M]D|[L/M]B
71,"instance_76",1,Yes,"322,00","24,00","322,00","0,34","322,00","350,00","430,00","0,34","70,00","0,30","462,00","0,30",[L/M]A|[L]B|[L]F|[L]U|[L/M]C|[L]AC|[L]V|[L/M]E|[M-REAL]K|[L]AM|[L/M]M|[L]Z|[L/M]G|[M-REAL]I|[M-REAL]J|[M-REAL]H|[L/M]N|[L/M]L|[M-REAL]F|[L]X|[L]T|[L]AF|[L]O|[L/M]D|[M-REAL]AC|[L/M]AE|[L/M]AJ|[M-REAL]AL|[L]K|[L/M]AG|[M-REAL]AF|[M-INVI]t31t29|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[M-REAL]O|[M-REAL]S|[M-REAL]W|[L]AA|[L/M]U|[L]J|[L/M]V|[M-REAL]T|[L]D|[L/M]P|[M-REAL]X|[M-REAL]AA|[M-REAL]Z|[L]S|[L]H|[L]P|[L]I|[L]C|[L/M]AB|[L]AD|[L]W|[L]T|[L/M]Y|[L/M]O|[L/M]S|[M-REAL]V|[M-REAL]U|[L/M]W|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]B
72,"instance_492",1,Yes,"330,00","28,00","330,00","0,40","330,00","271,00","490,00","0,40","70,00","0,37","522,00","0,37",[M-REAL]A|[L]O|[L/M]C|[M-INVI]t2t14|[L]AI|[L/M]O|[L]V|[L/M]S|[L/M]R|[L/M]P|[L/M]X|[M-REAL]Z|[M-REAL]AB|[L/M]AA|[M-REAL]Y|[M-REAL]O|[L/M]S|[M-REAL]V|[M-REAL]U|[L]C|[L/M]W|[M-REAL]T|[L]AG|[L]S|[L]AB|[L/M]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[L]Y|[L/M]AE|[L]W|[L]AO|[L]P|[L/M]AH|[L]AC|[L]AE|[L]AK|[L]AF|[L]AJ|[L/M]AJ|[L]Z|[L]A|[L]AJ|[L]AD|[L]T|[L/M]AF|[M-INVI]t31t29|[L]AK|[L]T|[L/M]AM|[L/M]AK|[M-INVI]t36t29|[M-REAL]AD|[M-REAL]C|[M-INVI]t2t14|[L]AO|[L/M]O|[M-REAL]S|[M-REAL]W|[L]AN|[L]U|[L/M]U|[L]AM|[L/M]V|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[L/M]B
73,"instance_33",1,Yes,"306,00","28,00","306,00","0,40","306,00","408,00","470,00","0,40","70,00","0,39","502,00","0,39",[L/M]A|[L/M]C|[M-INVI]t2t14|[L]N|[L/M]O|[M-REAL]S|[M-REAL]V|[L]G|[L/M]U|[L]S|[L/M]W|[L]AO|[L]AM|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L/M]D|[M-REAL]AC|[M-REAL]AJ|[M-REAL]AL|[M-REAL]AE|[L]AO|[L]D|[L/M]AK|[L/M]AG|[L]AE|[L]P|[L/M]AF|[L]AJ|[L/M]AI|[M-REAL]AE|[L]L|[L]K|[L]M|[L/M]AO|[L/M]AJ|[M-REAL]AL|[L]E|[L]AJ|[L/M]AG|[L/M]AK|[M-REAL]AO|[L/M]AJ|[L]V|[L/M]AF|[L]AN|[L/M]AN|[M-INVI]t31t29|[L]AM|[L/M]AK|[M-INVI]t36t29|[L/M]AD|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]K|[M-REAL]M|[M-REAL]N|[M-REAL]L|[L]AE|[L]B|[L/M]I|[L/M]J|[M-REAL]H|[L]AC|[L/M]F|[M-REAL]D|[M-REAL]B|[L]H|[L]AK
74,"instance_360",1,Yes,"290,00","31,00","290,00","0,45","290,00","270,00","480,00","0,45","69,00","0,43","512,00","0,43",[L/M]A|[M-REAL]C|[M-INVI]t2t14|[L]X|[L]AF|[L/M]O|[L/M]S|[L/M]W|[M-REAL]U|[L/M]V|[L]AJ|[L]AG|[L/M]T|[M-REAL]P|[M-REAL]X|[L]AC|[L]AO|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]Y|[L]U|[L/M]O|[L/M]S|[L]P|[L]C|[L/M]V|[M-REAL]U|[L]V|[L/M]W|[L/M]T|[L]AE|[L/M]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[M-REAL]AJ|[M-REAL]AL|[L/M]AK|[L/M]AE|[L]P|[L]AJ|[L]U|[L]U|[L/M]AH|[M-REAL]AF|[M-INVI]t31t29|[M-INVI]t36t29|[M-REAL]AD|[L/M]C|[M-INVI]t2t14|[L]AN|[L]AI|[L/M]O|[L]AD|[L]D|[L]Y|[L]AN|[L/M]S|[M-REAL]U|[M-REAL]V|[L/M]W|[L/M]T|[M-REAL]P|[M-INVI]t15t3|[L]AK|[L]AF|[L/M]D|[L/M]B
75,"instance_299",1,Yes,"294,00","26,00","294,00","0,38","294,00","380,00","430,00","0,38","68,00","0,36","462,00","0,36",[M-REAL]A|[L]AB|[L/M]C|[M-INVI]t2t14|[M-REAL]O|[L]T|[L]G|[L]S|[L/M]S|[L/M]V|[L/M]U|[L]E|[L/M]W|[M-REAL]T|[L/M]P|[M-REAL]X|[M-REAL]AB|[L]AC|[L]B|[L]T|[L/M]Z|[L/M]AA|[L]I|[L]H|[L/M]Y|[L/M]O|[M-REAL]S|[L]K|[L/M]W|[L/M]V|[L/M]U|[M-REAL]T|[M-REAL]P|[M-INVI]t15t3|[M-REAL]D|[M-REAL]AC|[L/M]AJ|[M-REAL]AE|[L]O|[L]D|[L]L|[L/M]AM|[L/M]AG|[L]AE|[L/M]AK|[M-INVI]t36t29|[L/M]AF|[M-INVI]t31t29|[M-REAL]AD|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]I|[L/M]J|[M-REAL]K|[M-REAL]H|[L]X|[L]D|[L/M]M|[L/M]N|[M-REAL]L|[L]A|[L]C|[L]AD|[L/M]F|[M-REAL]D|[M-REAL]B|[L]P
