Result of replaying ML4.tpn on Process 7 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
82,"instance_230",1,Yes,"328,00","20,00","328,00","0,32","328,00","4.117,00","440,00","0,32","63,00","0,35","508,00","0,35",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]H|[L/M]P|[M-REAL]R|[M-REAL]X|[M-REAL]Z|[M-REAL]J|[M-REAL]L|[L]AB|[L/M]K|[L]B|[L/M]Y|[M-REAL]W|[M-REAL]N|[L]AB|[L]Y|[L]P|[L]AD|[L/M]Q|[L/M]I|[L/M]G|[L]R|[L]AE|[L/M]AA|[L/M]AD|[L]X|[L/M]AE|[L/M]O|[L]W|[L/M]AC|[M-REAL]AB|[M-REAL]P|[M-REAL]R|[M-REAL]Y|[L]Z|[L/M]Z|[L/M]X|[L]N|[L]Q|[L]AC|[L/M]H|[L]L|[L]R|[L/M]W|[M-INVI]t7t5|[L]E|[L]J|[L]C|[L/M]F|[L]T|[L]H|[L]P|[L]A|[L/M]Q|[M-INVI]t16t3|[L]AA|[L]R|[L/M]D|[M-REAL]B|[L]G
83,"instance_217",1,Yes,"184,00","29,00","184,00","0,46","184,00","2.591,00","350,00","0,46","63,00","0,56","418,00","0,56",[M-REAL]A|[M-REAL]C|[L]F|[L/M]E|[L/M]G|[M-REAL]H|[L]R|[L/M]I|[M-REAL]G|[M-REAL]H|[M-REAL]J|[L/M]I|[L/M]L|[L/M]N|[L/M]G|[L/M]H|[M-REAL]I|[L]B|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L]C|[L]Q|[L/M]H|[L/M]K|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[L/M]G|[L/M]P|[L/M]H|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L]A|[L/M]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[M-REAL]H|[L/M]T|[M-REAL]R|[M-REAL]I|[L]D|[L/M]G|[L/M]O|[L/M]H|[L/M]I|[M-REAL]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]J
84,"instance_324",1,Yes,"250,00","26,00","250,00","0,41","250,00","2.902,00","410,00","0,41","63,00","0,48","478,00","0,48",[M-REAL]A|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]H|[L/M]I|[M-REAL]G|[L/M]P|[L]A|[L]AB|[L]AC|[L/M]H|[M-REAL]I|[L]D|[L/M]G|[M-REAL]H|[L/M]I|[L]K|[L/M]G|[L/M]H|[L]Q|[L]O|[L/M]I|[M-REAL]G|[L]AD|[L/M]R|[L]P|[L]AE|[L/M]H|[L]F|[L]E|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]I|[L]AA|[L/M]G|[M-REAL]H|[L/M]S|[L/M]N|[L/M]I|[L]R|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L]L|[L/M]Q|[L/M]H|[M-REAL]I|[L/M]J|[M-REAL]L|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]O|[M-REAL]K|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[L/M]B|[L]T|[L]G
85,"instance_365",1,Yes,"212,00","24,00","212,00","0,39","212,00","2.085,00","320,00","0,39","62,00","0,45","388,00","0,45",[M-REAL]A|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]J|[L]X|[L]O|[L/M]P|[L]Y|[L/M]L|[L/M]H|[M-REAL]I|[M-REAL]G|[L]Q|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]R|[L/M]H|[M-REAL]I|[L]B|[L/M]G|[L]F|[L]E|[L/M]H|[L]A|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]N|[L/M]I|[M-REAL]G|[L/M]K|[M-REAL]H|[L/M]Z|[L/M]I|[M-REAL]G|[M-REAL]H|[M-REAL]X|[L/M]I|[L]D|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[M-REAL]H|[M-REAL]I|[M-REAL]O|[L/M]G|[M-REAL]Y|[L/M]H|[M-REAL]I|[L]J|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[L/M]W|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
86,"instance_454",1,Yes,"302,00","24,00","302,00","0,39","302,00","4.325,00","470,00","0,39","62,00","0,44","538,00","0,44",[L/M]A|[L]K|[L]R|[L/M]C|[M-REAL]E|[M-REAL]N|[L/M]P|[M-REAL]T|[L]AA|[L]Y|[L/M]R|[L/M]O|[L]P|[L/M]G|[L/M]Q|[M-REAL]AA|[L/M]AC|[L]Z|[L]AB|[L]W|[L/M]AD|[L/M]AE|[L]Q|[L]Q|[L/M]AB|[L]AD|[L]X|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[M-REAL]AA|[L/M]AE|[L/M]AC|[L]N|[L]R|[L/M]H|[M-INVI]t7t5|[L]E|[L]D|[L/M]J|[L]AE|[L]P|[L]AA|[L/M]AD|[L/M]AB|[M-REAL]P|[L]Q|[L]T|[L/M]T|[L/M]L|[M-REAL]K|[L]AA|[L]S|[L]AC|[L]B|[L/M]F|[L/M]R|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
87,"instance_82",1,Yes,"264,00","22,00","264,00","0,36","264,00","3.168,00","380,00","0,36","61,00","0,41","448,00","0,41",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]AD|[L/M]G|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[L/M]AA|[M-REAL]AD|[M-REAL]AE|[M-REAL]AC|[L]R|[L/M]H|[M-REAL]I|[L/M]J|[L]B|[L]O|[L/M]AB|[L]AD|[L]K|[L]Q|[L]E|[L/M]P|[L]AE|[L/M]G|[L/M]T|[M-REAL]H|[M-REAL]R|[L]AC|[L/M]Q|[L/M]AA|[M-REAL]AD|[L]C|[L]AB|[L]A|[L]R|[L/M]AE|[L]F|[L]R|[L/M]I|[L/M]AC|[M-REAL]AB|[M-REAL]G|[L/M]N|[L]T|[L/M]H|[L/M]M|[L/M]P|[M-REAL]O|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-INVI]t16t3|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[L/M]D|[M-REAL]B|[L]S
88,"instance_214",1,Yes,"264,00","22,00","264,00","0,36","264,00","2.999,00","380,00","0,36","61,00","0,41","448,00","0,41",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[M-REAL]T|[L]D|[L/M]J|[L]A|[L]AA|[L/M]R|[L/M]M|[L/M]H|[M-REAL]Q|[L]E|[L/M]AA|[M-REAL]AC|[M-REAL]AE|[M-REAL]AD|[L/M]AB|[M-REAL]P|[L/M]T|[M-REAL]I|[M-REAL]R|[L/M]N|[L/M]Q|[M-REAL]AA|[L]C|[L/M]O|[M-REAL]AD|[L]R|[L]P|[L/M]AC|[L]B|[L]W|[L/M]AE|[L]AC|[L]Q|[L]AE|[L/M]AB|[L]S|[L/M]G|[M-REAL]H|[M-REAL]P|[M-INVI]t7t5|[L]AD|[L]AD|[L]F|[L/M]R|[L/M]X|[L]P|[L/M]Y|[L/M]Z|[L/M]K|[M-REAL]W|[L/M]Q|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]P
89,"instance_354",1,Yes,"252,00","25,00","252,00","0,41","252,00","3.464,00","410,00","0,41","61,00","0,47","478,00","0,47",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[M-REAL]H|[M-REAL]I|[L]AA|[L/M]G|[L]M|[L]E|[L]W|[L]AC|[L/M]H|[M-REAL]I|[M-REAL]G|[L]B|[L/M]H|[L/M]P|[L/M]I|[L/M]N|[M-REAL]G|[L/M]R|[L]C|[L/M]O|[L/M]H|[L]R|[L]AE|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]J|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]I|[M-REAL]L|[L/M]S|[L/M]G|[M-REAL]H|[L]P|[L]X|[L/M]I|[L/M]K|[L]A|[L]AD|[L]F|[L/M]G|[L/M]H|[M-REAL]I|[L]AB|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[L/M]Q|[M-INVI]t16t3|[L/M]D|[M-REAL]B|[L]Q|[L]Y|[L]Z
90,"instance_42",1,Yes,"198,00","25,00","198,00","0,41","198,00","2.113,00","320,00","0,41","61,00","0,49","388,00","0,49",[M-REAL]A|[L]L|[L]O|[L/M]C|[M-REAL]E|[M-REAL]G|[L]Q|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[L/M]I|[M-REAL]G|[M-REAL]H|[L]B|[L/M]P|[L/M]I|[L]F|[L/M]T|[L/M]G|[L]A|[L]D|[L/M]H|[M-REAL]I|[M-REAL]G|[L]K|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[L/M]R|[M-REAL]Q|[L/M]N|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]I|[L/M]J|[L/M]G|[M-REAL]H|[M-REAL]L|[M-REAL]I|[L]E|[L/M]G|[M-REAL]O|[M-REAL]H|[M-REAL]I|[M-REAL]K|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
91,"instance_30",1,Yes,"250,00","23,00","250,00","0,38","250,00","2.893,00","380,00","0,38","60,00","0,44","448,00","0,44",[M-REAL]A|[L]R|[L]T|[L]Q|[L]B|[L/M]C|[M-REAL]E|[L/M]G|[M-REAL]H|[L/M]P|[M-REAL]I|[M-REAL]T|[M-REAL]R|[L/M]Q|[L/M]J|[L/M]AA|[M-REAL]AE|[M-REAL]AD|[M-REAL]AC|[M-REAL]AB|[M-REAL]N|[L]P|[L/M]O|[L/M]P|[L/M]G|[L/M]H|[L]A|[L/M]T|[L]AB|[L]AA|[L/M]R|[L/M]I|[M-REAL]G|[L]AE|[L]T|[L/M]Q|[M-REAL]AA|[M-REAL]AD|[L]E|[L]D|[L/M]AE|[L/M]AC|[L/M]H|[L/M]AB|[L]AC|[L/M]M|[M-INVI]t7t5|[M-REAL]P|[M-REAL]T|[L]N|[L]F|[L]AD|[L/M]K|[L]AD|[L/M]R|[M-REAL]F|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
92,"instance_211",1,Yes,"286,00","23,00","286,00","0,38","286,00","3.006,00","440,00","0,38","60,00","0,44","508,00","0,44",[M-REAL]A|[M-REAL]C|[M-REAL]P|[L/M]T|[M-REAL]E|[M-REAL]J|[M-REAL]R|[L/M]L|[L]T|[L]P|[L/M]N|[L]AB|[L]B|[L]J|[L/M]G|[L/M]Q|[L]Q|[L/M]H|[L/M]AA|[M-REAL]AD|[M-REAL]AC|[M-INVI]t7t5|[L/M]O|[L]D|[L]R|[L]T|[L/M]AE|[L/M]AB|[L]F|[L/M]P|[L/M]T|[L/M]R|[L]AD|[L/M]Q|[L/M]AA|[L]AB|[L]AC|[L]AC|[L]P|[L]P|[L/M]AC|[L]A|[L]R|[L/M]AE|[L]AA|[L/M]AD|[M-REAL]AB|[M-REAL]P|[L/M]K|[L]C|[L]E|[L/M]R|[M-REAL]S|[L]AE|[L/M]Q|[M-INVI]t16t3|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]AD
93,"instance_433",1,Yes,"214,00","23,00","214,00","0,38","214,00","2.611,00","320,00","0,38","60,00","0,45","388,00","0,45",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]H|[L/M]P|[L]W|[L/M]I|[M-REAL]G|[L]E|[L/M]H|[M-REAL]I|[L]O|[L]A|[L/M]R|[L]K|[L/M]X|[L/M]G|[M-REAL]H|[M-REAL]I|[L]Q|[L]L|[L/M]Y|[L]C|[L/M]G|[M-REAL]H|[L/M]I|[L/M]J|[M-REAL]G|[M-REAL]H|[L]D|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[L]F|[L]B|[L/M]Z|[L/M]G|[M-REAL]W|[M-REAL]Q|[M-REAL]H|[M-REAL]I|[L/M]N|[M-INVI]t16t3|[L/M]G|[M-REAL]O|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[M-REAL]L|[L/M]H|[M-REAL]K|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
94,"instance_312",1,Yes,"130,00","35,00","130,00","0,58","130,00","1.953,00","380,00","0,58","60,00","0,71","448,00","0,71",[M-REAL]A|[L/M]C|[M-REAL]E|[M-REAL]G|[L]F|[L/M]P|[L/M]H|[L]L|[L/M]I|[L/M]G|[L/M]H|[L/M]R|[L/M]I|[M-REAL]G|[L/M]H|[L/M]J|[L/M]S|[M-REAL]I|[L/M]N|[L]A|[L/M]O|[L/M]G|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[L/M]Q|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]I|[M-REAL]L|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-REAL]I|[L/M]G|[M-REAL]H|[L/M]I|[L/M]K|[L/M]G|[M-REAL]H|[M-INVI]t16t3|[L]B|[L/M]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[L]E|[L/M]H|[M-INVI]t7t5|[M-REAL]F|[L/M]D|[M-REAL]B
95,"instance_371",1,Yes,"280,00","20,00","280,00","0,33","280,00","3.372,00","380,00","0,33","60,00","0,38","448,00","0,38",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]N|[L]Q|[L]AA|[L/M]G|[L]C|[L/M]P|[L]AD|[L/M]T|[L/M]O|[L]Z|[L/M]R|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[M-REAL]AE|[L]Q|[L]Y|[L]A|[L/M]AD|[M-REAL]AB|[M-REAL]J|[L]K|[L/M]H|[M-INVI]t7t5|[L/M]L|[L/M]P|[L/M]R|[M-REAL]K|[L]J|[L]R|[L]E|[L/M]F|[L]AC|[L]X|[L/M]S|[M-REAL]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]AE|[L]AB|[L/M]AC|[L]B|[L/M]AB|[L/M]P|[M-REAL]R|[M-REAL]Y|[M-REAL]X|[M-REAL]Z|[L]AE|[L]N|[L]AA|[L/M]W|[M-REAL]Q|[M-INVI]t16t3|[L]AE|[L/M]D|[M-REAL]B
96,"instance_119",1,Yes,"232,00","23,00","232,00","0,38","232,00","2.461,00","350,00","0,38","60,00","0,44","418,00","0,44",[L]AD|[L]F|[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]H|[L/M]I|[M-REAL]G|[L]Q|[L]K|[L]B|[L/M]P|[L/M]N|[L/M]H|[M-REAL]I|[M-REAL]J|[M-REAL]R|[M-REAL]Z|[L/M]M|[M-REAL]Y|[M-REAL]X|[L/M]G|[L/M]W|[M-REAL]H|[L/M]I|[M-REAL]K|[M-REAL]G|[L]P|[L]C|[L/M]H|[L/M]Q|[M-REAL]I|[L]Y|[L/M]AA|[L]J|[L/M]AE|[L/M]AC|[L/M]G|[M-REAL]AD|[L]R|[L/M]AB|[M-REAL]P|[L]X|[L]D|[L/M]O|[L/M]H|[M-REAL]I|[L]Z|[L/M]G|[L/M]T|[L]E|[L/M]R|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]H|[M-INVI]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
97,"instance_71",1,Yes,"284,00","21,00","284,00","0,36","284,00","3.784,00","410,00","0,36","59,00","0,41","478,00","0,41",[M-REAL]A|[M-REAL]C|[L]AC|[L]AD|[L/M]E|[L/M]P|[L/M]T|[M-REAL]G|[L]AA|[L]Y|[L]B|[L/M]H|[L/M]I|[L]O|[L/M]R|[L/M]J|[L/M]Q|[L]Q|[L]K|[L/M]G|[M-REAL]H|[M-REAL]I|[L]R|[L]P|[L]F|[L]P|[L/M]M|[L]AB|[L/M]AA|[L/M]N|[L]Z|[L]S|[L]C|[L/M]G|[L]Q|[L]AB|[L]R|[L/M]H|[L/M]AC|[L/M]AE|[L/M]AD|[M-REAL]AB|[M-REAL]P|[M-REAL]O|[M-REAL]R|[M-INVI]t7t5|[M-REAL]Z|[M-REAL]Y|[L/M]X|[L]D|[L/M]W|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]K|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]AE|[L]A
98,"instance_127",1,Yes,"158,00","30,00","158,00","0,51","158,00","1.621,00","350,00","0,51","59,00","0,62","418,00","0,62",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L]K|[L/M]H|[M-REAL]I|[L]E|[L/M]G|[L]A|[L/M]N|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[L]Q|[L/M]I|[M-REAL]G|[L/M]H|[M-REAL]I|[L]B|[L/M]G|[L/M]H|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]P|[L/M]I|[L/M]G|[M-REAL]H|[M-REAL]I|[L]D|[L/M]G|[M-REAL]H|[L/M]T|[L/M]I|[M-REAL]G|[L/M]J|[L/M]O|[L/M]L|[L/M]H|[M-REAL]I|[M-REAL]G|[L]C|[L/M]H|[M-REAL]K|[L/M]I|[L/M]G|[M-REAL]H|[L/M]I|[L/M]R|[M-REAL]Q|[L/M]G|[M-REAL]H|[M-INVI]t16t3|[M-INVI]t7t5|[L/M]F|[M-REAL]D|[M-REAL]B
99,"instance_193",1,Yes,"200,00","24,00","200,00","0,41","200,00","2.062,00","320,00","0,41","59,00","0,48","388,00","0,48",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[L]R|[L/M]H|[L/M]T|[L/M]I|[M-REAL]G|[M-REAL]H|[L]A|[L]O|[L]B|[L/M]I|[L/M]N|[L/M]G|[M-REAL]H|[M-REAL]I|[M-REAL]R|[L/M]G|[L]F|[L/M]H|[L/M]Q|[L]P|[L]E|[L/M]I|[M-REAL]G|[M-REAL]H|[L]K|[L/M]I|[L/M]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[M-REAL]I|[M-REAL]G|[L/M]H|[L/M]I|[L/M]G|[L/M]H|[M-REAL]I|[L]C|[L/M]G|[M-REAL]O|[M-REAL]H|[M-REAL]I|[L]D|[L/M]G|[L/M]J|[L/M]L|[M-REAL]H|[M-INVI]t7t5|[M-REAL]K|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
100,"instance_109",1,Yes,"266,00","21,00","266,00","0,36","266,00","2.925,00","380,00","0,36","59,00","0,41","448,00","0,41",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[L]Y|[L/M]R|[M-REAL]Q|[M-REAL]AA|[M-REAL]AE|[L/M]AC|[M-REAL]E|[M-REAL]G|[L]A|[L]Q|[L/M]H|[M-REAL]I|[L]Z|[L/M]AD|[L/M]AB|[L/M]J|[L]AA|[L/M]P|[L/M]G|[M-REAL]H|[M-REAL]L|[L]X|[L]AA|[L/M]K|[L]AE|[L/M]N|[L]S|[L/M]T|[L]B|[L/M]R|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[M-REAL]AD|[L]D|[L/M]AE|[M-REAL]AB|[L]W|[L/M]O|[L/M]P|[M-REAL]T|[M-INVI]t7t5|[L]AC|[L/M]F|[L/M]R|[L]P|[L]L|[L]E|[L/M]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]AD|[L]AB|[L]C
101,"instance_143",1,Yes,"206,00","27,00","206,00","0,46","206,00","2.499,00","380,00","0,46","59,00","0,54","448,00","0,54",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[L]Q|[L/M]T|[L/M]J|[L]P|[L/M]H|[L]C|[L/M]I|[L/M]R|[M-REAL]Q|[M-REAL]G|[M-REAL]AA|[L/M]AE|[M-REAL]L|[M-REAL]AC|[L]AB|[L/M]N|[L/M]H|[L]AA|[L/M]AD|[L/M]AB|[L/M]K|[L]AC|[L/M]P|[L/M]O|[M-REAL]T|[M-REAL]R|[M-REAL]Q|[L/M]AA|[M-REAL]I|[L]D|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]AD|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[L]T|[L]Q|[L/M]AC|[L/M]F|[L/M]AE|[M-REAL]AB|[L]R|[L]L|[L]E|[L/M]P|[M-REAL]T|[L/M]R|[L/M]Q|[M-INVI]t16t3|[M-REAL]D|[L]T|[L/M]B
102,"instance_263",1,Yes,"236,00","24,00","236,00","0,41","236,00","3.192,00","380,00","0,41","59,00","0,47","448,00","0,47",[M-REAL]A|[L/M]C|[L]J|[L/M]P|[L/M]R|[M-REAL]Z|[M-REAL]Y|[M-REAL]X|[L/M]E|[M-REAL]J|[M-REAL]N|[L/M]W|[M-REAL]G|[M-REAL]Q|[L]R|[L/M]AA|[L/M]AD|[L/M]H|[L/M]O|[M-REAL]I|[M-REAL]AE|[L]Q|[L/M]L|[L]S|[L/M]AC|[M-REAL]AB|[M-REAL]P|[M-REAL]T|[L]Q|[L/M]R|[L]A|[L]T|[L/M]Q|[M-REAL]AA|[L/M]G|[M-REAL]H|[L]X|[L/M]AE|[L/M]K|[L]P|[L/M]AD|[L]AA|[L]B|[L/M]AC|[L]N|[L]AE|[L]Z|[L/M]AB|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[M-INVI]t16t3|[M-INVI]t7t5|[L/M]F|[L]AB|[L/M]D|[M-REAL]B|[L]Y
103,"instance_84",1,Yes,"248,00","21,00","248,00","0,36","248,00","3.234,00","350,00","0,36","59,00","0,41","418,00","0,41",[M-REAL]A|[L]H|[L]O|[L]AD|[L]F|[L]D|[L/M]C|[M-REAL]E|[M-REAL]P|[L]Z|[L/M]R|[L/M]G|[L]AE|[L]P|[L/M]H|[L/M]J|[L/M]S|[L/M]I|[M-REAL]G|[M-REAL]Q|[L]AC|[L/M]H|[L/M]AA|[M-REAL]I|[M-REAL]AC|[M-REAL]L|[M-REAL]AD|[M-REAL]AE|[L]R|[L]E|[L/M]K|[L/M]N|[M-REAL]O|[L]L|[L]W|[L/M]AB|[L]A|[L/M]P|[M-REAL]R|[M-REAL]Z|[L]B|[L/M]G|[M-REAL]H|[M-REAL]I|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]G|[M-REAL]H|[L/M]X|[L]Q|[L/M]Y|[M-REAL]W|[M-INVI]t7t5|[L/M]Q|[M-INVI]t16t3|[M-REAL]F|[M-REAL]D|[M-REAL]B
104,"instance_38",1,Yes,"270,00","22,00","270,00","0,38","270,00","3.646,00","410,00","0,38","58,00","0,44","478,00","0,44",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]N|[L/M]J|[L]C|[L]X|[L/M]M|[L/M]H|[L/M]P|[M-REAL]I|[L]Q|[L/M]T|[L/M]R|[M-REAL]Q|[M-REAL]AA|[L]AB|[L/M]O|[L]S|[L]P|[L]F|[L/M]AD|[L]Z|[L/M]G|[L/M]AC|[L/M]AE|[M-REAL]AB|[M-REAL]P|[L/M]K|[L/M]H|[L]AA|[L]Q|[L]AE|[L]D|[L/M]R|[M-REAL]X|[M-REAL]I|[L]E|[L/M]Y|[L/M]G|[M-REAL]H|[M-INVI]t7t5|[M-REAL]Z|[M-REAL]F|[L]P|[L/M]W|[L/M]Q|[M-INVI]t16t3|[M-REAL]D|[L/M]B|[L]R|[L]AA|[L]AC|[L]A|[L]I|[L]AB|[L]AD
105,"instance_465",1,Yes,"312,00","16,00","312,00","0,28","312,00","3.705,00","380,00","0,28","58,00","0,30","448,00","0,30",[M-REAL]A|[M-REAL]C|[M-REAL]P|[M-REAL]T|[M-REAL]E|[L]W|[L]F|[L/M]R|[L/M]J|[L/M]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]AC|[M-REAL]G|[L/M]H|[M-REAL]I|[L/M]AE|[L]A|[L/M]G|[M-REAL]H|[M-REAL]N|[L]T|[L]AA|[L/M]AB|[M-REAL]P|[L]D|[L]AB|[L/M]O|[M-INVI]t7t5|[L]Q|[L]AD|[L/M]L|[L/M]R|[M-REAL]Z|[L]S|[L/M]Y|[L]C|[L]AC|[L]AC|[L]B|[L]E|[L]N|[L]P|[L/M]X|[M-REAL]W|[L]P|[L/M]Q|[L/M]K|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]Z|[L]AD|[L]R|[L]P|[L]AA|[L]AE
106,"instance_125",1,Yes,"264,00","19,00","264,00","0,33","264,00","2.973,00","350,00","0,33","58,00","0,37","418,00","0,37",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[M-REAL]J|[M-REAL]R|[L/M]M|[L]AA|[L]W|[L/M]H|[L/M]K|[L/M]X|[L]D|[L]R|[L/M]I|[L]F|[L]E|[L/M]Z|[L/M]G|[L/M]H|[L/M]Y|[L]P|[L/M]W|[M-REAL]I|[M-REAL]Q|[M-REAL]AA|[M-REAL]AC|[M-REAL]AD|[L/M]AE|[L]J|[L/M]AB|[M-REAL]P|[M-REAL]R|[L/M]X|[M-REAL]N|[L]AC|[L]B|[L]AD|[L]Q|[L]Q|[L]A|[L/M]Y|[L]C|[L/M]O|[L/M]Z|[M-REAL]W|[L]R|[L]P|[L/M]G|[M-REAL]H|[M-REAL]Q|[M-INVI]t7t5|[M-REAL]F|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B|[L]N
107,"instance_308",1,Yes,"252,00","22,00","252,00","0,38","252,00","3.344,00","380,00","0,38","58,00","0,44","448,00","0,44",[M-REAL]A|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[M-REAL]J|[L]Z|[L]D|[L/M]R|[L]AA|[L]R|[L/M]S|[L/M]N|[L/M]L|[L]A|[L/M]Q|[L]X|[L/M]K|[L/M]H|[M-REAL]I|[L]AD|[L]W|[L/M]AA|[L/M]AC|[L]P|[L/M]O|[L]Y|[L]AB|[L/M]G|[M-REAL]H|[L]J|[L]B|[L]AB|[L/M]AD|[L]AC|[L/M]AE|[M-REAL]AB|[M-REAL]P|[L/M]R|[M-REAL]S|[L]E|[L]P|[L/M]Q|[M-REAL]AA|[M-REAL]AD|[M-REAL]AC|[L]Q|[L/M]AE|[M-REAL]AB|[M-INVI]t7t5|[L/M]F|[L/M]P|[M-REAL]R|[L/M]S|[M-REAL]Q|[M-INVI]t16t3|[M-REAL]D|[M-REAL]B
