Result of replaying M8.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
14,"instance_464|instance_35",2,Yes,"28,00","6,00","28,00","0,60","28,00","5,00","80,00","0,60","10,00","0,75","112,00","0,75",[L/M]A|[M-REAL]C|[L]F|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]C|[L/M]D|[L/M]B
15,"instance_114|instance_370",2,Yes,"14,00","8,00","14,00","0,80","14,00","0,00","90,00","0,80","10,00","0,89","122,00","0,89",[M-REAL]A|[L/M]C|[L]A|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]B
16,"instance_298|instance_432",2,Yes,"14,00","7,00","14,00","0,78","14,00","0,00","80,00","0,78","9,00","0,88","112,00","0,88",[L/M]A|[L/M]C|[L]G|[L/M]E|[M-REAL]G|[L/M]H|[L/M]F|[L/M]D|[L/M]B
17,"instance_66|instance_182",2,Yes,"14,00","7,00","14,00","0,78","14,00","0,00","80,00","0,78","9,00","0,88","112,00","0,88",[L/M]A|[L/M]C|[L/M]E|[L]B|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]B
18,"instance_277|instance_4",2,Yes,"14,00","7,00","14,00","0,78","14,00","1,00","80,00","0,78","9,00","0,88","112,00","0,88",[L/M]A|[L/M]C|[L/M]E|[L]F|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L/M]B
19,"instance_390|instance_342",2,Yes,"14,00","7,00","14,00","0,78","14,00","0,00","80,00","0,78","9,00","0,88","112,00","0,88",[L/M]A|[L/M]C|[L]B|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]B
20,"instance_445|instance_209",2,Yes,"14,00","7,00","14,00","0,78","14,00","0,00","80,00","0,78","9,00","0,88","112,00","0,88",[M-REAL]A|[L/M]C|[L]A|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
21,"instance_3|instance_164",2,Yes,"0,00","9,00","0,00","1,00","0,00","1,00","90,00","1,00","9,00","1,00","122,00","1,00",[L/M]A|[L/M]C|[L/M]I|[L/M]K|[L/M]L|[L/M]M|[L/M]J|[L/M]D|[L/M]B
22,"instance_347",1,Yes,"340,00","85,00","340,00","0,63","340,00","86,00","1.090,00","0,63","134,00","0,70","1.122,00","0,70",[L/M]A|[L/M]C|[L]F|[L/M]I|[L/M]M|[L]H|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L]B|[L/M]O|[L]J|[L/M]C|[L/M]E|[M-REAL]G|[L]J|[L/M]H|[L]C|[L/M]F|[L]O|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[M-REAL]K|[M-REAL]L|[L/M]M|[M-REAL]J|[M-REAL]D|[L/M]N|[L]D|[L]E|[L/M]O|[L/M]C|[L]N|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L]G|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]N|[M-REAL]O|[L]K|[L]G|[L/M]C|[L/M]E|[M-REAL]G|[L]N|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]K|[L/M]L|[L]G|[L]N|[L/M]J|[L]M|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[M-REAL]M|[M-REAL]K|[L]D|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]H|[L/M]C|[L/M]E|[M-REAL]H|[M-REAL]G|[L/M]F|[M-REAL]D|[L]K|[L/M]N|[L]F|[L/M]O|[M-REAL]C|[L/M]I|[L/M]L|[M-REAL]K|[L/M]M|[M-REAL]J|[L/M]D|[M-REAL]N|[L]D|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[M-REAL]J|[L]O|[L]G|[L/M]D|[M-REAL]B
23,"instance_51",1,Yes,"252,00","50,00","252,00","0,58","252,00","57,00","680,00","0,58","86,00","0,65","712,00","0,65",[L]I|[L/M]A|[L/M]C|[M-REAL]I|[L]D|[L]C|[L/M]M|[L/M]K|[L/M]L|[L]C|[L/M]J|[M-REAL]D|[L/M]N|[L]D|[L/M]O|[L]I|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[M-REAL]F|[M-REAL]D|[L]H|[L]E|[L]N|[L/M]N|[L]J|[L/M]O|[M-REAL]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]M|[L/M]K|[L/M]L|[M-REAL]J|[L/M]D|[L]N|[L/M]N|[L]N|[L/M]O|[M-REAL]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]K|[L]F|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L/M]L|[L/M]M|[L]C|[L/M]J|[L/M]D|[M-REAL]N|[L]O|[L/M]O|[L]D|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[M-REAL]D|[L/M]N|[M-REAL]O|[M-REAL]C|[M-REAL]E|[M-REAL]H|[L]G|[L/M]G|[L/M]F|[L/M]D|[L/M]B
24,"instance_289",1,Yes,"288,00","35,00","288,00","0,44","288,00","48,00","530,00","0,44","80,00","0,49","562,00","0,49",[M-REAL]A|[L]M|[L/M]C|[M-REAL]I|[M-REAL]K|[L/M]L|[L]J|[L/M]M|[L]L|[L]N|[L/M]J|[M-REAL]D|[L/M]N|[M-REAL]O|[M-REAL]C|[M-REAL]I|[L/M]K|[L]O|[L]A|[L]J|[L/M]M|[L/M]L|[M-REAL]J|[L/M]D|[M-REAL]N|[M-REAL]O|[M-REAL]C|[L]K|[L/M]I|[L]F|[L]G|[L]C|[L/M]M|[L/M]K|[L/M]L|[L]D|[L/M]J|[L/M]D|[M-REAL]N|[L]D|[L/M]O|[M-REAL]C|[L/M]E|[M-REAL]G|[L/M]H|[M-REAL]F|[M-REAL]D|[M-REAL]N|[L/M]O|[M-REAL]C|[L/M]I|[L/M]K|[M-REAL]M|[M-REAL]L|[M-REAL]J|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]C|[L/M]K|[L/M]L|[M-REAL]M|[L/M]J|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]L|[M-REAL]K|[L]C|[L]I|[L/M]M|[M-REAL]J|[L]D|[L/M]D|[L]N|[L/M]B
25,"instance_470",1,Yes,"294,00","37,00","294,00","0,47","294,00","48,00","580,00","0,47","79,00","0,52","612,00","0,52",[L/M]A|[M-REAL]C|[L]H|[L]K|[L/M]E|[L/M]H|[M-REAL]G|[L/M]F|[M-REAL]D|[M-REAL]N|[L]F|[L/M]O|[M-REAL]C|[M-REAL]I|[M-REAL]L|[L]N|[L]D|[L/M]M|[L]B|[L]C|[L/M]K|[L]C|[L]C|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]H|[L]D|[L/M]G|[L/M]F|[M-REAL]D|[L]H|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[M-REAL]M|[L/M]L|[L]L|[L/M]J|[L]G|[L/M]D|[L/M]N|[L]E|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]G|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]I|[L/M]E|[M-REAL]G|[M-REAL]H|[L]M|[L]C|[L]N|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[M-REAL]C|[M-REAL]E|[L/M]H|[L]D|[L/M]G|[L]E|[L/M]F|[M-REAL]D|[M-REAL]B
26,"instance_188",1,Yes,"210,00","46,00","210,00","0,61","210,00","38,00","610,00","0,61","76,00","0,67","642,00","0,67",[M-REAL]A|[L]N|[L/M]C|[M-REAL]I|[L/M]K|[L/M]M|[L/M]L|[L]K|[L/M]J|[L]I|[L/M]D|[M-REAL]N|[M-REAL]O|[L]E|[L/M]C|[L]O|[L/M]I|[M-REAL]K|[M-REAL]L|[L/M]M|[L]N|[L/M]J|[L/M]D|[L/M]N|[L]F|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]H|[L]L|[L]O|[L]I|[L/M]G|[L/M]F|[M-REAL]D|[L/M]N|[M-REAL]O|[L]H|[L]D|[L/M]C|[L/M]I|[L/M]K|[M-REAL]M|[L/M]L|[L]D|[L/M]J|[L/M]D|[M-REAL]N|[L]A|[L/M]O|[L/M]C|[M-REAL]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[M-REAL]D|[L]M|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]B
27,"instance_402",1,Yes,"190,00","41,00","190,00","0,57","190,00","28,00","520,00","0,57","72,00","0,66","552,00","0,66",[M-REAL]A|[L]B|[L/M]C|[L/M]E|[M-REAL]H|[L]C|[L/M]G|[M-REAL]F|[M-REAL]D|[L/M]N|[L]F|[L/M]O|[L]H|[L]K|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[M-REAL]K|[M-REAL]J|[M-REAL]D|[M-REAL]N|[L/M]O|[L/M]C|[M-REAL]I|[M-REAL]K|[L/M]M|[L/M]L|[M-REAL]J|[M-REAL]D|[L/M]N|[M-REAL]O|[M-REAL]C|[L]M|[L/M]I|[L]J|[L/M]K|[L/M]M|[M-REAL]L|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L/M]I|[M-REAL]M|[L]O|[L]D|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[M-REAL]B|[L]A
28,"instance_358",1,Yes,"196,00","38,00","196,00","0,58","196,00","46,00","520,00","0,58","66,00","0,64","552,00","0,64",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L]I|[L/M]O|[L/M]C|[L/M]E|[L]N|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[M-REAL]C|[L/M]I|[M-REAL]M|[L]C|[L/M]K|[L]D|[L/M]L|[L]K|[L/M]J|[M-REAL]D|[M-REAL]N|[L]L|[L]O|[L/M]O|[L/M]C|[M-REAL]I|[M-REAL]L|[L]N|[L]D|[L/M]K|[L/M]M|[L/M]J|[L/M]D|[M-REAL]N|[M-REAL]O|[M-REAL]C|[M-REAL]I|[L/M]K|[L]I|[L/M]M|[L]O|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L]B|[L/M]M|[L]M|[L/M]L|[L/M]J|[M-REAL]D|[M-REAL]B|[L]C
29,"instance_254",1,Yes,"154,00","40,00","154,00","0,65","154,00","45,00","510,00","0,65","62,00","0,72","542,00","0,72",[L/M]A|[L/M]C|[L/M]E|[L]O|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L]K|[L/M]I|[M-REAL]L|[L]O|[L/M]K|[L/M]M|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]N|[L]M|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]L|[L/M]O|[L/M]C|[L/M]I|[M-REAL]L|[L]H|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L]C|[L/M]N|[M-REAL]O|[M-REAL]C|[L/M]E|[M-REAL]H|[L]L|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L/M]I|[L/M]L|[M-REAL]K|[M-REAL]M|[L/M]J|[M-REAL]D|[L]C|[L/M]B
30,"instance_129",1,Yes,"84,00","47,00","84,00","0,80","84,00","17,00","530,00","0,80","59,00","0,85","562,00","0,85",[L/M]A|[M-REAL]C|[L]O|[L/M]I|[L]M|[L/M]M|[L/M]L|[L/M]K|[M-REAL]J|[L]N|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[M-REAL]I|[L]C|[L/M]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[M-REAL]N|[L]J|[L]I|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]K|[M-REAL]M|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]B
31,"instance_128",1,Yes,"140,00","38,00","140,00","0,66","140,00","32,00","480,00","0,66","58,00","0,73","512,00","0,73",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]G|[L]E|[L/M]D|[L]G|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]G|[L]F|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]G|[M-REAL]H|[L]F|[L/M]F|[L/M]D|[L]H|[L]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]N|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]N|[L]E|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[M-REAL]H|[L/M]F|[L]H|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[M-REAL]F|[M-REAL]D|[L/M]B
32,"instance_42",1,Yes,"224,00","26,00","224,00","0,45","224,00","30,00","420,00","0,45","58,00","0,50","452,00","0,50",[L/M]A|[L/M]C|[M-REAL]I|[M-REAL]M|[L]N|[L/M]L|[L]O|[L]L|[L/M]K|[M-REAL]J|[L]I|[L]B|[L/M]D|[L/M]N|[M-REAL]O|[L]N|[L/M]C|[M-REAL]E|[L]K|[L/M]G|[L/M]H|[L/M]F|[M-REAL]D|[M-REAL]N|[L]F|[L]C|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L]H|[L/M]H|[L/M]F|[M-REAL]D|[M-REAL]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]H|[L/M]G|[M-REAL]F|[L]N|[L/M]D|[M-REAL]N|[L]D|[L/M]O|[M-REAL]C|[L/M]I|[L/M]M|[M-REAL]L|[M-REAL]K|[L]E|[L]M|[L]D|[L/M]J|[L/M]D|[M-REAL]B|[L]J
33,"instance_2",1,Yes,"196,00","28,00","196,00","0,50","196,00","28,00","420,00","0,50","56,00","0,57","452,00","0,57",[L/M]A|[L/M]C|[M-REAL]I|[M-REAL]L|[L]H|[L/M]M|[L/M]K|[L/M]J|[M-REAL]D|[L]I|[L]M|[L]O|[L/M]N|[L/M]O|[L/M]C|[L]G|[L]D|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]O|[L/M]D|[L/M]N|[M-REAL]O|[L]F|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[L]D|[L/M]F|[M-REAL]D|[L]G|[L/M]N|[M-REAL]O|[L/M]C|[M-REAL]I|[M-REAL]M|[L]D|[L/M]K|[L/M]L|[L]C|[L/M]J|[M-REAL]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]E|[M-REAL]G|[M-REAL]H|[L]I|[L/M]F|[L]L|[L/M]D|[L/M]B
34,"instance_238",1,Yes,"112,00","40,00","112,00","0,71","112,00","24,00","480,00","0,71","56,00","0,78","512,00","0,78",[L/M]A|[L/M]C|[L/M]E|[L]F|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L]D|[L/M]N|[L]E|[L/M]O|[L/M]C|[M-REAL]E|[M-REAL]H|[L/M]G|[L/M]F|[M-REAL]D|[L/M]N|[L]O|[L/M]O|[L/M]C|[L]G|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]G|[L]H|[L/M]H|[L/M]F|[M-REAL]D|[M-REAL]N|[L/M]O|[L]N|[L/M]C|[L]D|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
35,"instance_474",1,Yes,"182,00","29,00","182,00","0,53","182,00","26,00","420,00","0,53","55,00","0,60","452,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]N|[L]N|[L]K|[L]J|[L/M]H|[L/M]F|[L]L|[L/M]D|[L]J|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]O|[L]K|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[M-REAL]K|[L]G|[L/M]M|[L]E|[L/M]L|[M-REAL]J|[L]I|[L/M]D|[M-REAL]N|[M-REAL]O|[L]C|[L/M]C|[L]D|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[M-REAL]L|[L/M]M|[M-REAL]J|[M-REAL]D|[L/M]B
36,"instance_141",1,Yes,"168,00","30,00","168,00","0,56","168,00","28,00","420,00","0,56","54,00","0,63","452,00","0,63",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L]J|[L/M]G|[M-REAL]F|[L]O|[L/M]D|[L]C|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L]F|[L/M]I|[L/M]K|[L/M]L|[L/M]M|[M-REAL]J|[L]K|[L/M]D|[L/M]N|[M-REAL]O|[M-REAL]C|[L]F|[L]G|[L]F|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]E|[M-REAL]G|[L]C|[L/M]H|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]J|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[M-REAL]J|[M-REAL]D|[L]C|[L/M]B
37,"instance_147",1,Yes,"154,00","32,00","154,00","0,59","154,00","26,00","430,00","0,59","54,00","0,67","462,00","0,67",[L/M]A|[L/M]C|[L/M]I|[M-REAL]M|[M-REAL]L|[L]O|[L/M]K|[L]G|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]M|[L/M]C|[L/M]E|[M-REAL]G|[L]L|[L/M]H|[L]C|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]J|[L]O|[L]M|[L/M]I|[L/M]M|[M-REAL]K|[L/M]L|[L/M]J|[M-REAL]D|[L]L|[L/M]N|[M-REAL]O|[L]K|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]I|[M-REAL]L|[M-REAL]M|[L]D|[L/M]K|[M-REAL]J|[L/M]D|[L/M]B
38,"instance_226",1,Yes,"140,00","33,00","140,00","0,62","140,00","27,00","430,00","0,62","53,00","0,70","462,00","0,70",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L]J|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L]L|[L/M]C|[L/M]I|[M-REAL]L|[L]G|[L/M]M|[L/M]K|[L]E|[L/M]J|[L/M]D|[M-REAL]N|[L]D|[L]C|[L]J|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[M-REAL]J|[M-REAL]D|[L]N|[L/M]N|[L/M]O|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]H|[L/M]F|[L]M|[L]O|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]K|[M-REAL]M|[M-REAL]J|[L/M]D|[L/M]B
39,"instance_496",1,Yes,"140,00","32,00","140,00","0,62","140,00","32,00","420,00","0,62","52,00","0,69","452,00","0,69",[L/M]A|[L]N|[L]D|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]M|[L/M]D|[L]H|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[M-REAL]H|[L]L|[L/M]F|[M-REAL]D|[M-REAL]N|[L]B|[L]K|[L/M]O|[L/M]C|[L]L|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L]D|[L/M]O|[L/M]C|[L/M]I|[M-REAL]L|[M-REAL]K|[M-REAL]M|[L]D|[L/M]J|[M-REAL]D|[M-REAL]B
40,"instance_363",1,Yes,"230,00","23,00","230,00","0,44","230,00","34,00","420,00","0,44","52,00","0,49","452,00","0,49",[L/M]A|[L/M]C|[L/M]I|[M-REAL]L|[L]O|[L/M]M|[L/M]K|[L/M]J|[L]H|[L/M]D|[L]K|[L]C|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]O|[L]G|[L]D|[L/M]D|[L]F|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]H|[L]D|[L/M]G|[L]I|[L]B|[L]C|[L/M]F|[M-REAL]D|[L]L|[L]L|[L/M]N|[M-REAL]O|[M-REAL]C|[L]J|[L]D|[L]M|[L/M]E|[L/M]H|[M-REAL]G|[L]O|[L/M]F|[M-REAL]D|[M-REAL]B|[L]N
41,"instance_9",1,Yes,"126,00","33,00","126,00","0,65","126,00","45,00","420,00","0,65","51,00","0,72","452,00","0,72",[L/M]A|[M-REAL]C|[L]D|[L/M]I|[L/M]K|[L]E|[L/M]M|[L/M]L|[L/M]J|[L]D|[L/M]D|[L/M]N|[L/M]O|[L]C|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[M-REAL]J|[L]D|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[M-REAL]D|[L]B|[L/M]N|[L/M]O|[L]F|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L]C|[L/M]N|[L/M]O|[M-REAL]C|[M-REAL]E|[L/M]H|[L/M]G|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]J
