Result of replaying M5.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
11,"instance_5",1,Yes,"194.00","45.00","194.00","0.63","194.00","6,447.00","590.00","0.63","71.00","0.72","698.00","0.72",[M-REAL]A|[L]Z|[L/M]C|[M-REAL]P|[L]AB|[L/M]E|[L/M]X|[L/M]AE|[L/M]G|[L]Z|[L/M]Z|[L]AA|[L/M]S|[L/M]K|[L/M]L|[L/M]R|[L/M]O|[L/M]AF|[L/M]N|[L/M]AC|[L]Z|[L/M]M|[L/M]Q|[M-REAL]T|[L/M]AA|[M-REAL]AD|[L]AA|[L/M]H|[L/M]Z|[L/M]F|[L]A|[L/M]V|[M-REAL]AB|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]D|[L/M]AA|[L/M]AD|[M-REAL]Z|[M-REAL]AB|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L]P|[L/M]AD|[M-REAL]Z|[L/M]AB|[M-REAL]AA|[L/M]U|[L]T|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L]AB|[L]AC|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]D|[L]AB|[L/M]B
12,"instance_32",1,Yes,"166.00","47.00","166.00","0.68","166.00","6,484.00","590.00","0.68","69.00","0.76","698.00","0.76",[L/M]A|[L/M]C|[M-REAL]P|[L]Z|[L]AA|[L/M]E|[L/M]X|[L/M]AE|[L/M]R|[L/M]L|[L/M]S|[L/M]Z|[L]AD|[L/M]AB|[L/M]Q|[L/M]AF|[M-REAL]G|[M-REAL]AA|[L/M]N|[L/M]O|[L/M]T|[L/M]J|[L/M]M|[L/M]H|[L/M]AD|[L/M]W|[L]G|[L/M]F|[L]AB|[L]AC|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[L/M]AD|[L]Y|[L/M]Z|[M-REAL]AB|[L/M]U|[M-REAL]AA|[L]B|[L/M]AD|[L/M]Z|[L]AA|[L]AA|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L]P|[L/M]Z|[L/M]AB|[L]AD|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]D|[M-REAL]B|[L]AA
13,"instance_226",1,Yes,"168.00","44.00","168.00","0.65","168.00","6,370.00","550.00","0.65","68.00","0.74","658.00","0.74",[L/M]A|[L/M]C|[M-REAL]P|[L/M]E|[M-REAL]L|[M-REAL]X|[L]U|[L/M]G|[L/M]AE|[L]AA|[L/M]AF|[L/M]S|[L/M]R|[L]AA|[L/M]Z|[L/M]N|[L/M]Q|[M-REAL]T|[L/M]O|[L]AD|[L/M]V|[L/M]AC|[M-REAL]AA|[L/M]M|[M-REAL]I|[L]Z|[L/M]AD|[L]F|[L]X|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]H|[M-REAL]AB|[L/M]AA|[M-REAL]F|[L/M]AD|[L]T|[L/M]Z|[L]P|[L/M]AC|[M-REAL]AA|[L]L|[L/M]AD|[L/M]Z|[L/M]AB|[L]K|[L/M]AA|[M-REAL]U|[M-REAL]AD|[M-REAL]Z|[L]AB|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
14,"instance_248",1,Yes,"154.00","45.00","154.00","0.67","154.00","3,634.00","550.00","0.67","67.00","0.77","658.00","0.77",[M-REAL]A|[L]Z|[L/M]C|[L]AB|[L]B|[L/M]X|[L]AA|[L/M]P|[M-REAL]R|[L/M]E|[L/M]AE|[L/M]Z|[M-REAL]L|[L/M]S|[L]F|[L/M]G|[L/M]Q|[L/M]O|[L/M]AB|[L/M]N|[L/M]K|[L/M]AA|[L/M]M|[L/M]H|[L/M]T|[L/M]AD|[M-REAL]F|[L]AD|[L/M]Z|[M-REAL]AB|[M-REAL]AA|[L]U|[L/M]AD|[L/M]Z|[L]Z|[L/M]AB|[L/M]AA|[M-REAL]AD|[M-REAL]Z|[L]R|[L/M]V|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]U|[L/M]Z|[L/M]AC|[L/M]AA|[L]L|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]A|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]AF|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
15,"instance_460",1,Yes,"210.00","37.00","210.00","0.55","210.00","7,628.00","510.00","0.55","67.00","0.66","618.00","0.66",[M-REAL]A|[L]AD|[L]B|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]P|[L]H|[L/M]X|[M-REAL]Z|[L]Q|[L/M]AE|[L/M]L|[L/M]S|[L]AD|[L/M]J|[L/M]AF|[L/M]N|[L/M]O|[L/M]AB|[L/M]R|[M-REAL]Q|[L/M]T|[M-REAL]AA|[L/M]M|[L]E|[L/M]W|[L/M]AD|[M-REAL]H|[L/M]F|[L/M]Z|[L/M]U|[M-REAL]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]Y|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]AA|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L]Z|[L/M]AA|[M-REAL]AD|[L]Z|[L/M]Z|[L]P|[L/M]AB|[L/M]AA|[M-REAL]AD|[L]AC|[L]A|[L/M]Z|[L/M]AC|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L]Z|[L/M]D|[M-REAL]B|[L]G
16,"instance_78",1,Yes,"116.00","46.00","116.00","0.70","116.00","2,453.00","510.00","0.70","66.00","0.81","618.00","0.81",[L]AF|[L/M]A|[L/M]C|[L/M]E|[M-REAL]X|[M-REAL]Z|[M-REAL]AB|[L/M]AA|[L/M]AD|[M-REAL]P|[L/M]L|[L/M]Z|[L/M]G|[L/M]N|[L/M]S|[L/M]AE|[M-REAL]AF|[M-REAL]AB|[L]M|[L/M]J|[L/M]R|[L/M]AA|[L/M]H|[L/M]AD|[L/M]O|[M-REAL]M|[M-REAL]Z|[L/M]Q|[L/M]AB|[L]X|[L/M]F|[M-REAL]AA|[L/M]T|[L/M]AD|[L/M]W|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]U|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[M-REAL]AB|[L]AA|[L]P|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-REAL]AD|[L]AC|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
17,"instance_59",1,Yes,"156.00","42.00","156.00","0.64","156.00","8,264.00","510.00","0.64","66.00","0.75","618.00","0.75",[L/M]A|[L/M]C|[L/M]X|[L/M]P|[L/M]Z|[M-REAL]AB|[M-REAL]AA|[L]L|[L/M]S|[L/M]E|[M-REAL]L|[M-REAL]AE|[M-REAL]G|[L/M]K|[L/M]AD|[L/M]Z|[L]G|[L/M]R|[M-REAL]Q|[L/M]AF|[L/M]AB|[L/M]O|[L]AB|[L/M]AA|[L/M]T|[L/M]H|[L]AC|[L/M]AD|[L/M]W|[L]Z|[L]Z|[L/M]Z|[L/M]AB|[L/M]U|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AA|[M-REAL]AD|[L]AE|[L/M]Z|[M-REAL]AB|[L]F|[L/M]AA|[L]M|[L/M]AD|[M-REAL]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]N|[M-REAL]AB|[L]Q|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[M-REAL]M|[M-REAL]F|[L/M]D|[L/M]B
18,"instance_241",1,Yes,"198.00","35.00","198.00","0.54","198.00","6,312.00","470.00","0.54","65.00","0.66","578.00","0.66",[L/M]A|[M-REAL]C|[M-REAL]X|[L/M]Z|[L]F|[L/M]E|[M-REAL]G|[M-REAL]L|[L/M]AE|[L/M]P|[L/M]AF|[L/M]N|[L]L|[L/M]R|[L]Z|[L/M]K|[L/M]S|[L]AD|[L/M]O|[L/M]AC|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]M|[L]D|[L/M]AC|[M-REAL]AA|[M-REAL]AD|[L/M]Z|[L]W|[L]C|[L/M]H|[L]X|[L/M]Q|[L]U|[L/M]AB|[L/M]AA|[M-REAL]AD|[M-REAL]Z|[L]AC|[L/M]AB|[L/M]AA|[L/M]AD|[L/M]T|[L/M]Z|[M-REAL]V|[M-REAL]AB|[M-REAL]F|[L/M]AA|[L/M]AD|[L]Y|[L/M]Z|[L/M]AC|[L]G|[L/M]AA|[L/M]AD|[M-REAL]Z|[M-REAL]AB|[L]AD|[L/M]AA|[M-REAL]U|[M-INVI]t26t24|[M-REAL]Y|[M-REAL]D|[L/M]B
19,"instance_396",1,Yes,"168.00","40.00","168.00","0.62","168.00","8,270.00","510.00","0.62","64.00","0.73","618.00","0.73",[L/M]A|[M-REAL]C|[M-REAL]P|[L/M]R|[L]AA|[L]P|[L/M]X|[L/M]AE|[L/M]E|[L/M]AF|[L/M]G|[L]AA|[L]C|[L/M]S|[L/M]Z|[L/M]Q|[L/M]AC|[M-REAL]AA|[M-REAL]L|[L/M]O|[M-REAL]N|[L]AB|[L/M]K|[L]L|[L/M]M|[L/M]H|[L/M]T|[L/M]W|[L/M]AD|[L/M]F|[L/M]Z|[M-REAL]AB|[L]AD|[L]N|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L]AD|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]AD|[M-REAL]Z|[L/M]AC|[L]AB|[L]AC|[L/M]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[L/M]U|[M-REAL]AD|[L]Z|[L/M]Z|[L/M]AC|[M-REAL]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[L/M]B
20,"instance_75",1,Yes,"154.00","41.00","154.00","0.65","154.00","6,721.00","510.00","0.65","63.00","0.75","618.00","0.75",[L/M]A|[L/M]C|[L/M]E|[M-REAL]L|[L]B|[L/M]G|[M-REAL]I|[L/M]P|[L/M]X|[M-REAL]AE|[L/M]O|[L/M]S|[L/M]Z|[L]Z|[L/M]R|[L/M]Q|[L/M]AF|[L/M]N|[L]Z|[L/M]H|[L]AA|[L/M]AC|[L]F|[L/M]M|[L/M]AA|[L/M]AD|[L]W|[L]Z|[L]L|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L]AE|[L/M]AC|[L/M]AA|[L/M]T|[L/M]AD|[M-REAL]V|[M-REAL]Z|[M-REAL]F|[L/M]AC|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AC|[M-REAL]AA|[L/M]U|[L]I|[L]Z|[L/M]AD|[L/M]Z|[L/M]AB|[L/M]AA|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AA|[M-INVI]t26t24|[L/M]Y|[L/M]D|[M-REAL]B
21,"instance_448",1,Yes,"114.00","45.00","114.00","0.71","114.00","124.00","510.00","0.71","63.00","0.82","618.00","0.82",[L/M]A|[L/M]C|[L/M]E|[L/M]P|[L]AA|[L/M]X|[L/M]G|[L/M]S|[M-REAL]L|[M-REAL]Z|[M-REAL]AB|[L]AD|[L/M]AE|[L/M]R|[L/M]AA|[L/M]AD|[L/M]I|[L/M]N|[L/M]O|[M-REAL]Z|[L/M]AC|[L]AC|[L/M]M|[L/M]Q|[L]Y|[L]Z|[L/M]H|[L/M]AA|[L/M]T|[L/M]F|[L/M]AD|[L/M]W|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-REAL]AD|[L/M]U|[L]AC|[L/M]AF|[L/M]Z|[L/M]AB|[L/M]AA|[M-REAL]AD|[L/M]Z|[L/M]AC|[M-REAL]AA|[L/M]AD|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]Z|[L/M]AB|[L]L|[M-REAL]AA|[L/M]AD|[L/M]Z|[M-REAL]AB|[L/M]AA|[M-INVI]t26t24|[M-REAL]Y|[L/M]D|[L/M]B
