Result of replaying M2.tpn on Process 13 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost Lo","Decomposed Sync-Move Numerator","Raw Fitness Cost Hi","Sync-Move Fitness","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Decomposed Sync-Move Fitness","Decomposed Sync-Move Denominator","Raw Fitness Perc Hi","Raw Fitness Cost Max","Raw Fitness Perc Lo",Match
11,"instance_108",1,Yes,"116,00","25,00","116,00","0,52","116,00","120,00","280,00","0,52","48,00","0,65","336,00","0,65",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]Q|[L/M]R|[L]E|[L/M]G|[L]B|[L/M]L|[L/M]S|[L/M]O|[L/M]K|[M-REAL]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[M-REAL]R|[L/M]S|[L/M]M|[L/M]I|[L/M]J|[M-REAL]Q|[L/M]H|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[L]C|[L]D|[L/M]R|[M-INVI]t17t5|[L/M]F|[M-REAL]D|[M-REAL]B
12,"instance_462",1,Yes,"120,00","26,00","120,00","0,55","120,00","293,00","310,00","0,55","47,00","0,67","366,00","0,67",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]Q|[M-REAL]R|[L]C|[L/M]G|[L]E|[L]M|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[L/M]L|[L/M]J|[L/M]Q|[L/M]K|[L/M]P|[L]H|[L/M]R|[M-REAL]S|[L]B|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L]D|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-REAL]M|[L/M]S|[M-REAL]Q|[L/M]I|[M-REAL]H|[L/M]R|[M-INVI]t17t5|[L/M]F|[M-REAL]D|[M-REAL]B
13,"instance_290",1,Yes,"118,00","24,00","118,00","0,52","118,00","254,00","280,00","0,52","46,00","0,65","336,00","0,65",[L/M]A|[L/M]C|[M-REAL]E|[L/M]Q|[L/M]R|[M-REAL]S|[M-REAL]L|[L/M]G|[L/M]Q|[L/M]K|[L]B|[L/M]O|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]I|[L]H|[L/M]R|[M-REAL]S|[L/M]M|[L/M]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[M-REAL]Q|[M-REAL]R|[L]E|[L/M]S|[L]D|[L]L|[L/M]J|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]H|[L/M]R|[L/M]S|[M-REAL]Q|[M-REAL]R|[M-INVI]t17t5|[L/M]F|[M-REAL]D|[M-REAL]B
14,"instance_399",1,Yes,"92,00","29,00","92,00","0,63","92,00","77,00","320,00","0,63","46,00","0,76","376,00","0,76",[M-REAL]A|[L]AD|[L/M]C|[L/M]T|[L/M]AD|[L/M]Z|[L/M]V|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]Y|[L/M]AC|[L/M]AE|[L/M]W|[L/M]AA|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[M-REAL]AE|[L]D|[L/M]AF|[L/M]AD|[L/M]AE|[L/M]AF|[M-REAL]AD|[L]A|[L/M]AE|[M-REAL]AF|[L]U|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]AD|[L/M]AE|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-INVI]t30t20|[M-REAL]U|[M-REAL]D|[L/M]B
15,"instance_87",1,Yes,"60,00","30,00","60,00","0,67","60,00","51,00","290,00","0,67","45,00","0,83","346,00","0,83",[L/M]A|[L/M]C|[L/M]T|[M-REAL]AD|[L/M]AE|[L/M]V|[L/M]Z|[L/M]Y|[L/M]AC|[M-REAL]AF|[L/M]AD|[L/M]AA|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[L/M]W|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[M-REAL]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AE|[M-INVI]t30t20|[L/M]U|[L/M]D|[L/M]B
16,"instance_32",1,Yes,"116,00","22,00","116,00","0,49","116,00","109,00","250,00","0,49","45,00","0,62","306,00","0,62",[L/M]A|[M-REAL]C|[L/M]E|[L/M]Q|[L/M]G|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[L/M]L|[M-REAL]S|[L/M]I|[L/M]Q|[L/M]P|[M-REAL]R|[M-REAL]J|[L/M]K|[L]F|[L/M]H|[L/M]M|[L]D|[L/M]S|[M-REAL]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]Q|[L]C|[L/M]R|[L/M]S|[M-REAL]Q|[L]J|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[L/M]B
17,"instance_234",1,Yes,"90,00","26,00","90,00","0,59","90,00","151,00","280,00","0,59","44,00","0,73","336,00","0,73",[L]G|[L/M]A|[L/M]C|[L/M]E|[M-REAL]G|[L/M]I|[L/M]Q|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[L/M]K|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]L|[L/M]P|[L/M]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]Q|[L]H|[L/M]R|[L]L|[L/M]S|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[M-REAL]R|[L/M]M|[L/M]S|[L/M]J|[M-REAL]H|[L/M]Q|[M-REAL]R|[M-INVI]t17t5|[L/M]F|[L/M]D|[L/M]B
18,"instance_247",1,Yes,"120,00","23,00","120,00","0,52","120,00","302,00","280,00","0,52","44,00","0,64","336,00","0,64",[L/M]A|[M-REAL]C|[L]K|[L/M]E|[M-REAL]Q|[M-REAL]R|[L/M]G|[L/M]S|[M-REAL]K|[L]C|[L/M]Q|[M-REAL]L|[L]D|[L/M]P|[L/M]I|[L]H|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L/M]M|[L]F|[L/M]J|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]H|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[L]L|[L/M]B
19,"instance_96",1,Yes,"116,00","20,00","116,00","0,47","116,00","94,00","230,00","0,47","43,00","0,59","286,00","0,59",[M-REAL]A|[L]D|[L/M]C|[M-REAL]T|[L]AA|[L/M]AD|[M-REAL]AE|[M-REAL]AF|[L/M]Z|[L/M]V|[L/M]AD|[L/M]AE|[M-REAL]AF|[L/M]Y|[L/M]AC|[M-REAL]AD|[L/M]W|[L]T|[L/M]AE|[M-REAL]AF|[L/M]AD|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AA|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AE|[M-INVI]t30t20|[L/M]U|[M-REAL]D|[L]A|[L/M]B
20,"instance_498",1,Yes,"106,00","24,00","106,00","0,56","106,00","230,00","280,00","0,56","43,00","0,68","336,00","0,68",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]Q|[L/M]L|[L]E|[L]D|[L/M]G|[L/M]K|[L/M]J|[L/M]R|[L]M|[L]H|[L/M]S|[L/M]O|[L/M]I|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L]F|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]H|[M-REAL]S|[M-REAL]M|[L/M]Q|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[L/M]B
21,"instance_417",1,Yes,"118,00","21,00","118,00","0,49","118,00","255,00","250,00","0,49","43,00","0,61","306,00","0,61",[L/M]A|[M-REAL]C|[L]G|[L/M]E|[M-REAL]L|[L/M]Q|[L/M]P|[M-REAL]G|[L/M]M|[L]F|[L/M]R|[M-REAL]S|[L/M]I|[M-REAL]Q|[L/M]J|[L/M]R|[M-REAL]S|[L]L|[L/M]Q|[M-REAL]R|[L]H|[L/M]S|[M-REAL]Q|[M-REAL]R|[L/M]S|[L/M]Q|[L]C|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[L/M]Q|[L/M]K|[M-REAL]R|[M-REAL]H|[L/M]S|[M-REAL]Q|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[L/M]D|[L/M]B
22,"instance_225",1,Yes,"106,00","24,00","106,00","0,56","106,00","259,00","280,00","0,56","43,00","0,68","336,00","0,68",[L]M|[L/M]A|[L/M]C|[L/M]E|[L]H|[L/M]Q|[M-REAL]R|[M-REAL]G|[L/M]L|[L/M]O|[L/M]J|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L]G|[L/M]K|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-REAL]S|[M-REAL]M|[L/M]Q|[L/M]I|[M-REAL]H|[M-REAL]R|[L]D|[L/M]S|[L]B|[L/M]Q|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-INVI]t17t5|[L/M]F|[M-REAL]D|[M-REAL]B
23,"instance_146",1,Yes,"136,00","21,00","136,00","0,49","136,00","218,00","280,00","0,49","43,00","0,60","336,00","0,60",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]Q|[L/M]R|[L]C|[L/M]S|[M-REAL]L|[L/M]O|[L/M]G|[L]B|[L/M]J|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[L/M]M|[L]A|[L]H|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]S|[L]D|[L/M]Q|[L]E|[L/M]K|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[M-REAL]Q|[L]F|[L/M]I|[L/M]R|[M-REAL]H|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]L
24,"instance_394",1,Yes,"78,00","27,00","78,00","0,64","78,00","52,00","290,00","0,64","42,00","0,77","346,00","0,77",[L/M]A|[L/M]C|[L/M]T|[M-REAL]AD|[M-REAL]V|[L]D|[L/M]Z|[L/M]Y|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[L/M]AC|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[L/M]AA|[L/M]AF|[L/M]AD|[M-REAL]AE|[L/M]AF|[L/M]W|[L/M]AD|[M-REAL]AE|[L]U|[L/M]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[M-REAL]AE|[M-INVI]t30t20|[M-REAL]U|[M-REAL]D|[L/M]B|[L]V
25,"instance_497",1,Yes,"90,00","23,00","90,00","0,56","90,00","84,00","250,00","0,56","41,00","0,71","306,00","0,71",[L/M]A|[M-REAL]C|[L/M]E|[M-REAL]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L]C|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[L/M]L|[L/M]G|[M-REAL]Q|[L/M]I|[L/M]K|[L/M]N|[L/M]M|[L/M]J|[L/M]R|[M-REAL]S|[L]B|[L/M]H|[L/M]Q|[M-REAL]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-INVI]t17t5|[L/M]F|[L/M]D|[M-REAL]B|[L]S
26,"instance_233",1,Yes,"108,00","23,00","108,00","0,56","108,00","96,00","280,00","0,56","41,00","0,68","336,00","0,68",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]Q|[M-REAL]R|[L]D|[L/M]S|[L/M]G|[L]E|[L/M]Q|[L/M]L|[L/M]I|[L]H|[L/M]O|[L/M]R|[M-REAL]S|[L/M]M|[L/M]J|[L]C|[L/M]Q|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]S|[L]F|[L/M]K|[L]A|[L/M]Q|[M-REAL]H|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[L/M]B
27,"instance_62",1,Yes,"104,00","20,00","104,00","0,50","104,00","83,00","230,00","0,50","40,00","0,64","286,00","0,64",[M-REAL]A|[L]U|[L/M]C|[L/M]T|[L/M]AD|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[M-REAL]AD|[L/M]AE|[M-REAL]AF|[M-REAL]V|[L/M]Z|[L/M]X|[L/M]AB|[L/M]W|[L/M]AA|[L]B|[L/M]AD|[L/M]AE|[M-REAL]AF|[L/M]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AE|[L/M]AF|[M-REAL]AD|[M-REAL]AE|[L/M]AF|[L/M]AD|[M-REAL]AE|[M-INVI]t30t20|[M-REAL]U|[L]A|[L/M]D|[M-REAL]B|[L]V
28,"instance_165",1,Yes,"106,00","21,00","106,00","0,53","106,00","193,00","250,00","0,53","40,00","0,65","306,00","0,65",[L/M]A|[L/M]C|[M-REAL]E|[L/M]Q|[M-REAL]R|[M-REAL]L|[L/M]S|[L/M]G|[L/M]Q|[L/M]P|[L]F|[L]L|[L/M]R|[M-REAL]S|[L]H|[L/M]M|[L/M]J|[L/M]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]I|[M-REAL]S|[M-REAL]Q|[L/M]K|[L]B|[L]E|[L/M]R|[L/M]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]H|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[L/M]D|[M-REAL]B
29,"instance_229",1,Yes,"106,00","21,00","106,00","0,53","106,00","169,00","250,00","0,53","40,00","0,65","306,00","0,65",[L]O|[L/M]A|[L/M]C|[L/M]E|[L/M]Q|[L/M]L|[M-REAL]N|[M-REAL]R|[M-REAL]S|[L/M]Q|[L]B|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]R|[M-REAL]S|[M-REAL]G|[L/M]K|[L/M]I|[L/M]M|[L/M]Q|[M-REAL]R|[L/M]J|[L/M]S|[M-REAL]Q|[L]F|[L/M]R|[L/M]S|[M-REAL]Q|[L]G|[L/M]R|[L]D|[L/M]S|[L/M]Q|[L/M]H|[M-REAL]R|[M-INVI]t17t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
30,"instance_335",1,Yes,"106,00","21,00","106,00","0,53","106,00","127,00","250,00","0,53","40,00","0,65","306,00","0,65",[L/M]A|[M-REAL]C|[L]R|[L/M]E|[M-REAL]Q|[L/M]R|[M-REAL]S|[L]I|[L/M]G|[L/M]J|[L/M]L|[L/M]Q|[L]C|[L]D|[L/M]P|[L/M]R|[M-REAL]S|[L/M]Q|[M-REAL]R|[M-REAL]I|[M-REAL]S|[L/M]Q|[L/M]R|[L/M]S|[M-REAL]Q|[M-REAL]R|[L/M]S|[M-REAL]Q|[M-REAL]K|[L/M]H|[M-REAL]R|[L/M]S|[L/M]M|[L]K|[L/M]Q|[M-REAL]R|[M-INVI]t17t5|[L/M]F|[M-REAL]D|[L/M]B
