Result of replaying ML4.tpn on Process 7 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
11,"instance_27",1,Yes,"106,274.00","54.00","4,552.00","62.00","45,522.00","0.60","0.33","81.00","0.39","62.00","49,578.00",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]AC|[L/M]N|[L]R|[L]Z|[L/M]P|[M-REAL]T|[L]P|[L]W|[L/M]R|[M-REAL]G|[L]AD|[L]AB|[L/M]H|[L]T|[L]Q|[L]AD|[L]K|[L]F|[L/M]Q|[L/M]AA|[L]H|[L]Q|[L]D|[L]P|[L]G|[L/M]AD|[L/M]AC|[L]Y|[L/M]O|[M-REAL]AE|[M-REAL]AB|[M-REAL]P|[L/M]T|[L/M]R|[L/M]Q|[L/M]AA|[M-REAL]AD|[L/M]J|[L/M]I|[L]P|[L/M]AC|[L]AA|[L/M]L|[M-REAL]K|[L]Z|[L]AE|[L/M]AE|[L]W|[L]AB|[L]A|[L]Q|[L]R|[L]AA|[L]C|[L/M]AB|[L/M]P|[L]AB|[L]E|[L]AE|[L/M]G|[L]X|[L/M]T|[L]AD|[L]X|[L]Y|[L/M]R|[M-REAL]H|[M-REAL]Q|[M-REAL]t16t3|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[L]AC|[L]AE|[L/M]B
12,"instance_81",1,Yes,"102,807.00","55.00","3,962.00","62.00","47,998.00","0.59","0.32","81.00","0.35","62.00","52,634.00",[M-REAL]A|[M-REAL]C|[L/M]P|[M-REAL]E|[L]AB|[L]D|[L]P|[L/M]J|[M-REAL]G|[L]Q|[L]AE|[L/M]H|[M-REAL]t7t5|[M-REAL]N|[L/M]O|[L]B|[L/M]R|[L/M]L|[M-REAL]S|[L/M]Q|[L]P|[L]G|[L]AB|[L/M]AA|[L]T|[L/M]K|[L]R|[L]AD|[L]N|[L]P|[L/M]AD|[L]R|[L/M]AE|[M-REAL]AC|[L]AE|[L]AD|[L/M]AB|[M-REAL]P|[L]E|[L/M]R|[L]AB|[L/M]F|[L]AC|[L]T|[L]AA|[L]AD|[L]AC|[L/M]S|[L/M]Q|[L]S|[L]S|[L]AC|[L/M]AA|[L/M]AC|[L/M]AD|[M-REAL]AE|[M-REAL]AB|[L]Q|[L]S|[L]R|[L/M]P|[M-REAL]T|[L/M]R|[L]C|[L/M]Q|[M-REAL]t16t3|[M-REAL]D|[M-REAL]B|[L]AA|[L]AB|[L]A|[L]AE|[L]P|[L]AE|[L]AA|[L]Q|[L]AC
13,"instance_449",1,Yes,"150,779.00","52.00","4,917.00","68.00","58,629.00","0.74","0.40","87.00","0.37","68.00","63,512.00",[L/M]A|[M-REAL]C|[L]AE|[L]O|[L/M]E|[L]R|[L/M]P|[L/M]R|[L/M]S|[L/M]G|[M-REAL]J|[L]P|[L]AB|[L]T|[L/M]M|[L/M]H|[L]P|[L]R|[L]AD|[L/M]I|[L/M]G|[L/M]H|[L]AA|[L]AB|[L]AD|[L/M]Q|[L]AE|[L/M]AA|[M-REAL]I|[L]P|[L]R|[L/M]G|[L/M]H|[M-REAL]t7t5|[L]F|[L]T|[L]T|[L]AB|[L]Q|[L/M]AD|[L]AA|[L]T|[L/M]AE|[L/M]AC|[M-REAL]AB|[L/M]P|[L]Q|[L]AB|[L]AC|[L]Q|[L/M]R|[L]AE|[L]R|[L/M]S|[L]I|[L/M]Q|[M-REAL]t16t3|[L]AD|[L]P|[L/M]N|[L]AC|[L]AA|[L/M]K|[M-REAL]O|[M-REAL]F|[L]AC|[L]AE|[L]AB|[L]AC|[L]B|[L]J|[L]AD|[L]AA|[L/M]D|[M-REAL]B|[L]C|[L]Q
14,"instance_307",1,Yes,"161,988.00","41.00","4,042.00","62.00","51,612.00","0.71","0.49","81.00","0.56","62.00","56,707.00",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L/M]H|[L/M]I|[L/M]G|[L/M]H|[M-REAL]N|[L]H|[L/M]O|[L]E|[L]H|[L/M]P|[L]G|[L]G|[L]I|[L/M]I|[L/M]G|[L]D|[L]G|[L]Q|[L/M]H|[L/M]I|[L]H|[L/M]G|[L/M]H|[L]I|[L/M]I|[M-REAL]T|[L/M]R|[M-REAL]Q|[M-REAL]t16t3|[L/M]G|[M-REAL]H|[L/M]I|[L]I|[L/M]G|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[M-REAL]J|[L/M]L|[M-REAL]I|[L/M]G|[L/M]H|[L]I|[L/M]I|[M-REAL]G|[L]I|[L/M]H|[L]J|[L/M]I|[L]I|[L/M]G|[L]G|[L]G|[L]B|[L/M]K|[L]H|[L]H|[L/M]H|[L/M]I|[L/M]G|[L]C|[L]T|[L]N|[L/M]H|[M-REAL]t7t5|[L/M]F|[M-REAL]D|[M-REAL]B|[L]H|[L]I|[L]G
15,"instance_241",1,Yes,"107,834.00","48.00","4,119.00","59.00","44,364.00","0.63","0.38","78.00","0.46","59.00","47,608.00",[L/M]A|[M-REAL]C|[L/M]P|[L]H|[L]P|[L/M]T|[M-REAL]E|[L]AD|[L]P|[L]R|[L/M]G|[M-REAL]N|[L]S|[L/M]O|[M-REAL]J|[L]B|[L]G|[L]AB|[L]AE|[L]AA|[L]AB|[L]AE|[L]W|[L]AC|[L]C|[L/M]L|[L/M]R|[L]P|[L/M]H|[L]N|[L/M]Q|[M-REAL]I|[L]AD|[L/M]G|[L]D|[L/M]AA|[L]Q|[L/M]H|[L]Q|[L]AC|[L]F|[L]I|[L]S|[L/M]I|[L/M]AD|[M-REAL]G|[L]R|[L/M]H|[L]R|[L/M]AC|[L]E|[L]Q|[L/M]AE|[L/M]AB|[L]AA|[L/M]I|[M-REAL]P|[M-REAL]R|[L/M]Y|[L/M]X|[L]J|[L/M]Z|[M-REAL]W|[M-REAL]Q|[M-REAL]t16t3|[L/M]G|[L/M]H|[L/M]I|[L/M]K|[L/M]G|[M-REAL]H|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
16,"instance_116",1,Yes,"111,832.00","53.00","3,625.00","62.00","47,836.00","0.65","0.35","81.00","0.32","62.00","51,000.00",[M-REAL]A|[M-REAL]C|[L]AA|[L/M]E|[M-REAL]P|[L]AA|[L/M]T|[M-REAL]R|[L]AC|[L]I|[L]AC|[L]AB|[L]H|[L/M]Q|[L/M]N|[L/M]G|[L]R|[L/M]AA|[M-REAL]AC|[L]Q|[L]I|[L/M]AD|[L]P|[L/M]AE|[L]S|[L/M]H|[L]F|[L]S|[L/M]AB|[L/M]P|[M-REAL]T|[L]Q|[L]D|[L]K|[L]C|[L]AD|[L]G|[L/M]I|[L]AC|[L]H|[L]P|[L/M]R|[L/M]O|[L]P|[L/M]Q|[M-REAL]t16t3|[L]R|[L]Q|[L]R|[L]AC|[L]A|[L]T|[L]AA|[L]T|[L]P|[L]G|[L]AB|[L]AD|[L/M]J|[L/M]G|[L/M]H|[L]AE|[L]R|[L/M]M|[M-REAL]K|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[L/M]B|[L]AB|[L]AD|[L]AE|[L]AE
17,"instance_254",1,Yes,"140,809.00","42.00","4,089.00","59.00","45,821.00","0.70","0.46","78.00","0.51","59.00","50,365.00",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L/M]J|[L/M]H|[L/M]I|[L]H|[L]H|[L/M]G|[L]I|[L/M]H|[L]E|[L/M]I|[M-REAL]G|[L]Z|[L/M]H|[L/M]I|[M-REAL]G|[L/M]H|[L]H|[L/M]I|[M-REAL]P|[L]AE|[L]G|[L/M]R|[L]G|[L]G|[L/M]G|[M-REAL]S|[L]G|[L/M]H|[L]W|[L]G|[L/M]I|[L/M]M|[L]X|[L/M]G|[M-REAL]H|[L/M]I|[M-REAL]N|[L/M]O|[L/M]G|[L/M]H|[L]F|[L]AB|[L/M]K|[L]D|[L/M]Q|[M-REAL]t16t3|[L/M]I|[L]P|[L/M]G|[L]AC|[L]AA|[L/M]H|[L]Q|[L]R|[L]N|[L/M]I|[M-REAL]G|[L]T|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[L]P|[L]Y|[L]AD|[L]I|[L]C|[L/M]B
18,"instance_154",1,Yes,"127,991.00","52.00","3,867.00","59.00","51,373.00","0.61","0.33","78.00","0.32","59.00","56,331.00",[L/M]A|[M-REAL]C|[L]AB|[L]AD|[L/M]P|[L]O|[L]AC|[L/M]T|[L]P|[L]AA|[L]H|[L]K|[L]M|[L]AA|[L]AC|[L]AC|[L]R|[L/M]R|[L]AE|[L/M]E|[L/M]G|[M-REAL]H|[L]R|[L]AD|[L/M]I|[L]AD|[L/M]Q|[L]C|[L/M]AA|[M-REAL]AC|[L/M]G|[L/M]N|[M-REAL]O|[L/M]J|[M-REAL]L|[M-REAL]K|[L]I|[L]Q|[L]D|[L/M]AE|[L/M]H|[M-REAL]t7t5|[L]R|[L]B|[L]H|[L]G|[L]P|[L/M]AD|[L/M]AB|[M-REAL]P|[M-REAL]T|[L/M]R|[L/M]Q|[M-REAL]t16t3|[L]Q|[L]Q|[L]P|[L/M]F|[M-REAL]D|[M-REAL]B|[L]AE|[L]AB|[L]AB|[L]T|[L]P|[L]AE|[L]T|[L]AC|[L]AA|[L]T|[L]T
19,"instance_261",1,Yes,"133,302.00","46.00","4,100.00","59.00","46,844.00","0.68","0.41","78.00","0.42","59.00","50,493.00",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]B|[L/M]G|[M-REAL]J|[L]G|[L]E|[L/M]L|[M-REAL]P|[L/M]R|[L]I|[L/M]H|[L/M]I|[L/M]G|[L/M]N|[L/M]H|[L/M]I|[L/M]O|[L]I|[L]H|[L/M]G|[L]J|[L]AE|[L]AC|[L]I|[L/M]H|[L]AB|[L]G|[L/M]I|[L]H|[L]H|[L]G|[L]T|[L/M]G|[L/M]S|[L/M]H|[L]AD|[L/M]Q|[M-REAL]t16t3|[L]H|[L]G|[L]I|[L/M]I|[L/M]G|[M-REAL]H|[L]Q|[L]G|[L]F|[L]R|[L/M]I|[L]I|[L]I|[L]H|[L/M]G|[L]D|[L]H|[L/M]H|[M-REAL]I|[L/M]G|[L]P|[L/M]K|[L]AA|[L]A|[L]C|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]P
20,"instance_426",1,Yes,"112,876.00","49.00","3,777.00","56.00","45,665.00","0.59","0.35","75.00","0.39","56.00","49,008.00",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]J|[L/M]L|[M-REAL]G|[L/M]H|[M-REAL]N|[L/M]O|[L]H|[L/M]I|[L/M]P|[M-REAL]G|[L/M]H|[L]AA|[L/M]I|[L/M]G|[M-REAL]H|[L/M]I|[L]N|[L]A|[L/M]K|[L]B|[L]AB|[L]AC|[L]P|[L]W|[L]E|[L]X|[L]Q|[L/M]G|[L/M]H|[L]AA|[L]AD|[L]P|[L]G|[L]AD|[L/M]R|[L]AC|[L/M]S|[M-REAL]I|[L]C|[L]J|[L/M]G|[L/M]H|[M-REAL]I|[L/M]G|[L/M]Q|[M-REAL]t16t3|[L/M]H|[M-REAL]I|[L]Y|[L]D|[L/M]G|[L]S|[L]AE|[L/M]H|[M-REAL]t7t5|[L]Z|[L]G|[L]Q|[L]R|[L]AB|[L]I|[L]I|[L]R|[L/M]F|[M-REAL]D|[M-REAL]B|[L]I|[L]AE
21,"instance_360",1,Yes,"105,582.00","44.00","3,082.00","56.00","38,562.00","0.65","0.41","75.00","0.46","56.00","42,352.00",[M-REAL]A|[L]AC|[L]X|[L/M]C|[M-REAL]E|[L]I|[L]H|[L]H|[L]H|[L]G|[L/M]G|[L]A|[L/M]H|[L/M]P|[M-REAL]N|[L]P|[L/M]O|[L]AA|[L/M]I|[M-REAL]J|[L]E|[L/M]L|[L]I|[L]I|[L]Q|[L/M]R|[M-REAL]X|[L]H|[L/M]G|[L]R|[L/M]K|[L/M]H|[M-REAL]I|[L]Q|[L]H|[L/M]G|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[L]N|[L/M]I|[L]D|[L]I|[L]AE|[L/M]Y|[L]I|[L/M]G|[M-REAL]H|[L/M]Z|[L/M]W|[M-REAL]Q|[M-REAL]t16t3|[L/M]I|[L]G|[L]AB|[L]J|[L]S|[L]AD|[L/M]G|[L]F|[L/M]H|[L/M]I|[L]G|[L/M]G|[M-REAL]H|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[L/M]B
22,"instance_25",1,Yes,"109,591.00","52.00","4,087.00","56.00","49,267.00","0.57","0.31","75.00","0.29","56.00","52,306.00",[M-REAL]A|[M-REAL]C|[L/M]E|[L/M]G|[M-REAL]J|[M-REAL]L|[L]AC|[L]A|[L]AD|[L/M]K|[L]AB|[L]AE|[L/M]H|[M-REAL]t7t5|[L]AC|[L/M]P|[L]X|[L]AC|[L]M|[L]C|[L]AD|[L]D|[L/M]T|[L]AB|[L]R|[L]T|[L]AA|[L]P|[L]AE|[L]T|[L]Q|[L]Q|[L/M]R|[L]AA|[L]AB|[L/M]Q|[L]Y|[L]R|[L/M]AA|[L/M]AE|[L]Q|[L]P|[L/M]N|[L]AE|[L]Q|[L]R|[L]B|[L]AD|[L]AA|[L/M]AD|[L/M]O|[L]W|[L]S|[L]P|[L]J|[L]AB|[L/M]AC|[M-REAL]AB|[L]Z|[L]R|[L/M]P|[M-REAL]R|[M-REAL]S|[M-REAL]Q|[M-REAL]t16t3|[L/M]F|[M-REAL]D|[M-REAL]B
23,"instance_150",1,Yes,"118,242.00","51.00","4,048.00","56.00","50,985.00","0.60","0.32","75.00","0.27","56.00","54,621.00",[L/M]A|[M-REAL]C|[L]AB|[L/M]P|[L/M]E|[L]P|[L]F|[L]P|[L]AB|[L]I|[L]Y|[L]Q|[L/M]N|[L]AC|[L]D|[L]AD|[L/M]G|[M-REAL]H|[L]AD|[L]G|[L/M]I|[L]H|[L]C|[L]Q|[L]S|[L]AD|[L]R|[L]H|[L]AE|[L]AA|[L]Q|[L]AC|[L/M]G|[L]Z|[L/M]T|[M-REAL]J|[M-REAL]L|[L/M]K|[L]AA|[L/M]H|[L]X|[L/M]O|[L]AC|[L]AE|[L]M|[L]B|[L/M]R|[L]J|[L/M]Q|[M-REAL]t16t3|[M-REAL]I|[L]AE|[L/M]G|[L]P|[L]R|[L]AB|[L]I|[L]R|[L]AA|[L]T|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]W
