Result of replaying M4.tpn on Process 3 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
11,"instance_367",1,Yes,"3,573.00","82.00","257.00","103.00","2,781.00","0.66","0.27","113.00","0.42","103.00","2,938.00",[M-REAL]A|[L]Z|[L/M]C|[M-REAL]t2t4|[L]W|[L/M]E|[M-REAL]M|[M-REAL]O|[M-REAL]N|[L]H|[L]W|[L]X|[L]W|[L/M]F|[L]X|[L]Y|[L]Z|[L/M]W|[L/M]Z|[M-REAL]Y|[L]I|[L/M]X|[L]W|[L/M]E|[L/M]R|[L/M]V|[L/M]S|[L/M]F|[M-REAL]W|[L]Y|[L]O|[L/M]Y|[M-REAL]Z|[L]S|[L/M]X|[L/M]E|[M-REAL]M|[L/M]O|[L/M]N|[L/M]F|[M-REAL]W|[M-REAL]Y|[M-REAL]Z|[L]H|[L]F|[L]J|[L/M]X|[L/M]E|[L/M]M|[L/M]P|[M-REAL]N|[L/M]F|[L]F|[L]T|[L]E|[L]F|[L]N|[L]D|[L]Z|[L/M]W|[L/M]Z|[L]E|[L]G|[L]K|[L/M]Y|[M-REAL]X|[L]H|[L/M]E|[M-REAL]M|[M-REAL]O|[L/M]N|[M-REAL]F|[L/M]W|[L]Y|[L]Z|[L/M]Z|[L]P|[L]G|[L]I|[L]M|[L]G|[L/M]Y|[L/M]X|[L]Z|[L]R|[L]Z|[L]F|[L]Z|[L]Y|[L]Y|[L]W|[L/M]E|[L]B|[L/M]R|[L/M]T|[L]Y|[L/M]S|[L/M]F|[L]H|[L/M]W|[L]X|[L/M]Y|[M-REAL]Z|[L]I|[L]F|[L]M|[L]E|[L/M]X|[L]A|[L/M]E|[L/M]M|[M-REAL]O|[L/M]N|[L]X|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[M-REAL]B|[L]W|[L]X|[L]G|[L]L|[L]G|[L]H|[L]E
12,"instance_436",1,Yes,"3,859.00","85.00","308.00","103.00","3,035.00","0.67","0.25","113.00","0.35","103.00","3,163.00",[L/M]A|[M-REAL]C|[L]AE|[L]F|[L/M]AA|[M-REAL]t26t28|[L]AN|[L]W|[L]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]D|[L]AB|[L/M]AC|[L/M]AD|[L]AK|[L]I|[L]F|[L]AG|[L/M]AE|[L]AE|[L]AD|[L]R|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L]O|[L/M]D|[M-REAL]AK|[L/M]AN|[L/M]AL|[L/M]AO|[L]S|[L/M]AR|[M-REAL]AP|[L/M]C|[L/M]AA|[M-REAL]t26t31|[L/M]AF|[M-REAL]AH|[M-REAL]AG|[M-REAL]t32t27|[L]P|[L/M]AB|[M-REAL]D|[L]Z|[L/M]AK|[M-REAL]AM|[L]W|[L]E|[L/M]AL|[L/M]AO|[L/M]AR|[L/M]AP|[L]N|[L/M]C|[L]E|[L]D|[L]AP|[L]AD|[L]Y|[L]N|[L/M]AA|[M-REAL]t26t28|[M-REAL]AC|[L]Z|[L]E|[L]N|[L]O|[L]M|[L/M]AD|[L]W|[L]Y|[L/M]AE|[L]AI|[L]X|[L/M]AC|[L/M]AD|[L]E|[L]AD|[L]C|[L]W|[L]Y|[L]M|[L]F|[L]E|[L]G|[L]H|[L]F|[L]AC|[L]Y|[L]Z|[L]X|[L]M|[L]AC|[L/M]AE|[L]T|[L]F|[L]D|[L]AK|[L]AM|[L]AL|[L]AO|[L/M]AC|[L/M]AD|[L]C|[L]X|[L]X|[L]AQ|[L/M]AE|[L]AP|[L]AC|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]Z|[L/M]B
13,"instance_10",1,Yes,"3,808.00","76.00","309.00","101.00","2,870.00","0.70","0.32","111.00","0.44","101.00","2,999.00",[L/M]A|[M-REAL]C|[M-REAL]t2t4|[L]Z|[L]F|[L/M]E|[L/M]R|[L/M]U|[L]H|[L/M]S|[L/M]F|[L/M]W|[L/M]Y|[L]U|[L/M]Z|[L/M]X|[L/M]E|[M-REAL]M|[L]E|[L/M]Q|[L/M]N|[L/M]F|[M-REAL]t5t3|[L]F|[L/M]D|[L/M]AK|[L/M]AM|[M-REAL]AL|[L]J|[L/M]AO|[L/M]AR|[M-REAL]AP|[M-REAL]C|[M-REAL]t2t4|[L/M]E|[M-REAL]R|[L]Y|[L]J|[L/M]T|[L]C|[L]G|[L]Y|[L]Z|[L]AL|[L]X|[L]G|[L]F|[L]G|[L/M]S|[L]Z|[L/M]F|[M-REAL]W|[L]S|[L]X|[L/M]Y|[L/M]Z|[L]F|[L]S|[L]R|[L]S|[L]M|[L]M|[L/M]X|[L]W|[L]I|[L]W|[L/M]E|[M-REAL]t4t6|[M-REAL]G|[L]R|[L/M]J|[L/M]H|[L]L|[L]P|[L]V|[L]R|[L/M]L|[L]N|[L/M]G|[M-REAL]I|[L]F|[L/M]H|[L/M]L|[L/M]G|[M-REAL]I|[L]L|[L]R|[L/M]H|[M-REAL]t7t5|[L]Z|[L]I|[L/M]F|[L/M]W|[M-REAL]Z|[M-REAL]Y|[L/M]X|[L/M]E|[L/M]M|[L/M]O|[L]Y|[L]AP|[L]W|[L]Y|[L]W|[L/M]N|[M-REAL]F|[M-REAL]t5t3|[L]X|[L]E|[L]Z|[L]E|[L]E|[L]X|[L]C|[L]Y|[L]T|[L]H|[L]W|[L/M]D|[L/M]B
14,"instance_20",1,Yes,"3,616.00","91.00","282.00","99.00","3,003.00","0.61","0.17","109.00","0.22","99.00","3,100.00",[M-REAL]A|[L]F|[L/M]C|[L/M]AA|[M-REAL]t26t28|[L]AM|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L]Z|[L]AP|[L]L|[L]AB|[L]AO|[L]AR|[L]AP|[L]W|[L]C|[L]H|[L]AA|[L]AF|[L]F|[L/M]D|[L]AG|[L]B|[L]C|[L]AL|[L/M]AK|[M-REAL]AM|[L/M]AL|[L/M]AO|[M-REAL]AQ|[L]U|[L]Z|[L]AB|[L]E|[L]AN|[L]G|[L]F|[L]AO|[L]N|[L]F|[L]Z|[L]Y|[L]G|[L]W|[L]Y|[L]AK|[L]E|[L]E|[L]G|[L]M|[L]L|[L]G|[L/M]AP|[L]D|[L]A|[L]AL|[L]Y|[L]X|[L]E|[L]AD|[L]AQ|[L]S|[L/M]C|[M-REAL]t2t4|[L]O|[L]H|[L]AR|[L]AA|[L]H|[L]K|[L]X|[L/M]E|[M-REAL]t4t6|[L/M]G|[M-REAL]I|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[L/M]W|[L/M]Y|[L]AK|[L/M]Z|[L]X|[L]I|[L]AI|[L]K|[L]F|[L/M]X|[L/M]E|[L]AC|[L/M]R|[L/M]T|[L/M]S|[M-REAL]F|[M-REAL]t5t3|[L]D|[L]K|[L]AM|[L/M]D|[M-REAL]B|[L]K|[L]W|[L]Y|[L]AD|[L]R|[L]W|[L]Z|[L]X|[L]H|[L]F
15,"instance_12",1,Yes,"3,355.00","76.00","291.00","97.00","2,596.00","0.70","0.29","107.00","0.38","97.00","2,738.00",[L/M]A|[L/M]C|[M-REAL]t2t4|[L/M]E|[M-REAL]R|[L/M]T|[M-REAL]S|[L]M|[L]Y|[L]R|[L]K|[L]H|[L/M]F|[L/M]W|[L/M]Y|[L/M]Z|[M-REAL]X|[L]L|[L/M]E|[M-REAL]M|[L]G|[L]G|[L]H|[L]L|[L]D|[L]Y|[L]W|[L]H|[L]F|[L]Z|[L]AK|[L/M]O|[L/M]N|[L]O|[L]X|[L]G|[L]E|[L]Y|[L]E|[L]M|[L/M]F|[L]X|[L]G|[L]I|[L]H|[L]G|[L/M]W|[L]I|[L/M]Z|[L]U|[L]E|[L]C|[L]W|[L]W|[L]H|[L]F|[L/M]Y|[L]S|[L/M]X|[L/M]E|[M-REAL]M|[L]J|[L/M]O|[L/M]N|[L]AL|[L]Z|[L]J|[L]Y|[L/M]F|[M-REAL]t5t3|[L]C|[L]M|[L]P|[L]F|[L]E|[L/M]D|[L/M]AK|[L]AM|[L]AQ|[L]AP|[L]N|[L]X|[L/M]AM|[L/M]AL|[L/M]AO|[L]X|[L]D|[L]Z|[L]R|[L]F|[L/M]AQ|[L/M]AP|[M-REAL]C|[M-REAL]t2t4|[L/M]E|[M-REAL]R|[M-REAL]T|[L]X|[L/M]S|[L/M]F|[L/M]W|[M-REAL]Y|[L/M]Z|[M-REAL]X|[L/M]E|[L/M]M|[M-REAL]O|[L/M]N|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L]AO|[L/M]B
16,"instance_399",1,Yes,"3,298.00","79.00","326.00","89.00","2,602.00","0.59","0.20","99.00","0.38","89.00","2,738.00",[M-REAL]A|[L]AD|[L/M]C|[M-REAL]AA|[M-REAL]t26t31|[M-REAL]AF|[L]B|[L]O|[L/M]AI|[L/M]AG|[M-REAL]t32t27|[L]AI|[L/M]AB|[L]AR|[L]AA|[L/M]D|[M-REAL]AK|[L]D|[L/M]AN|[L]AA|[L/M]AL|[L/M]AO|[L]AO|[L/M]AR|[L/M]AP|[M-REAL]C|[L]H|[L/M]AA|[M-REAL]t26t28|[L/M]AC|[M-REAL]AD|[L]AN|[L]A|[L]E|[L/M]AE|[L]AO|[L]AP|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L]AD|[L]D|[L]AJ|[L/M]AK|[L]F|[L]I|[L]AR|[L]AP|[L]AG|[L]F|[L]G|[L]AO|[L/M]AN|[L]AA|[L]H|[L]F|[L]AL|[L]AK|[L/M]AL|[M-REAL]AO|[L]Y|[L]AK|[L/M]AQ|[M-REAL]AP|[L/M]C|[M-REAL]AA|[M-REAL]t26t31|[L/M]AF|[L/M]AH|[M-REAL]AG|[M-REAL]t32t27|[L]AN|[L]AL|[L/M]AB|[L/M]D|[L/M]AK|[L/M]AN|[L/M]AL|[L/M]AO|[M-REAL]AQ|[L]AB|[L/M]AP|[L]C|[L]E|[L]J|[L]G|[L]D|[L]C|[L/M]C|[M-REAL]t2t4|[L]W|[L]Z|[L]X|[L/M]E|[L/M]M|[M-REAL]O|[L]AF|[L/M]N|[M-REAL]F|[M-REAL]t5t3|[M-REAL]D|[M-REAL]B|[L]AG|[L]AQ|[L]AP|[L]C|[L]AF|[L]AG|[L]AF|[L]AH|[L]AK
17,"instance_1",1,Yes,"4,081.00","72.00","419.00","97.00","2,943.00","0.74","0.33","107.00","0.40","97.00","3,118.00",[L]E|[L/M]A|[M-REAL]C|[M-REAL]t2t4|[M-REAL]E|[L]Z|[L]G|[L/M]M|[L]E|[L/M]Q|[L/M]N|[L]AA|[L/M]F|[L/M]W|[L]F|[L/M]Y|[L/M]Z|[L/M]X|[L/M]E|[M-REAL]t4t6|[M-REAL]G|[L]E|[L/M]K|[L]D|[L/M]H|[L/M]L|[L/M]G|[L]M|[L/M]I|[L/M]H|[M-REAL]t7t5|[L]U|[L/M]F|[L/M]W|[L/M]Z|[M-REAL]Y|[L]AP|[L/M]X|[M-REAL]E|[L/M]R|[L/M]U|[L/M]S|[L/M]F|[M-REAL]W|[L]Y|[L/M]Y|[M-REAL]Z|[L/M]X|[L]C|[L/M]E|[L/M]M|[L/M]O|[L/M]N|[L/M]F|[M-REAL]W|[L]AK|[L/M]Y|[L]AQ|[L]AB|[L]E|[L]AC|[L]AC|[L]R|[L]S|[L]F|[L]C|[L]AD|[L]Z|[L]N|[L]AC|[L]E|[L]O|[L]P|[L/M]Z|[L]AO|[L/M]X|[M-REAL]E|[L]W|[L]AD|[L]W|[L/M]M|[L]N|[L]X|[L]Y|[L]Z|[L]F|[L]W|[L/M]P|[L/M]N|[L]M|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L]W|[L/M]B|[L]AM|[L]AL|[L]W|[L]Z|[L]Y|[L]X|[L]D|[L]AE|[L]AD|[L]AE|[L]X|[L]E|[L]AE|[L]AD|[L]AC|[L]Y
18,"instance_16",1,Yes,"3,161.00","73.00","253.00","92.00","2,498.00","0.69","0.28","102.00","0.38","92.00","2,620.00",[M-REAL]A|[M-REAL]C|[L]H|[L]V|[L/M]AA|[M-REAL]t26t28|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]AK|[M-REAL]AM|[M-REAL]AL|[L]W|[L]AD|[L]M|[L/M]AO|[L]H|[L]K|[L/M]AQ|[L]F|[L/M]AP|[M-REAL]C|[M-REAL]t2t4|[M-REAL]E|[M-REAL]t4t6|[L]X|[L/M]G|[L]H|[L/M]I|[L]Z|[L/M]H|[L]G|[L]I|[L]I|[L]L|[L]L|[L]J|[L]J|[L]AL|[L]J|[L/M]L|[L]E|[L]N|[L]H|[L/M]G|[L/M]I|[L]G|[L]J|[L/M]H|[L/M]L|[L/M]G|[L]Y|[L/M]I|[L/M]H|[L/M]L|[L]G|[L/M]G|[M-REAL]I|[L]L|[L/M]H|[L/M]L|[L/M]G|[L]E|[L]A|[L]AM|[L]L|[L]D|[L/M]J|[L/M]H|[L/M]L|[L]L|[L]W|[L/M]G|[M-REAL]I|[L/M]H|[L]X|[L]C|[L]G|[L]Z|[L]O|[L/M]L|[L]F|[L]W|[L]Y|[L]S|[L]G|[L/M]G|[L]X|[L]H|[L]R|[L]G|[L/M]K|[L/M]H|[M-REAL]t7t5|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L]F|[L]Z|[L]E|[L]K|[L]E|[L]H|[L]C|[L]Y|[L/M]B
19,"instance_159",1,Yes,"3,177.00","67.00","258.00","90.00","2,347.00","0.70","0.33","100.00","0.44","90.00","2,496.00",[L]AO|[L]AK|[L/M]A|[M-REAL]C|[M-REAL]AA|[M-REAL]t26t31|[L]AD|[L/M]AF|[L]AL|[L/M]AI|[L/M]AG|[M-REAL]t32t27|[L/M]AB|[L/M]D|[L]AL|[L/M]AK|[L/M]AM|[M-REAL]AL|[L]AA|[L]B|[L/M]AO|[L/M]AQ|[L/M]AP|[L/M]C|[L/M]AA|[M-REAL]t26t28|[M-REAL]AC|[L]AN|[L]AA|[L]C|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]D|[L/M]AC|[M-REAL]AD|[L]M|[L/M]AE|[L]AR|[L]AP|[L]C|[L]AB|[L]F|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]AM|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]AB|[L]AP|[L]D|[L]D|[L/M]AC|[L]AR|[L]AF|[L]C|[L]C|[L]AG|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L]AL|[L]AG|[L]AD|[L/M]D|[L/M]AK|[M-REAL]AM|[L/M]AL|[L]AK|[L]AC|[L]AC|[L/M]AO|[L]AI|[L]AM|[L/M]AQ|[L/M]AP|[L/M]C|[L]E|[L]AK|[L]AH|[L]O|[L]N|[L]AO|[L]AP|[L]AO|[L/M]AA|[M-REAL]t26t28|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L]AL|[L]AE|[L]AA|[L]AR|[L]AJ|[L]AF|[L]AN|[L/M]AB|[L/M]D|[M-REAL]B
20,"instance_18",1,Yes,"3,503.00","83.00","308.00","95.00","2,894.00","0.67","0.21","105.00","0.25","95.00","2,999.00",[M-REAL]A|[L]AJ|[L/M]C|[M-REAL]t2t4|[L]AA|[L/M]E|[M-REAL]t4t6|[M-REAL]G|[L]T|[L]AG|[L]AG|[L]AI|[L]Z|[L/M]K|[L]AK|[L]AQ|[L]AL|[L]Y|[L]AO|[L]AR|[L]AP|[L]C|[L/M]H|[L]AA|[L]AF|[L]AK|[L]AH|[L]F|[L]A|[L]AF|[L]AB|[L]H|[L]AP|[L/M]L|[L]G|[L]AL|[L]W|[L]E|[L]F|[L]U|[L]S|[L]AG|[L]AB|[L/M]G|[L]E|[L]D|[L]X|[L/M]J|[L/M]H|[M-REAL]L|[L]AN|[L/M]G|[L/M]I|[L/M]H|[M-REAL]t7t5|[L/M]F|[M-REAL]W|[L]C|[L/M]Z|[L/M]Y|[L]E|[L/M]X|[L]R|[L]M|[L]N|[L]W|[L]I|[L]W|[L]Z|[L]K|[L/M]E|[M-REAL]t4t6|[L]X|[L]AF|[L]G|[L/M]G|[M-REAL]I|[L]S|[L/M]H|[L]F|[L]R|[L]D|[L]Y|[L]X|[L]P|[L]Y|[L]L|[L]AN|[L]AO|[L/M]L|[L/M]G|[L]D|[L]AH|[L]W|[L]Z|[L]H|[L]L|[L/M]J|[L/M]H|[M-REAL]t7t5|[L]G|[L]J|[L]L|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L/M]B
21,"instance_201",1,Yes,"3,527.00","73.00","276.00","86.00","2,743.00","0.64","0.24","96.00","0.34","86.00","2,830.00",[L/M]A|[L]AL|[L/M]C|[L/M]AA|[M-REAL]t26t28|[M-REAL]AC|[L]AA|[L]E|[L]AO|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]AR|[L/M]D|[L/M]AK|[L/M]AN|[L/M]AL|[L]AK|[L/M]AO|[L/M]AQ|[L/M]AP|[L/M]C|[M-REAL]t2t4|[M-REAL]E|[M-REAL]t4t6|[L]AC|[L/M]G|[L]H|[L]L|[L/M]K|[L]G|[L]B|[L/M]H|[L/M]L|[L/M]G|[L/M]K|[L/M]H|[M-REAL]t7t5|[L]D|[L]AQ|[L]H|[L]H|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L]AB|[L]I|[L]H|[L]M|[L/M]AK|[L]AK|[L/M]AM|[L/M]AL|[M-REAL]AO|[L/M]AQ|[L]AP|[L]P|[L]G|[L]I|[L]AO|[L]F|[L]AD|[L]W|[L]Y|[L]Z|[L]X|[L]AC|[L]F|[L/M]AP|[L]AM|[L]G|[L/M]C|[M-REAL]AA|[M-REAL]t26t28|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L]J|[L]G|[L]N|[L]C|[L]AA|[L]E|[L]K|[L]D|[L/M]AB|[L/M]D|[M-REAL]B|[L]D|[L]AN|[L]E|[L]AO|[L]L|[L]AB|[L]AP|[L]C|[L]AC|[L]AL|[L]AE|[L]AD|[L]L|[L]AD
22,"instance_349",1,Yes,"3,178.00","79.00","289.00","91.00","2,596.00","0.68","0.22","101.00","0.25","91.00","2,702.00",[M-REAL]A|[M-REAL]C|[M-REAL]t2t4|[M-REAL]E|[M-REAL]R|[M-REAL]T|[L]L|[L]H|[L]G|[L/M]S|[L/M]F|[L]H|[L]H|[L/M]W|[L/M]Y|[L]X|[L/M]Z|[L/M]X|[L]D|[L/M]E|[M-REAL]t4t6|[L]Y|[L]Z|[L]E|[L]A|[L]X|[L]L|[L]F|[L]J|[L]L|[L]H|[L]G|[L]G|[L]Z|[L]F|[L]Z|[L]W|[L]I|[L]Y|[L/M]G|[L/M]I|[M-REAL]H|[L]AK|[L/M]L|[L]K|[L]E|[L]N|[L]W|[L]G|[L]I|[L]X|[L]W|[L/M]G|[L/M]I|[L/M]H|[L/M]L|[L]U|[L]H|[L]B|[L]F|[L]E|[L]Y|[L]H|[L]E|[L]G|[L]K|[L]C|[L/M]G|[L/M]I|[L]AL|[L/M]H|[L]H|[L]X|[L]AN|[L]AQ|[L]AP|[L]C|[L/M]L|[L]AO|[L]F|[L]H|[L/M]G|[L/M]J|[L/M]H|[M-REAL]t7t5|[L]G|[L]I|[L]G|[L/M]F|[M-REAL]t5t3|[L]W|[L]E|[L]Z|[L]R|[L/M]D|[M-REAL]B|[L]M|[L]O|[L]Y|[L]F|[L]E|[L]I
23,"instance_285",1,Yes,"3,118.00","75.00","250.00","87.00","2,426.00","0.66","0.23","97.00","0.29","87.00","2,521.00",[L]G|[L/M]A|[L/M]C|[M-REAL]t2t4|[L]L|[L]AB|[L/M]E|[L/M]M|[L/M]P|[M-REAL]N|[M-REAL]F|[M-REAL]W|[L/M]Y|[M-REAL]Z|[L]E|[L/M]X|[L]X|[L]AO|[L]G|[L]F|[L]C|[L/M]E|[M-REAL]R|[L]H|[L/M]T|[L/M]S|[L/M]F|[L]AD|[L]H|[L]Y|[L]X|[L]H|[L]V|[L]B|[L]T|[L]R|[L]K|[L]Y|[L/M]W|[L]S|[L]L|[L/M]Z|[M-REAL]Y|[L]K|[L]W|[L/M]X|[L/M]E|[L/M]M|[L/M]Q|[L]Z|[L]E|[L]I|[L]F|[L]N|[L/M]N|[L]Y|[L]W|[L]F|[L]G|[L]E|[L]G|[L]K|[L]X|[L/M]F|[M-REAL]W|[L]Z|[L]AQ|[L]Z|[L]F|[L]Y|[L/M]Y|[L]AL|[L]H|[L]L|[L]H|[L]AP|[L]J|[L]W|[L]D|[L]W|[L/M]Z|[L]S|[L/M]X|[M-REAL]E|[L/M]R|[M-REAL]T|[M-REAL]S|[L/M]F|[M-REAL]t5t3|[L/M]D|[M-REAL]B|[L]AN|[L]W|[L]E|[L]G|[L]R|[L]Z|[L]AA|[L]AC|[L]AK
24,"instance_303",1,Yes,"2,935.00","80.00","270.00","92.00","2,407.00","0.73","0.22","102.00","0.21","92.00","2,493.00",[L/M]A|[L]AD|[L]R|[L]AA|[L]AM|[L]AA|[L]V|[L]AB|[L]AQ|[L]AB|[L]AK|[L]C|[L]D|[L/M]C|[L]AL|[L]AP|[L]AD|[L/M]AA|[M-REAL]t26t31|[L]AC|[L]AP|[L]AE|[L]AB|[L/M]AF|[L]D|[L]AL|[L]E|[L]Y|[L]AL|[L]AO|[L]AI|[L]AF|[L]F|[L]C|[L]F|[L]C|[L]AR|[L]AJ|[L/M]AH|[L]AM|[L/M]AG|[M-REAL]t32t27|[M-REAL]AB|[L]R|[L]D|[L]AG|[L]AR|[L]C|[L/M]D|[L/M]AK|[L/M]AM|[L/M]AL|[L]D|[L]S|[L]AC|[L]AP|[L]AM|[L]E|[L]AJ|[L]AG|[L]S|[L]Z|[L]D|[L]AO|[L]X|[L]AB|[L]AM|[L]U|[L]S|[L]AP|[L]AO|[L]W|[L]AL|[L/M]AO|[L/M]AR|[L]V|[L/M]AP|[L]AO|[L]E|[L]AF|[L]AH|[L]F|[L]AK|[L]AK|[L]AD|[L/M]C|[L/M]AA|[M-REAL]t26t31|[L]AK|[L]AQ|[L]AC|[L/M]AF|[L/M]AI|[L/M]AG|[M-REAL]t32t27|[M-REAL]AB|[M-REAL]D|[L]R|[L/M]B
25,"instance_379",1,Yes,"2,949.00","73.00","243.00","82.00","2,306.00","0.66","0.21","92.00","0.23","82.00","2,409.00",[M-REAL]A|[L]D|[L]Y|[L]M|[L/M]C|[M-REAL]t2t4|[L/M]E|[L]F|[L/M]R|[M-REAL]T|[L]N|[L]AN|[L]R|[L]W|[L/M]S|[L/M]F|[M-REAL]W|[L]AP|[L]AR|[L/M]Y|[M-REAL]Z|[L/M]X|[L]X|[L/M]E|[M-REAL]M|[L]C|[L]AN|[L/M]P|[L]C|[L]AD|[L/M]N|[L/M]F|[L]D|[L]AK|[L]AL|[L]AP|[L]C|[L]AM|[L]B|[L]N|[L]AB|[L]AB|[L]F|[L/M]W|[L]D|[L]AO|[L]E|[L]E|[L]AQ|[L/M]Y|[L]AC|[L]AD|[L]AA|[L]Z|[L]AK|[L]AC|[L]AO|[L]AO|[L]N|[L]W|[L]AL|[L]T|[L]S|[L]W|[L]Z|[L]M|[L]M|[L/M]Z|[L]Q|[L]T|[L]F|[L]AP|[L]Z|[L/M]X|[L]E|[L/M]E|[L]P|[L]X|[L]A|[L]AL|[L]D|[L]Y|[L]AK|[L/M]M|[L/M]O|[M-REAL]N|[L]AA|[L]AQ|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[M-REAL]B
26,"instance_449",1,Yes,"2,824.00","65.00","218.00","75.00","2,138.00","0.61","0.24","85.00","0.36","75.00","2,214.00",[M-REAL]A|[M-REAL]C|[M-REAL]t2t4|[L]D|[L]G|[L/M]E|[L/M]M|[L/M]Q|[L]O|[L/M]N|[L]Z|[L/M]F|[M-REAL]W|[L]AK|[L]P|[L/M]Z|[L]J|[L]X|[L/M]Y|[M-REAL]X|[L/M]E|[L/M]M|[M-REAL]O|[L/M]N|[L/M]F|[M-REAL]t5t3|[L]F|[L]S|[L]M|[L/M]D|[M-REAL]AK|[L]F|[L/M]AM|[L/M]AL|[L]Z|[L/M]AO|[M-REAL]AQ|[L]D|[L/M]AP|[L]X|[L/M]C|[M-REAL]t2t4|[M-REAL]E|[L/M]R|[L]C|[L/M]T|[M-REAL]S|[L]AQ|[L/M]F|[L]W|[L/M]W|[L]C|[L]E|[L]M|[L]N|[L]F|[L]F|[L/M]Y|[L/M]Z|[M-REAL]X|[L]I|[L]E|[L]AO|[L/M]E|[M-REAL]M|[L]L|[L]AQ|[L]AP|[L/M]O|[L]E|[L]W|[L]A|[L]X|[L]AL|[L/M]N|[M-REAL]F|[M-REAL]t5t3|[M-REAL]D|[L]E|[L]H|[L]G|[L/M]B|[L]Y|[L]N|[L]H|[L]O|[L]Y|[L]AN|[L]M|[L]X|[L]W|[L]AK
27,"instance_13",1,Yes,"2,880.00","69.00","272.00","79.00","2,294.00","0.65","0.22","89.00","0.28","79.00","2,383.00",[L/M]A|[M-REAL]C|[M-REAL]AA|[M-REAL]t26t28|[M-REAL]AC|[L]S|[L]X|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]AK|[L/M]AN|[L/M]AL|[L/M]AO|[L]W|[L/M]AQ|[L]F|[L]AA|[L]AA|[L]R|[L]Y|[L]D|[L]AD|[L]T|[L]AC|[L]AD|[L]AE|[L]AC|[L]AD|[L]W|[L]X|[L]T|[L]R|[L]AN|[L/M]AP|[L]AO|[L]AP|[L]AP|[L]D|[L]E|[L]E|[L]M|[L]AL|[L]AR|[L]F|[L]F|[L]C|[L]AC|[L/M]C|[M-REAL]t2t4|[L]Z|[L/M]E|[M-REAL]R|[L]AK|[L/M]T|[L/M]S|[L/M]F|[M-REAL]W|[L]AC|[L]AK|[L/M]Z|[L/M]Y|[M-REAL]X|[L]N|[L]AL|[L]C|[L]C|[L/M]E|[L/M]M|[L/M]P|[L/M]N|[L]AR|[L]AB|[L]Y|[L]X|[L]E|[L]R|[L]AE|[L]AO|[L]AB|[L]W|[L]Z|[L]D|[L]Q|[L/M]F|[M-REAL]t5t3|[M-REAL]D|[L]AN|[L/M]B|[L]S
28,"instance_166",1,Yes,"2,989.00","79.00","249.00","84.00","2,479.00","0.63","0.16","94.00","0.14","84.00","2,583.00",[L]H|[L]AL|[L]AA|[L]AF|[L]AI|[L]AD|[L]AB|[L]AD|[L]S|[L]D|[L]AB|[L]AL|[L]AQ|[L]AO|[L]AC|[L]AP|[L]G|[L]E|[L]R|[L]V|[L]F|[L]AL|[L]D|[L]D|[L]AM|[L]AC|[L]AP|[L]AO|[L]AB|[L]AC|[L]AP|[L]C|[L]AD|[L]AR|[L]K|[L]C|[L/M]A|[L]F|[L]AK|[L]AK|[L]AM|[L]AO|[L]AN|[L]AM|[L/M]C|[L/M]AA|[M-REAL]t26t28|[L/M]AC|[L]AE|[L]C|[L]D|[L]AK|[L]D|[L]AL|[L]AP|[L]AL|[L]AO|[L]C|[L/M]AD|[M-REAL]AE|[L/M]AC|[L]AN|[L]B|[L]AE|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]E|[L]F|[L/M]AD|[L]AR|[L/M]AE|[L]AG|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L]V|[L]AR|[L]AK|[L]AA|[L]AK|[L]AO|[L/M]D|[M-REAL]B|[L]AP|[L]C|[L]AQ|[L]E|[L]R|[L]S
