Result of replaying M8.tpn on Process 1 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
23,"instance_51",1,Yes,"1,336.00","34.00","54.00","68.00","857.00","0.83","0.55","76.00","0.63","68.00","966.00",[L]I|[L/M]A|[L/M]C|[M-REAL]I|[L]D|[L]C|[L/M]M|[L/M]K|[L/M]L|[L]C|[L/M]J|[M-REAL]D|[L/M]N|[L]D|[L/M]O|[L]I|[L/M]C|[L/M]E|[L/M]H|[L]H|[L]E|[L]N|[L]N|[L]J|[L]O|[L]E|[L/M]G|[L]H|[L/M]F|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]M|[L/M]K|[L/M]L|[M-REAL]J|[L/M]D|[L/M]N|[L]N|[L]N|[L/M]O|[M-REAL]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]K|[L]F|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L/M]L|[L/M]M|[L]C|[L/M]J|[L/M]D|[M-REAL]N|[L/M]O|[L]O|[L]D|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[L/M]J|[L]N|[L]G|[L]G|[L]F|[L/M]D|[L/M]B
24,"instance_188",1,Yes,"998.00","30.00","50.00","61.00","636.00","0.79","0.57","69.00","0.69","61.00","755.00",[M-REAL]A|[L]N|[L/M]C|[M-REAL]I|[L/M]K|[L/M]M|[L/M]L|[L]K|[L/M]J|[L]I|[L/M]D|[M-REAL]N|[M-REAL]O|[L]E|[L/M]C|[L]O|[L/M]I|[M-REAL]K|[L/M]M|[M-REAL]L|[L]N|[L/M]J|[L/M]D|[L/M]N|[L]F|[L/M]O|[L/M]C|[L]L|[L]O|[L/M]I|[L]G|[L]F|[L]N|[L]H|[L]D|[L]C|[L]I|[L/M]K|[L/M]L|[M-REAL]M|[L]D|[L/M]J|[L/M]D|[M-REAL]N|[L]A|[L/M]O|[L/M]C|[M-REAL]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[M-REAL]D|[L]M|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]B
25,"instance_470",1,Yes,"1,394.00","39.00","43.00","58.00","953.00","0.73","0.41","66.00","0.52","58.00","1,018.00",[L/M]A|[M-REAL]C|[L]H|[L]K|[L/M]E|[L/M]H|[M-REAL]G|[L/M]F|[L]F|[L]O|[L]N|[L]D|[L]M|[L]B|[L]C|[L]K|[L]C|[L]C|[L]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]D|[L/M]G|[M-REAL]H|[L/M]F|[M-REAL]D|[L]H|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]L|[L/M]L|[M-REAL]K|[M-REAL]M|[L/M]J|[L]G|[L/M]D|[L/M]N|[L]E|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]G|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]I|[L/M]E|[L]M|[L]C|[L]N|[L]F|[L]D|[L]O|[L/M]H|[L]D|[L/M]G|[L]E|[L/M]F|[M-REAL]D|[M-REAL]B
26,"instance_289",1,Yes,"988.00","37.00","42.00","53.00","658.00","0.72","0.39","61.00","0.49","53.00","759.00",[M-REAL]A|[L]M|[L/M]C|[M-REAL]I|[L/M]L|[L]J|[L/M]M|[L]L|[L]N|[L]J|[L]N|[L/M]K|[L]O|[L]A|[L/M]J|[L]M|[L]L|[L/M]D|[M-REAL]N|[M-REAL]O|[L]K|[L]I|[L]F|[L]G|[L/M]C|[M-REAL]I|[L/M]M|[L/M]K|[L/M]L|[L]D|[L/M]J|[L/M]D|[L]D|[L]O|[L]E|[L]H|[L]O|[L]I|[L]K|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]C|[L/M]K|[M-REAL]M|[L/M]L|[L/M]J|[M-REAL]D|[L/M]N|[L/M]O|[L]C|[L]I|[L/M]C|[L/M]I|[M-REAL]K|[M-REAL]L|[L/M]M|[M-REAL]J|[L]D|[L/M]D|[L]N|[L/M]B
27,"instance_254",1,Yes,"1,279.00","22.00","41.00","51.00","781.00","0.78","0.63","59.00","0.78","51.00","865.00",[L/M]A|[L/M]C|[L/M]E|[L]O|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L]K|[L/M]I|[L]O|[L/M]K|[L/M]M|[M-REAL]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]N|[L]M|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]L|[L/M]O|[L/M]C|[L/M]I|[L]H|[L/M]M|[L/M]K|[M-REAL]L|[L/M]J|[L/M]D|[M-REAL]N|[M-REAL]O|[L/M]C|[L]N|[L/M]E|[L]L|[L/M]G|[M-REAL]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L/M]I|[M-REAL]K|[M-REAL]M|[L/M]L|[L/M]J|[M-REAL]D|[L]C|[L/M]B
28,"instance_402",1,Yes,"695.00","27.00","27.00","52.00","445.00","0.79","0.55","60.00","0.65","52.00","548.00",[M-REAL]A|[L]B|[L/M]C|[L/M]E|[L]C|[L/M]G|[M-REAL]H|[L]N|[L/M]F|[M-REAL]D|[M-REAL]N|[L/M]O|[L]H|[L]K|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L]O|[L]C|[L]M|[L]L|[L]N|[L]M|[L]I|[L]J|[L/M]K|[L]M|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L/M]I|[L]O|[L]D|[L/M]K|[M-REAL]M|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[M-REAL]B|[L]A
29,"instance_129",1,Yes,"419.00","12.00","10.00","53.00","186.00","0.89","0.80","61.00","0.89","53.00","334.00",[L/M]A|[M-REAL]C|[L]O|[L/M]I|[L/M]M|[L]M|[L/M]L|[L/M]K|[M-REAL]J|[L]N|[L/M]D|[L/M]N|[M-REAL]O|[L]C|[L/M]C|[M-REAL]I|[L/M]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[M-REAL]N|[L]J|[L]I|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]L|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L/M]B
30,"instance_128",1,Yes,"884.00","20.00","30.00","48.00","563.00","0.79","0.64","56.00","0.79","48.00","662.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L]G|[L]E|[L/M]D|[L]G|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]F|[L/M]H|[M-REAL]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]G|[M-REAL]H|[L/M]F|[L]F|[L/M]D|[L]H|[L]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]E|[L]N|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]N|[L]E|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L]F|[L/M]H|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[M-REAL]F|[M-REAL]D|[L/M]B
31,"instance_238",1,Yes,"720.00","16.00","23.00","48.00","427.00","0.83","0.71","56.00","0.83","48.00","534.00",[L/M]A|[L/M]C|[L/M]E|[L]F|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L]D|[L/M]N|[L]E|[L/M]O|[L/M]C|[M-REAL]E|[L/M]G|[M-REAL]H|[L/M]F|[M-REAL]D|[L/M]N|[L/M]O|[L]O|[L/M]C|[L]G|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L]H|[L/M]H|[M-REAL]G|[L/M]F|[M-REAL]D|[M-REAL]N|[L/M]O|[L]N|[L/M]C|[L]D|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
32,"instance_358",1,Yes,"1,182.00","26.00","39.00","52.00","724.00","0.88","0.57","60.00","0.58","52.00","805.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L]I|[L/M]O|[L/M]C|[L/M]E|[L]N|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L]I|[L]C|[L]K|[L]D|[L]L|[L]K|[L]J|[L]L|[L]O|[L/M]O|[L/M]C|[M-REAL]I|[L]N|[L]D|[L/M]K|[L]M|[L]J|[L]D|[L]K|[L]I|[L/M]M|[L]O|[L/M]L|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L]B|[L]M|[L/M]M|[L/M]L|[L/M]J|[M-REAL]D|[M-REAL]B|[L]C
33,"instance_141",1,Yes,"880.00","24.00","31.00","42.00","578.00","0.71","0.52","50.00","0.71","42.00","646.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L]J|[L/M]G|[M-REAL]F|[L]O|[L/M]D|[L]C|[L/M]N|[L/M]O|[M-REAL]C|[L]D|[L]F|[L/M]I|[L/M]K|[L/M]L|[L/M]M|[M-REAL]J|[L]K|[L/M]D|[L/M]N|[M-REAL]O|[M-REAL]C|[L]F|[L]G|[L]F|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L]E|[L/M]C|[M-REAL]E|[M-REAL]G|[L/M]H|[M-REAL]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]J|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[M-REAL]J|[M-REAL]D|[L]C|[L/M]B
34,"instance_147",1,Yes,"878.00","22.00","25.00","43.00","543.00","0.74","0.57","51.00","0.74","43.00","628.00",[L/M]A|[L/M]C|[L/M]I|[L]O|[L/M]K|[M-REAL]M|[M-REAL]L|[L]G|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]M|[L/M]C|[L/M]E|[L]L|[L/M]H|[M-REAL]G|[L]C|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]J|[L]O|[L]M|[L/M]I|[L/M]M|[L/M]L|[M-REAL]K|[L/M]J|[M-REAL]D|[L]L|[L/M]N|[M-REAL]O|[L]K|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L/M]I|[L]D|[L/M]K|[M-REAL]L|[M-REAL]M|[M-REAL]J|[L/M]D|[L/M]B
35,"instance_496",1,Yes,"854.00","20.00","32.00","42.00","521.00","0.76","0.60","50.00","0.76","42.00","601.00",[L/M]A|[L]N|[L]D|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L]M|[L/M]D|[L]H|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]H|[L/M]G|[L]L|[L/M]F|[M-REAL]D|[M-REAL]N|[L]B|[L]K|[L/M]O|[L/M]C|[L]L|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L]D|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[M-REAL]L|[M-REAL]M|[L]D|[L/M]J|[M-REAL]D|[M-REAL]B
36,"instance_368",1,Yes,"821.00","16.00","21.00","42.00","486.00","0.81","0.68","50.00","0.81","42.00","568.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L]O|[L/M]C|[L/M]I|[L/M]L|[M-REAL]K|[M-REAL]M|[L]C|[L]D|[L/M]J|[L/M]D|[L/M]N|[M-REAL]O|[L]M|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[M-REAL]F|[M-REAL]D|[L/M]N|[L]J|[L]F|[L/M]O|[L/M]C|[L/M]I|[L/M]K|[L/M]M|[L/M]L|[M-REAL]J|[L/M]D|[L]G|[L/M]N|[L/M]O|[M-REAL]C|[L]K|[L/M]E|[M-REAL]G|[L/M]H|[L/M]F|[L/M]D|[L/M]B
37,"instance_42",1,Yes,"791.00","32.00","23.00","42.00","547.00","0.69","0.36","50.00","0.43","42.00","609.00",[L/M]A|[L/M]C|[M-REAL]I|[L]N|[L/M]L|[L]O|[L]L|[L/M]K|[M-REAL]M|[M-REAL]J|[L]I|[L]B|[L/M]D|[L/M]N|[L]N|[L]C|[L]K|[L]G|[L]H|[L]F|[L]F|[L]C|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L]H|[L/M]F|[M-REAL]D|[M-REAL]N|[L/M]O|[L/M]C|[L]E|[L]G|[L]N|[L]D|[L]D|[L]O|[L/M]I|[L]M|[L]E|[L/M]M|[M-REAL]K|[M-REAL]L|[L]D|[L/M]J|[L/M]D|[M-REAL]B|[L]J
38,"instance_199",1,Yes,"717.00","14.00","17.00","43.00","391.00","0.84","0.73","51.00","0.84","43.00","479.00",[L/M]A|[L/M]C|[L/M]I|[L/M]M|[L/M]K|[L/M]L|[L/M]J|[L/M]D|[L]D|[L/M]N|[L]K|[L/M]O|[L/M]C|[M-REAL]E|[L/M]H|[L/M]G|[L]H|[L/M]F|[M-REAL]D|[L/M]N|[L]E|[L]N|[L/M]O|[L]K|[L/M]C|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[M-REAL]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]H|[M-REAL]G|[L/M]F|[L]G|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L/M]B
39,"instance_261",1,Yes,"915.00","23.00","34.00","42.00","576.00","0.79","0.54","50.00","0.62","42.00","639.00",[L]J|[L/M]A|[M-REAL]C|[L/M]I|[L]H|[L/M]M|[L]O|[L/M]L|[L/M]K|[M-REAL]J|[L]K|[L]C|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]H|[L]I|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L/M]C|[L/M]E|[L]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[M-REAL]N|[L]M|[L/M]O|[M-REAL]C|[M-REAL]E|[L]O|[L/M]H|[L]N|[L]N|[L]J|[L]D|[L]L|[L]C|[L]C|[L/M]G|[L/M]F|[L/M]D|[L/M]B
40,"instance_226",1,Yes,"761.00","20.00","30.00","43.00","445.00","0.83","0.61","51.00","0.67","43.00","539.00",[L/M]A|[L/M]C|[L/M]E|[L/M]H|[L]J|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[M-REAL]O|[L]L|[L/M]C|[L/M]I|[M-REAL]L|[L]G|[L/M]M|[L/M]K|[L]E|[L/M]J|[L/M]D|[M-REAL]N|[L]D|[L]C|[L]J|[L/M]O|[L/M]C|[L/M]I|[L/M]M|[L/M]L|[L/M]K|[M-REAL]J|[L]N|[L]N|[L]O|[L]H|[L]F|[L]M|[L]O|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[M-REAL]M|[L/M]L|[L/M]K|[M-REAL]J|[L/M]D|[L/M]B
41,"instance_340",1,Yes,"736.00","18.00","19.00","40.00","468.00","0.78","0.62","48.00","0.78","40.00","541.00",[L/M]A|[L/M]C|[L]D|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L]C|[L/M]N|[L/M]O|[M-REAL]C|[L]N|[L]D|[L/M]E|[L/M]H|[L/M]G|[L]E|[L/M]F|[L/M]D|[L]F|[L/M]N|[L/M]O|[M-REAL]C|[L]G|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]N|[L]C|[L/M]O|[L/M]C|[M-REAL]E|[L]B|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[M-REAL]F|[L/M]D|[M-REAL]B
42,"instance_202",1,Yes,"634.00","10.00","20.00","43.00","314.00","0.88","0.80","51.00","0.88","43.00","472.00",[L/M]A|[L]G|[L/M]C|[L/M]E|[M-REAL]G|[L/M]H|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L/M]I|[L]H|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[M-REAL]I|[L/M]L|[L/M]M|[L/M]K|[L/M]J|[L]C|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]K|[L/M]E|[M-REAL]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[L]I|[L/M]I|[M-REAL]K|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L/M]B
43,"instance_91",1,Yes,"547.00","14.00","15.00","41.00","298.00","0.83","0.71","49.00","0.83","41.00","385.00",[L/M]A|[L/M]C|[L/M]I|[L/M]K|[L/M]M|[M-REAL]L|[L/M]J|[L]F|[L/M]D|[L/M]N|[L/M]O|[M-REAL]C|[M-REAL]E|[L]O|[L]D|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[L]E|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[M-REAL]F|[L]L|[L/M]D|[L/M]N|[M-REAL]O|[L]C|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[L/M]D|[L/M]N|[L/M]O|[L/M]C|[L]H|[L/M]E|[M-REAL]H|[L/M]G|[L/M]F|[L/M]D|[L/M]B
44,"instance_9",1,Yes,"859.00","18.00","30.00","42.00","483.00","0.85","0.64","50.00","0.69","42.00","565.00",[L/M]A|[M-REAL]C|[L]D|[L/M]I|[L/M]K|[L]E|[L/M]M|[L/M]L|[L/M]J|[L/M]D|[L]D|[L/M]N|[L/M]O|[L]C|[L/M]C|[L/M]I|[L/M]L|[L/M]M|[L/M]K|[M-REAL]J|[L/M]D|[L]D|[L/M]N|[L/M]O|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[M-REAL]D|[L]B|[L/M]N|[L/M]O|[L]F|[L/M]C|[L/M]E|[L/M]H|[L/M]G|[L/M]F|[M-REAL]D|[M-REAL]B|[L]C|[L]N|[L]O|[L]H|[L]G|[L]J
