Result of replaying M1.tpn on Process 12 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
11,"instance_282|instance_167",2,Yes,"37.00","4.00","1.00","8.00","17.00","0.75","0.75","16.00","0.75","8.00","36.00",[L/M]A|[L/M]C|[M-REAL]E|[L]B|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]B|[L]E
12,"instance_362|instance_16",2,Yes,"31.00","2.00","0.00","9.00","11.00","0.89","0.88","17.00","0.89","9.00","31.00",[L/M]A|[L/M]C|[L/M]E|[L/M]L|[L/M]O|[L]B|[L/M]M|[L/M]F|[L/M]D|[M-REAL]B
13,"instance_202|instance_18",2,Yes,"46.00","4.00","1.00","8.00","21.00","0.75","0.75","16.00","0.75","8.00","44.00",[L/M]A|[L/M]C|[L/M]E|[M-REAL]G|[L]D|[L/M]H|[L/M]F|[M-REAL]D|[L]G|[L/M]B
14,"instance_264|instance_122",2,Yes,"33.00","4.00","0.00","8.00","13.00","0.75","0.75","16.00","0.75","8.00","34.00",[L/M]A|[L/M]C|[L/M]E|[M-REAL]G|[M-REAL]H|[L]I|[L/M]F|[L]J|[L/M]D|[L/M]B
15,"instance_288|instance_154",2,Yes,"27.00","2.00","2.00","8.00","10.00","0.88","0.88","16.00","0.88","8.00","28.00",[L/M]A|[L/M]C|[L]B|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]B
16,"instance_81|instance_266",2,Yes,"28.00","2.00","1.00","8.00","10.00","0.88","0.88","16.00","0.88","8.00","29.00",[L/M]A|[L/M]C|[L]F|[L/M]E|[L/M]G|[L/M]H|[M-REAL]F|[L/M]D|[L/M]B
17,"instance_375|instance_145",2,Yes,"27.00","2.00","1.00","8.00","10.00","0.88","0.88","16.00","0.88","8.00","28.00",[L]B|[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[M-REAL]B
18,"instance_162|instance_42",2,Yes,"28.00","2.00","0.00","8.00","10.00","0.88","0.88","16.00","0.88","8.00","29.00",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]F|[L/M]H|[M-REAL]F|[L/M]D|[L/M]B
19,"instance_105|instance_181",2,Yes,"28.00","2.00","0.00","8.00","10.00","0.88","0.88","16.00","0.88","8.00","29.00",[L]C|[L/M]A|[M-REAL]C|[L/M]E|[L/M]G|[L/M]H|[L/M]F|[L/M]D|[L/M]B
20,"instance_3",1,Yes,"1,393.00","13.00","50.00","37.00","511.00","0.82","0.71","45.00","0.84","37.00","719.00",[L/M]A|[L]AC|[L/M]C|[L/M]AA|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AF|[L/M]AJ|[L/M]AH|[L/M]AC|[M-REAL]AD|[L]AB|[L/M]AE|[L/M]AC|[M-REAL]AI|[L/M]AG|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L]AI|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L]AD|[L]AD|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
21,"instance_383",1,Yes,"1,661.00","14.00","70.00","37.00","605.00","0.83","0.69","45.00","0.78","37.00","873.00",[L/M]A|[L]AC|[L/M]C|[L]AG|[L/M]AA|[L/M]AC|[L/M]AD|[M-REAL]AF|[L/M]AJ|[L]B|[L/M]AE|[L/M]AI|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L]AF|[L]AC|[L]AE|[L]AE|[L]AD|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AH|[M-REAL]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
22,"instance_168",1,Yes,"2,237.00","18.00","103.00","34.00","960.00","0.75","0.57","42.00","0.71","34.00","1,109.00",[M-REAL]A|[L/M]C|[L/M]AA|[L]AH|[L/M]AF|[M-REAL]AH|[L]AE|[L/M]AJ|[L]AD|[L]AC|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[L]AC|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L]D|[L/M]AD|[L]A|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]AE|[L/M]AC|[L]AD|[L]B|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B
23,"instance_180",1,Yes,"1,571.00","15.00","71.00","34.00","603.00","0.83","0.64","42.00","0.71","34.00","794.00",[M-REAL]A|[L]AC|[L]AD|[L/M]C|[L/M]AA|[L/M]AC|[L]AC|[L/M]AF|[L/M]AD|[L/M]AH|[L/M]AJ|[L/M]AE|[L/M]AI|[L/M]AG|[L/M]AC|[L]AC|[L]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L]AE|[L/M]AE|[M-REAL]AC|[L]A|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L]AD|[L]AB|[L]AE|[L/M]B
24,"instance_378",1,Yes,"1,355.00","9.00","65.00","34.00","519.00","0.86","0.79","42.00","0.88","34.00","704.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AI|[L/M]AD|[L/M]AH|[L/M]AJ|[L/M]AE|[L/M]AC|[L]AC|[L/M]AG|[L/M]AD|[L]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L]AD|[L/M]AE|[L]AC|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
25,"instance_450",1,Yes,"614.00","10.00","31.00","34.00","205.00","0.88","0.76","42.00","0.82","34.00","397.00",[M-REAL]A|[L]AE|[L/M]C|[L/M]AA|[L/M]AF|[L]AD|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AE|[L/M]AI|[L/M]AH|[L/M]AG|[L/M]AC|[L/M]AD|[L]A|[L]AD|[L]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]AC|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
26,"instance_382",1,Yes,"1,401.00","11.00","62.00","31.00","533.00","0.81","0.72","39.00","0.84","31.00","709.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AJ|[L/M]AH|[L/M]AI|[L]AE|[L/M]AC|[L/M]AG|[L]AD|[L/M]AD|[L/M]AE|[L]AD|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L]AD|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B|[L]D
27,"instance_41",1,Yes,"1,097.00","12.00","51.00","28.00","422.00","0.81","0.67","36.00","0.75","28.00","599.00",[L/M]A|[L/M]C|[L/M]AA|[L]AE|[L/M]AC|[M-REAL]AF|[L/M]AH|[L]AC|[L/M]AD|[L/M]AE|[L/M]AI|[M-REAL]AJ|[L]AD|[L/M]AG|[L]AD|[L/M]AC|[L]AF|[L]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]AJ|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
28,"instance_171",1,Yes,"335.00","13.00","29.00","25.00","129.00","0.73","0.61","33.00","0.76","25.00","264.00",[M-REAL]A|[M-REAL]C|[L]B|[L/M]AA|[M-REAL]AC|[L/M]AD|[L]AD|[L/M]AF|[L]AC|[L/M]AE|[L]C|[L/M]AI|[L/M]AJ|[L/M]AH|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]D|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]A
29,"instance_68",1,Yes,"1,143.00","13.00","55.00","25.00","443.00","0.73","0.61","33.00","0.76","25.00","635.00",[L/M]A|[L/M]C|[L/M]AA|[L]AG|[L]AB|[L/M]AF|[L/M]AC|[L/M]AH|[L]D|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L]AC|[L/M]AE|[M-REAL]AC|[L/M]AI|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]AE|[L/M]AC|[L]AD|[L/M]AD|[M-REAL]t29t27|[L/M]AJ|[M-REAL]AG|[M-REAL]AB|[M-REAL]D|[L/M]B
30,"instance_353",1,Yes,"1,030.00","13.00","47.00","25.00","377.00","0.73","0.61","33.00","0.76","25.00","599.00",[M-REAL]A|[L]AD|[L/M]C|[L/M]AA|[L]AI|[L/M]AC|[L/M]AF|[M-REAL]AI|[L]AC|[L/M]AD|[L/M]AH|[L]AC|[L/M]AE|[M-REAL]AJ|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L]AJ|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L]A|[L/M]AB|[L/M]D|[L/M]B
31,"instance_112",1,Yes,"785.00","11.00","31.00","25.00","290.00","0.77","0.67","33.00","0.80","25.00","490.00",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AC|[L/M]AD|[L]AD|[L/M]AF|[L/M]AE|[L]AC|[L/M]AH|[L/M]AI|[L/M]AC|[M-REAL]AD|[L/M]AJ|[L]AA|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L]AB|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]AC|[L/M]D|[L/M]B
32,"instance_104",1,Yes,"1,089.00","12.00","51.00","25.00","385.00","0.78","0.64","33.00","0.72","25.00","568.00",[L/M]A|[M-REAL]C|[L]AD|[L]AC|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AJ|[L]AE|[L/M]AE|[M-REAL]AC|[L]C|[L/M]AD|[L]D|[L/M]AE|[L]AC|[L/M]AC|[L/M]AD|[L/M]AG|[L]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
33,"instance_485",1,Yes,"365.00","6.00","15.00","28.00","105.00","0.92","0.83","36.00","0.86","28.00","277.00",[L/M]A|[L/M]C|[L]AE|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AJ|[L/M]AE|[L/M]AC|[L]AC|[L]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L]AD|[L/M]AI|[L/M]AH|[M-REAL]AG|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
34,"instance_134",1,Yes,"1,082.00","10.00","53.00","22.00","417.00","0.73","0.67","30.00","0.86","22.00","559.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AJ|[L]B|[L/M]AC|[L/M]AH|[L/M]AD|[L/M]AI|[M-REAL]AE|[L/M]AC|[L]D|[L/M]AG|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[M-REAL]B|[L]AE
35,"instance_116",1,Yes,"461.00","7.00","16.00","25.00","158.00","0.85","0.79","33.00","0.88","25.00","317.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AH|[L]D|[L/M]AJ|[L/M]AI|[M-REAL]AD|[L/M]AE|[L/M]AC|[L]AB|[L/M]AG|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L]AD|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
36,"instance_373",1,Yes,"157.00","5.00","9.00","25.00","53.00","0.88","0.85","33.00","0.92","25.00","142.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[M-REAL]AF|[L/M]AI|[L]AC|[L/M]AJ|[L/M]AD|[L/M]AH|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L]AF|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
37,"instance_359",1,Yes,"1,296.00","14.00","64.00","22.00","485.00","0.70","0.53","30.00","0.64","22.00","649.00",[M-REAL]A|[L]AD|[L/M]C|[L/M]AA|[L/M]AF|[L]B|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AI|[L]D|[L/M]AE|[L/M]AH|[L/M]AC|[L]AE|[L/M]AD|[L]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L]A|[L]AB|[L/M]AG|[M-REAL]AB|[M-REAL]D|[M-REAL]B|[L]AC
38,"instance_101",1,Yes,"881.00","8.00","39.00","25.00","315.00","0.87","0.76","33.00","0.80","25.00","471.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L]AE|[L/M]AJ|[L/M]AI|[L/M]AD|[L/M]AE|[L]AE|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[L]AC|[L/M]AB|[L]AD|[L/M]D|[L/M]B
39,"instance_453",1,Yes,"1,078.00","11.00","45.00","22.00","414.00","0.74","0.63","30.00","0.77","22.00","549.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AH|[L]B|[L/M]AD|[L/M]AI|[L]AD|[L/M]AJ|[L/M]AG|[M-REAL]AE|[L]AD|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[L]AE|[L]D|[L/M]AB|[M-REAL]D|[M-REAL]B
40,"instance_50",1,Yes,"989.00","12.00","50.00","22.00","364.00","0.75","0.60","30.00","0.68","22.00","532.00",[L]AE|[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[M-REAL]AC|[L/M]AD|[L]AD|[L/M]AJ|[L/M]AE|[L/M]AI|[M-REAL]AH|[L/M]AG|[L]AH|[L]AC|[L]AC|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]D|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L]AE|[L/M]B
41,"instance_156",1,Yes,"507.00","9.00","31.00","22.00","173.00","0.78","0.70","30.00","0.82","22.00","331.00",[L/M]A|[M-REAL]C|[L]AC|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AE|[L]B|[L]AB|[L/M]AC|[L/M]AD|[L/M]AE|[L]C|[L/M]AG|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B
42,"instance_251",1,Yes,"835.00","12.00","35.00","22.00","279.00","0.75","0.60","30.00","0.68","22.00","457.00",[M-REAL]A|[L]AC|[L/M]C|[L]AJ|[L/M]AA|[L/M]AF|[M-REAL]AJ|[L/M]AC|[L/M]AH|[L/M]AD|[L]AD|[L]AE|[L]AG|[L/M]AE|[L]A|[L/M]AI|[M-REAL]AG|[L]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
43,"instance_302",1,Yes,"301.00","9.00","12.00","22.00","103.00","0.78","0.70","30.00","0.82","22.00","228.00",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AF|[L/M]AI|[L/M]AC|[L]AF|[L]AC|[L]AA|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AG|[L]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
44,"instance_380",1,Yes,"204.00","7.00","14.00","22.00","71.00","0.83","0.77","30.00","0.86","22.00","174.00",[L/M]A|[L/M]C|[L/M]AA|[L]D|[L/M]AC|[M-REAL]AF|[L/M]AH|[L/M]AJ|[L/M]AD|[L]AD|[L/M]AE|[L/M]AI|[L/M]AC|[M-REAL]AD|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L]AF|[L/M]B
45,"instance_249",1,Yes,"1,244.00","16.00","61.00","19.00","520.00","0.59","0.41","27.00","0.53","19.00","676.00",[L/M]A|[M-REAL]C|[L]AE|[L/M]AA|[L]AI|[L/M]AF|[M-REAL]AI|[L/M]AH|[M-REAL]AJ|[L]AB|[L]AD|[L]C|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]AE|[L]B|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]AJ|[L/M]D|[M-REAL]B|[L]AC|[L]AE
46,"instance_469",1,Yes,"128.00","7.00","9.00","22.00","50.00","0.83","0.77","30.00","0.86","22.00","123.00",[L/M]A|[M-REAL]C|[L]AB|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L]AC|[L/M]AE|[L/M]AC|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]C|[L/M]D|[L/M]B
47,"instance_328",1,Yes,"280.00","10.00","20.00","20.00","155.00","0.73","0.64","28.00","0.80","20.00","203.00",[L/M]A|[L/M]C|[L/M]E|[M-REAL]t4t8|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[L/M]K|[L]D|[L/M]I|[L]F|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[L/M]K|[L/M]I|[L]J|[L]J|[L/M]J|[M-REAL]t9t5|[M-REAL]F|[M-REAL]D|[L/M]B
48,"instance_14",1,Yes,"601.00","13.00","30.00","19.00","245.00","0.65","0.52","27.00","0.68","19.00","395.00",[M-REAL]A|[M-REAL]C|[L/M]AA|[M-REAL]AF|[L]C|[L/M]AH|[L]AD|[L]A|[L/M]AC|[M-REAL]AD|[L/M]AJ|[L/M]AE|[L/M]AI|[L]AF|[L/M]AC|[L/M]AG|[M-REAL]AD|[L]AB|[L/M]AE|[L/M]AC|[L]AD|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
49,"instance_257",1,Yes,"494.00","7.00","22.00","22.00","170.00","0.83","0.77","30.00","0.86","22.00","324.00",[L]AD|[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AI|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AC|[M-REAL]AD|[L]AB|[L/M]AG|[L/M]AE|[L/M]AC|[L/M]AD|[L]AD|[L/M]AE|[L/M]AC|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
50,"instance_268",1,Yes,"874.00","13.00","41.00","19.00","332.00","0.65","0.52","27.00","0.68","19.00","487.00",[M-REAL]A|[L]AG|[L/M]C|[L/M]AA|[L/M]AF|[M-REAL]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AI|[M-REAL]AG|[L/M]AE|[L]A|[L]AB|[L/M]AC|[M-REAL]AD|[L/M]AE|[L]B|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B|[L]AC|[L]AD
51,"instance_425",1,Yes,"484.00","13.00","22.00","22.00","172.00","0.76","0.57","30.00","0.59","22.00","318.00",[M-REAL]A|[L]AE|[L/M]C|[M-REAL]AA|[L/M]AC|[L]AC|[L/M]AF|[L/M]AJ|[L/M]AH|[L]AC|[L]AE|[L/M]AI|[L]AD|[L]AA|[L]AD|[L]D|[L/M]AD|[L/M]AE|[L/M]AC|[L/M]AD|[L]A|[L/M]AG|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
52,"instance_457",1,Yes,"327.00","7.00","10.00","22.00","108.00","0.83","0.77","30.00","0.86","22.00","237.00",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L]B|[L/M]AJ|[L/M]AH|[L]AD|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L]AD|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
53,"instance_205",1,Yes,"209.00","11.00","14.00","19.00","75.00","0.70","0.59","27.00","0.74","19.00","180.00",[M-REAL]A|[L]AG|[L/M]C|[L]AD|[L/M]AA|[L]B|[L/M]AC|[M-REAL]AF|[L/M]AI|[L/M]AH|[L/M]AD|[L/M]AJ|[M-REAL]AG|[L/M]AE|[L]A|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AF
54,"instance_114",1,Yes,"156.00","5.00","5.00","22.00","51.00","0.87","0.83","30.00","0.91","22.00","144.00",[L/M]A|[L/M]C|[L/M]AA|[L]AI|[L/M]AC|[L/M]AF|[M-REAL]AI|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AE|[L/M]AG|[L/M]AC|[L/M]AD|[L/M]AE|[L]AD|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
55,"instance_316",1,Yes,"344.00","11.00","19.00","19.00","115.00","0.70","0.59","27.00","0.74","19.00","252.00",[L/M]A|[L/M]C|[M-REAL]AA|[M-REAL]AF|[L]AG|[L/M]AI|[L]D|[L]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[M-REAL]AG|[L/M]AE|[L]AA|[L]AE|[L/M]AC|[L/M]AD|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
56,"instance_75",1,Yes,"726.00","12.00","32.00","19.00","254.00","0.71","0.56","27.00","0.63","19.00","394.00",[L/M]A|[L]AA|[L/M]C|[M-REAL]AA|[L/M]AC|[L]D|[L/M]AD|[L]AD|[L/M]AE|[M-REAL]AF|[L/M]AH|[L/M]AI|[L]AE|[L]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AJ|[M-REAL]AG|[L]AC|[L/M]AB|[M-REAL]D|[L]AF|[L/M]B
